step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
22,1.1500000000000001,-2.177961310586916,0.5556233525276184,0.07971955090761185,0.19404497742652893,0.3795669376850128,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.15235237777233124,0.49116766452789307,3.3913040161132812,0.5023948550224304,0.5023948550224304,0.08290103066853893,0.07971955090761185,0.003181479760927086,0.2835150978260785,0.07268996712730498,0.283502249723777,0.06391702656664916,0.21958522315712786,0.28350224934641954,0,0,disabled,0.0,1,SERVO,direct_path,0,0.6787637009983882,0.6787637009983882,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.7262582674793003,filtered,12,0,1,0,9,1,1,2,1.0,0.0,0.5023948550224304,0.0,1.0,0.016208312289263782,0,0,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.38002817417902596,0,0,12,,predictive_link_2,,,0,0,1,solved,osqp,5.469729849882921e-07,valid,0.016208312289263782,0.8214644842398734,0|0.0292768094|0.085571391|0.085571391|0.0857957907|0.0857957907,,,,,,,,,,0.010231937048956752,0.0031975640449672937,0.0014484419953078032,0.0017709030071273446
23,1.2000000000000002,-2.175810766160784,0.5539889335632324,0.07682927697896957,0.19151875376701355,0.37713176012039185,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.11900675296783447,0.8630586266517639,12.432219505310059,0.3134508728981018,0.3134508728981018,0.07971955116123733,0.07682927697896957,0.0028902741822677547,0.17748173070347079,0.06013131651436503,0.17747464118581835,0.057865043006347004,0.11960959817947134,0.17747464175044886,0,0,disabled,0.0,1,SERVO,direct_path,0,0.6787637009983882,0.6787637009983882,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.7564332524107136,filtered,13,0,1,0,10,1,1,2,1.0,0.0,0.3134508728981018,0.0,1.0,0.014652308801365005,0,0,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.20620822168763997,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,5.526869469030249e-09,valid,0.014652308801365005,0.8218204292781144,0|0.0254792696|0.0724484192|0.0724484192|0.0727868007|0.0727868007,,,,,,,,,,0.009231845964677632,0.0028194929473102093,0.0012528070947155356,0.0016535590402781963
24,1.25,-2.145415545838377,0.5447930097579956,0.074339359998703,0.18932321667671204,0.36871933937072754,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.10489919036626816,0.30547603964805603,14.634676933288574,0.30211499333381653,0.30211499333381653,0.07682927454178777,0.074339359998703,0.0024899145430847675,0.17125524474388443,0.051858066850092505,0.17124893558681892,0.04984612834454358,0.12140280724227534,0.17124893015445242,0,0,disabled,0.0,1,SERVO,direct_path,0,0.6787637009983882,0.6787637009983882,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.6578645635313805,filtered,14,0,1,0,11,1,1,2,1.0,0.0,0.30211499333381653,0.0,1.0,0.012660065415556532,0,0,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.20911970447492612,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,5.344173348992287e-08,valid,0.012660065415556532,0.8221265079964781,6.24218388e-18|0.0167232607|0.0597832333|0.0597832333|0.0601583224|0.0601583224,,,,,,,,,,0.014983664033934474,0.004603957990184426,0.002189286984503269,0.0024770619347691536
25,1.3,-2.133621127228055,0.5408070683479309,0.0721164345741272,0.18735533952713013,0.3644179701805115,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0957055613398552,0.19877643883228302,2.1725480556488037,0.292222797870636,0.292222797870636,0.07433936118457596,0.0721164345741272,0.002222926610448761,0.16587672293145092,0.04645932390456518,0.16587110343584244,0.044500697642380425,0.121370405793462,0.1658711060818439,0,0,disabled,0.0,1,SERVO,direct_path,0,0.6787637009983882,0.6787637009983882,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.6921857871643697,filtered,15,0,1,0,12,1,1,2,1.0,0.0,0.292222797870636,0.0,1.0,0.011321795941160617,0,0,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.20879199701467102,0,0,12,,predictive_link_2,,,0,0,1,solved,osqp,3.5673995247426094e-07,valid,0.011321795941160617,0.8224391963681534,0|0.0145466987|0.0514575376|0.0514575376|0.0518740507|0.0518740507,,,,,,,,,,0.014914819039404392,0.00460122199729085,0.002088050008751452,0.0025861889589577913
26,1.35,-2.1055853559554056,0.5326111912727356,0.07018773257732391,0.18564459681510925,0.3566889762878418,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.08598718047142029,0.21427081525325775,0.43799448013305664,0.28329160809516907,0.28329160809516907,0.07211643322907137,0.07018773257732391,0.001928700651747453,0.16106364573981932,0.040623850302481196,0.16105863702513298,0.03861566782528751,0.12244296919984547,0.1610586340212011,0,0,disabled,0.0,1,SERVO,direct_path,0,0.6787637009983882,0.6787637009983882,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.7144959207019197,filtered,16,0,1,0,13,1,1,2,1.0,0.0,0.28329160809516907,0.0,1.0,0.009845185985446009,0,0,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.21036893646408047,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,8.434803592388684e-08,valid,0.009845185985446009,0.8227444066394133,0|0.0132063215|0.0460185873|0.0460185873|0.0464845237|0.0464845237,,,,,,,,,,0.014917402993887663,0.004551437916234136,0.0022306819446384907,0.0024659429909661412
27,1.4000000000000001,-2.087808991311256,0.5273067355155945,0.06847669184207916,0.1840583235025406,0.35133346915245056,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.07856901735067368,0.16333499550819397,1.0590734481811523,0.27542567253112793,0.27542567253112793,0.07018772840610217,0.06847669184207916,0.001711036564023008,0.15687987665544784,0.03623929594644069,0.15687540058774782,0.03425874966573014,0.12261665092201768,0.15687539126472147,0,0,disabled,0.0,1,SERVO,direct_path,0,0.6787637009983882,0.6787637009983882,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.7425879569062599,filtered,17,0,1,0,14,1,1,2,1.0,0.0,0.27542567253112793,0.0,1.0,0.008745627864916783,0,0,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.21040246713955185,0,0,12,,predictive_link_2,,,0,0,1,solved,osqp,9.606035782233624e-07,valid,0.008745627864916783,0.8230315723096578,0|0.0118802196|0.0401406043|0.0401406043|0.0406342645|0.0406342645,,,,,,,,,,0.015125429024919868,0.0045999649446457624,0.002212740946561098,0.002580626984126866
28,1.4500000000000002,-2.062914028769555,0.5202019810676575,0.0669839009642601,0.18252848088741302,0.3445416986942291,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.07133237272500992,0.16292092204093933,0.11272116750478745,0.2683717608451843,0.2683717608451843,0.06847668751486491,0.0669839009642601,0.0014927865506048077,0.15316189434697033,0.03187565384325277,0.15315788298686028,0.029890104146156584,0.1232677788407037,0.15315787330842875,0,0,disabled,0.0,1,SERVO,direct_path,0,0.6787637009983882,0.6787637009983882,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.7639174126579383,filtered,18,0,1,0,15,1,1,2,1.0,0.0,0.2683717608451843,0.0,1.0,0.0076412821908474204,0,0,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.21127147957828765,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.0076412821908474204,0.8232996412768131,0|0.0108326358|0.0357197501|0.0357197501|0.0362484409|0.0362484409,,,,,,,,,,0.014962609042413533,0.004610248957760632,0.0022590849548578262,0.0025007169460877776
29,1.5,-2.044749252155155,0.5149729251861572,0.06566347926855087,0.18117450177669525,0.33937332034111023,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.06548537313938141,0.13254863023757935,0.6360172033309937,0.2621385157108307,0.2621385157108307,0.06698390364948047,0.06566347926855087,0.001320424380929594,0.1499136799871398,0.028379173717130685,0.14991007142612833,0.02643696238792348,0.12347310903820485,0.14991007743565557,0,0,disabled,0.0,1,SERVO,direct_path,0,0.6787637009983882,0.6787637009983882,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.7872343905071438,filtered,19,0,1,0,16,1,1,2,1.0,0.0,0.2621385157108307,0.0,1.0,0.0067624141144081995,0,0,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.21138661862388994,0,0,12,,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.0067624141144081995,0.8235445173587217,1.99405651e-19|0.00984962714|0.0313206465|0.0313206465|0.0318835217|0.0318835217,,,,,,,,,,0.015034941025078297,0.004659201018512249,0.00215140706859529,0.002499358030036092
30,1.55,-1.941064543452176,0.45166870951652527,0.07235831022262573,0.18734966218471527,0.3001846969127655,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.25300323963165283,5.84063196182251,114.80687713623047,0.3499999940395355,0.9343167543411255,0.06566348119075087,0.07235831022262573,-0.006694829031874863,0.2132029681379067,0.16205510001325646,-0.20519778821997434,-0.1369318583904103,-0.06826592982956403,0.07178463779207457,1,0,disabled,0.0,1,TRACK,direct_path,0,0.8636325569823384,1.5423962579807267,32,1,1,1,8,1.4345863970814963,0.1255420595407486,0.0021246456959792223;0.003876715766663356;0.004193406453969924;0.0009644740408915758;0.0020344949726116795;0.002398899631191691;0.005341344751892758;0.0032716151813644797;0.0061977239277832595;0.0030525575941744766;0.0021706439888527634;0.005619621881850015;0.00395425255560229;0.0026418632944170666;0.005175085293200042;0.004255166476876709;0.002248631687052406;0.006715277482571694;0.004653037266389002;0.00291332347174273;0.0016672838409545014;0.005425254907535632;0.00434087804353146;0.003691083468604386;0.005548578157361958;0.006024180324070409;0.0033967383289380333;0.00834010328581082;0.006248451142600119;0.002917459305019217;0.004526589504448693;0.006555322446517435,0.1205131784081459;0.12139833718538284;0.12193968147039413;0.12200174480676651;0.12081348150968552;0.12135950475931168;0.12286748737096786;0.12267196923494339;0.1255420595407486;0.1217309758067131;0.12034916132688522;0.12465039640665054;0.12020357698202133;0.12198298424482346;0.1211579218506813;0.12245788425207138;0.1236576959490776;0.1228855773806572;0.12169332057237625;0.12225543707609177;0.12055046111345291;0.1255013644695282;0.12237178534269333;0.12205284088850021;0.12249573320150375;0.12097745388746262;0.1212744489312172;0.1208655908703804;0.12178262323141098;0.12046904116868973;0.12096723169088364;0.12308376282453537,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 80, 'obstacle_contact': 0, 'self_collision': 0}",9.671911562344747e-05,130,130,nan,nan,0.806392826520289,filtered,0,1,2,1,17,0,1,2,1.0,0.0,0.9343167543411255,0.0,1.0,0.00592519165235425,1,1,0,0,0.1967397704749444,0.3499999940395355,filtered,osqp optimal,0.13507930001576823,0,0,12,,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.00592519165235425,0.8237651422195816,0|0.00901658964|0.0277953851|0.0277953851|0.0283856631|0.0283856631,,,,,,,,,,0.8782892129383981,0.004568140953779221,0.0012114760465919971,0.0017243130132555962
31,1.6,-2.09043795817418,0.5266206860542297,0.07066504657268524,0.18567945063114166,0.3481488823890686,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.09359469264745712,6.668479919433594,249.7112274169922,0.27789896726608276,0.27789896726608276,0.07235831095754425,0.07066504657268524,0.0016932643848590057,0.16172608629303323,0.04759187772591315,0.1617224132219625,0.04193454331230196,0.11978786990966056,0.16172241486452157,0,0,disabled,0.0,1,SERVO,direct_path,0,0.8636325569823384,1.5423962579807267,32,1,1,1,8,1.4345863970814963,0.1255420595407486,0.0021246456959792223;0.003876715766663356;0.004193406453969924;0.0009644740408915758;0.0020344949726116795;0.002398899631191691;0.005341344751892758;0.0032716151813644797;0.0061977239277832595;0.0030525575941744766;0.0021706439888527634;0.005619621881850015;0.00395425255560229;0.0026418632944170666;0.005175085293200042;0.004255166476876709;0.002248631687052406;0.006715277482571694;0.004653037266389002;0.00291332347174273;0.0016672838409545014;0.005425254907535632;0.00434087804353146;0.003691083468604386;0.005548578157361958;0.006024180324070409;0.0033967383289380333;0.00834010328581082;0.006248451142600119;0.002917459305019217;0.004526589504448693;0.006555322446517435,0.1205131784081459;0.12139833718538284;0.12193968147039413;0.12200174480676651;0.12081348150968552;0.12135950475931168;0.12286748737096786;0.12267196923494339;0.1255420595407486;0.1217309758067131;0.12034916132688522;0.12465039640665054;0.12020357698202133;0.12198298424482346;0.1211579218506813;0.12245788425207138;0.1236576959490776;0.1228855773806572;0.12169332057237625;0.12225543707609177;0.12055046111345291;0.1255013644695282;0.12237178534269333;0.12205284088850021;0.12249573320150375;0.12097745388746262;0.1212744489312172;0.1208655908703804;0.12178262323141098;0.12046904116868973;0.12096723169088364;0.12308376282453537,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 80, 'obstacle_contact': 0, 'self_collision': 0}",9.671911562344747e-05,130,130,nan,nan,0.38594086376044295,filtered,1,1,2,1,18,1,1,2,1.0,0.0,0.27789896726608276,0.0,1.0,0.01623443389264065,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.21165741435014798,0,0,12,joint_1_acceleration_lower|joint_0_acceleration_upper,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.01623443389264065,0.8223047546379284,0|0.078266095|0.174703188|0.174703188|0.161609187|0.161609187,,,,,,,,,,0.010191334993578494,0.0027196090668439865,0.0012782929698005319,0.0019180390518158674
32,1.6500000000000001,-2.0824242439550615,0.5261169075965881,0.06890828907489777,0.1839544028043747,0.35028305649757385,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.07022236287593842,0.9030168056488037,145.02561950683594,0.2711968719959259,0.2711968719959259,0.0706650465769508,0.06890828907489777,0.0017567575020530357,0.15804550522623145,0.03530328012536214,0.15804244408172033,0.03513938374972769,0.12290306033199264,0.15804244409126023,0,0,disabled,0.0,1,SERVO,direct_path,0,0.8636325569823384,1.5423962579807267,32,1,1,1,8,1.4345863970814963,0.1255420595407486,0.0021246456959792223;0.003876715766663356;0.004193406453969924;0.0009644740408915758;0.0020344949726116795;0.002398899631191691;0.005341344751892758;0.0032716151813644797;0.0061977239277832595;0.0030525575941744766;0.0021706439888527634;0.005619621881850015;0.00395425255560229;0.0026418632944170666;0.005175085293200042;0.004255166476876709;0.002248631687052406;0.006715277482571694;0.004653037266389002;0.00291332347174273;0.0016672838409545014;0.005425254907535632;0.00434087804353146;0.003691083468604386;0.005548578157361958;0.006024180324070409;0.0033967383289380333;0.00834010328581082;0.006248451142600119;0.002917459305019217;0.004526589504448693;0.006555322446517435,0.1205131784081459;0.12139833718538284;0.12193968147039413;0.12200174480676651;0.12081348150968552;0.12135950475931168;0.12286748737096786;0.12267196923494339;0.1255420595407486;0.1217309758067131;0.12034916132688522;0.12465039640665054;0.12020357698202133;0.12198298424482346;0.1211579218506813;0.12245788425207138;0.1236576959490776;0.1228855773806572;0.12169332057237625;0.12225543707609177;0.12055046111345291;0.1255013644695282;0.12237178534269333;0.12205284088850021;0.12249573320150375;0.12097745388746262;0.1212744489312172;0.1208655908703804;0.12178262323141098;0.12046904116868973;0.12096723169088364;0.12308376282453537,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 80, 'obstacle_contact': 0, 'self_collision': 0}",9.671911562344747e-05,130,130,nan,nan,0.7616344041591568,filtered,2,1,2,1,19,1,1,2,1.0,0.0,0.2711968719959259,0.0,1.0,0.008608596603931262,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.20940873182976757,0,0,12,,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.008608596603931262,0.8232122630854821,0|0.0128746506|0.0492427618|0.0492427618|0.0476485985|0.0476485985,,,,,,,,,,0.013653174974024296,0.004093655967153609,0.001818824908696115,0.002273692050948739
