step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
10,0.55,-0.1406251756347956,0.08905844390392303,0.20754671096801758,0.5031378269195557,0.0854349434375763,0.35,2,0,0,0,0,,,nan,0,0.45015355944633484,1.1185680627822876,36.25800704956055,0.45015355944633484,1.0,nan,0,0,0,0,0.4209042768833716,0.0,passthrough,7.836966180243911e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.33826930490509877,0.530898253|0.346269726|0.338269305|0.400918508|0.425950386|0.488383892,0.680898253|0.496269726|0.488269305|0.550918508|0.575950386|0.638383892,0.650898253|0.466269726|0.458269305|0.520918508|0.545950386|0.608383892,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.0150325313|0.00503956585|0.0401533492|0.0459146145|0,-0.131593075|-0.135784141|-0.146196709|-0.145877193|-0.141721249|0,1.99199994|1.23426223|1.21192008|1.49795019|1.60799491|1.95353557,0.495338619|-0.510959148|0.546100736,-0.0349794254|0.138806731|-0.0523388274,0.006859608925879002,0.0012112557888031006,0.0011414773762226105,0.00447761919349432
11,0.6000000000000001,-0.147732249074775,0.09102213382720947,0.20597870647907257,0.49618205428123474,0.08716876804828644,0.35,2,0,0,0,0,,,nan,0,0.44292718172073364,0.8929781913757324,15.607072830200195,0.44292718172073364,1.0,nan,0,0,0,0,0.4209042768833716,0.0,passthrough,7.698238085293116e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.331216028925141,0.524327749|0.338739601|0.331216029|0.395650676|0.42118662|0.483815735,0.674327749|0.488739601|0.481216029|0.545650676|0.57118662|0.633815735,0.644327749|0.458739601|0.451216029|0.515650676|0.54118662|0.603815735,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.0142150189|0.00738941909|0.0459889246|0.0528063425|0,-0.131230763|-0.135643531|-0.146025446|-0.145639092|-0.141267529|0,1.96608023|1.20509985|1.18622809|1.48295254|1.59628529|1.93526294,0.493589818|-0.504019022|0.543483615,-0.0349794254|0.138806731|-0.0523388274,0.008490445092320442,0.001218578778207302,0.002701345831155777,0.004540515132248402
12,0.65,-0.1602735362649719,0.09549948573112488,0.20490379631519318,0.48923155665397644,0.09139642119407654,0.35,2,0,0,0,0,,,nan,0,0.45282065868377686,1.2300487756729126,9.673494338989258,0.45282065868377686,1.0,nan,0,0,0,0,0.4209042768833716,0.0,passthrough,7.847537853640896e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.32428814937740225,0.517775475|0.331258558|0.324288149|0.390686874|0.41678974|0.479653346,0.667775475|0.481258558|0.474288149|0.540686874|0.56678974|0.629653346,0.637775475|0.451258558|0.444288149|0.510686874|0.53678974|0.599653346,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.016852095|0.00734969917|0.0521043427|0.0609090071|0,-0.130859627|-0.135508076|-0.145835746|-0.145398712|-0.140816465|0,1.94024227|1.17267406|1.15866655|1.46945313|1.5872515|1.91861338,0.491841018|-0.497078717|0.540866494,-0.0349794254|0.138806731|-0.0523388274,0.004646004177629948,0.001188480295240879,0.001111491583287716,0.0023177508264780045
13,0.7000000000000001,-0.18443685829865744,0.09929687529802322,0.20496021211147308,0.4823940098285675,0.09492471814155579,0.35,2,0,0,0,0,,,nan,0,0.4590323865413666,1.0349955558776855,12.047962188720703,0.4590323865413666,1.0,nan,0,0,0,0,0.4209042768833716,0.0,passthrough,8.260251356077533e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.31736696787275476,0.511241879|0.323654671|0.317366968|0.386043806|0.412822336|0.475992637,0.661241879|0.473654671|0.467366968|0.536043806|0.562822336|0.625992637,0.631241879|0.443654671|0.437366968|0.506043806|0.532822336|0.595992637,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.0181732497|0.00950999979|0.0625462483|0.0738684297|0,-0.130479404|-0.13541213|-0.145636265|-0.145151936|-0.140356097|0,1.91448811|1.1410333|1.13334161|1.46156954|1.58480168|1.90397055,0.490092218|-0.490138233|0.538249373,-0.0349794254|0.138806731|-0.0523388274,0.004581189714372158,0.001329914666712284,0.0013537388294935226,0.0018651066347956657
14,0.75,-0.20130310729889161,0.1042972058057785,0.20564626157283783,0.4754790961742401,0.09963257610797882,0.35,2,0,0,0,0,,,nan,0,0.4817172884941101,0.8731631636619568,10.057557106018066,0.4817172884941101,1.0,nan,0,0,0,0,0.4209042768833716,0.0,passthrough,9.04517464175525e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.31056181755748147,0.504727528|0.315993475|0.310561818|0.381937633|0.409525552|0.473058367,0.654727528|0.465993475|0.460561818|0.531937633|0.559525552|0.623058367,0.624727528|0.435993475|0.430561818|0.501937633|0.529525552|0.593058367,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.0206922903|0.00774345556|0.0651907411|0.0777235898|0,-0.130089839|-0.135354886|-0.145417913|-0.144926267|-0.139924018|0,1.88882027|1.10792673|1.10457281|1.44801501|1.57590178|1.89223347,0.488343418|-0.483197749|0.535632253,-0.0349794254|0.138806731|-0.0523388274,0.004631873220205307,0.0014468291774392128,0.0012650461867451668,0.001886041834950447
15,0.8,-0.21746458831273574,0.10700344294309616,0.20701856911182404,0.46865496039390564,0.10202854126691818,0.35,2,0,0,0,0,,,nan,0,0.4854185879230499,0.6799541115760803,11.043651580810547,0.4854185879230499,1.0,nan,0,0,0,0,0.4209042768833716,0.0,passthrough,9.39975407206284e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.30367878434792717,0.498232895|0.308210955|0.303678784|0.377977315|0.406443816|0.47042419,0.648232895|0.458210955|0.453678784|0.527977315|0.556443816|0.62042419,0.618232895|0.428210955|0.423678784|0.497977315|0.526443816|0.59042419,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.0197035025|0.00941855029|0.0711707662|0.0845786273|0,-0.129690651|-0.13533165|-0.145202834|-0.144707168|-0.139492995|0,1.86324093|1.07780867|1.07893085|1.43837286|1.5708609|1.88169676,0.486594617|-0.476257265|0.533015132,-0.0349794254|0.138806731|-0.0523388274,0.004839649423956871,0.0013099033385515213,0.0012982552871108055,0.0021996190771460533
16,0.8500000000000001,-0.21750962174353738,0.11087945103645325,0.20812782645225525,0.4616580903530121,0.10557382553815842,0.35,2,0,0,0,0,,,nan,0,0.49208468198776245,0.5399471521377563,14.434986114501953,0.49208468198776245,1.0,nan,0,0,0,0,0.4209042768833716,0.0,passthrough,9.865776870648281e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.296889188191484,0.491758469|0.300480926|0.296889188|0.37432747|0.403725341|0.468169078,0.641758469|0.450480926|0.446889188|0.52432747|0.553725341|0.618169078,0.611758469|0.420480926|0.416889188|0.49432747|0.523725341|0.588169078,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.0198105534|0.00562940519|0.0631298004|0.0751512484|0,-0.129281551|-0.135320436|-0.144970533|-0.144499768|-0.139083038|0,1.83775232|1.04679271|1.04821562|1.41593991|1.55096957|1.87267631,0.484845817|-0.469316781|0.530398011,-0.0349794254|0.138806731|-0.0523388274,0.004765012301504612,0.0015231268480420113,0.0012847557663917542,0.0019274093210697174
17,0.9,-0.24103769579516465,0.11246347427368164,0.21035093069076538,0.45487990975379944,0.10681197047233582,0.35,2,0,0,0,0,,,nan,0,0.48430588841438293,0.7957206964492798,20.200624465942383,0.48430588841438293,1.0,nan,0,0,0,0,0.4209042768833716,0.0,passthrough,1.0054166874607073e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.289923662181486,0.485304752|0.29274244|0.289923662|0.370284183|0.400555067|0.465512561,0.635304752|0.44274244|0.439923662|0.520284183|0.550555067|0.615512561,0.605304752|0.41274244|0.409923662|0.490284183|0.520555067|0.585512561,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.0169261532|0.00993548966|0.0731119825|0.086255401|0,-0.128862243|-0.135293411|-0.144759681|-0.144277034|-0.138649202|0,1.81235677|1.0187502|1.02487046|1.40997168|1.54982647|1.86205024,0.483097017|-0.462376297|0.52778089,-0.0349794254|0.138806731|-0.0523388274,0.036745200864970684,0.027880501002073288,0.0040158480405807495,0.004815157502889633
18,0.9500000000000001,-0.225308942349401,0.11664742231369019,0.21141639351844788,0.4477798640727997,0.11062981188297272,0.35,2,0,0,0,0,,,nan,0,0.47940731048583984,0.9455487132072449,28.841022491455078,0.47940731048583984,1.0,nan,0,0,0,0,0.4209042768833716,0.0,passthrough,1.0315151239691122e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2831818438327094,0.478872264|0.285152128|0.283181844|0.366749867|0.397957972|0.463417633,0.628872264|0.435152128|0.433181844|0.516749867|0.547957972|0.613417633,0.598872264|0.405152128|0.403181844|0.486749867|0.517957972|0.583417633,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.0167935775|0.00302170773|0.0530820745|0.0628147783|0,-0.128432417|-0.135269329|-0.144515927|-0.144089538|-0.138272875|0,1.78705664|0.988545603|0.991233156|1.375992|1.51637379|1.85367053,0.481348217|-0.455435812|0.52516377,-0.0349794254|0.138806731|-0.0523388274,0.00968870334327221,0.0011996431276202202,0.0012514684349298477,0.007208473980426788
19,1.0,-0.2567818198818954,0.11844833195209503,0.21400536596775055,0.4404875636100769,0.11204637587070465,0.35,1,0,0,0,0,,,nan,0,0.4790439009666443,1.1635743379592896,38.37527084350586,0.4790439009666443,1.0,nan,0,0,0,0,0.4209042768833716,0.0,passthrough,1.0152587730691016e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2761101386736907,0.472461537|0.277561906|0.276110139|0.362219381|0.394206627|0.460219159,0.622461537|0.427561906|0.426110139|0.512219381|0.544206627|0.610219159,0.592461537|0.397561906|0.396110139|0.482219381|0.514206627|0.580219159,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.0141546561|0.0113019504|0.076867548|0.0899398953|0,-0.127991757|-0.135186488|-0.144324253|-0.143862998|-0.137839495|0,1.76185439|0.96090648|0.971418252|1.38188207|1.52892691|1.84087663,0.479599416|-0.448495328|0.522546649,-0.0349794254|0.138806731|-0.0523388274,0.004239308647811413,0.001269063912332058,0.0011628149077296257,0.001773756928741932
20,1.05,-0.22358224884585134,0.12337104976177216,0.21445009112358093,0.4330078363418579,0.11656374484300613,0.35,1,0,0,0,0,,,nan,0,0.47329750657081604,1.5114996433258057,49.94050598144531,0.47329750657081604,1.0,nan,0,0,0,0,0.4209042768833716,0.0,passthrough,1.041554369729093e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2694588298773195,0.466073123|0.270116095|0.26945883|0.358892338|0.391832432|0.458312806,0.616073123|0.420116095|0.41945883|0.508892338|0.541832432|0.608312806,0.586073123|0.390116095|0.38945883|0.478892338|0.511832432|0.578312806,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.0142909736|0.00129317747|0.0448768917|0.0527268608|0,-0.127539934|-0.135157214|-0.144056078|-0.143666363|-0.137469755|0,1.73675256|0.931016191|0.935072419|1.33677988|1.48258684|1.83325123,0.477850616|-0.441554844|0.519929528,-0.0349794254|0.138806731|-0.0523388274,0.01950643304735422,0.0014480017125606537,0.01615879964083433,0.001867811195552349
21,1.1,-0.280209537214769,0.12379662692546844,0.21784383058547974,0.4257802367210388,0.11656785756349564,0.35,1,0,0,0,0,,,nan,0,0.48510244488716125,2.0340375900268555,69.07877349853516,0.48510244488716125,1.0,nan,0,0,0,0,0.4209042768833716,0.0,passthrough,1.053433270306362e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2623252009523682,0.459707586|0.262653919|0.262325201|0.353970645|0.387616153|0.454636174,0.609707586|0.412653919|0.412325201|0.503970645|0.537616153|0.604636174,0.579707586|0.382653919|0.382325201|0.473970645|0.507616153|0.574636174,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.00994492737|0.0157636385|0.0872631767|0.10092894|0,-0.127076609|-0.135026977|-0.143874223|-0.143400769|-0.136997797|0,1.71175373|0.905643773|0.921190219|1.35974499|1.51439575|1.81854469,0.476101816|-0.43461436|0.517312407,-0.0349794254|0.138806731|-0.0523388274,0.006178794428706169,0.002126476727426052,0.0017334641888737679,0.0022599073126912117
22,1.1500000000000001,-0.22657399523492616,0.12686584889888763,0.21806269884109497,0.41864728927612305,0.11920654028654099,0.35,1,0,0,0,0,,,nan,0,0.4732423722743988,2.58038067817688,89.71308898925781,0.4732421934604645,1.0,nan,0,0,0,0,0.4209042768833716,0.0,filtered,2.430608576080622e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2554292829896583,0.453365511|0.255429283|0.255918056|0.351184627|0.385829834|0.45326556,0.603365511|0.405429283|0.405918056|0.501184627|0.535829834|0.60326556,0.573365511|0.375429283|0.375918056|0.471184627|0.505829834|0.57326556,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.00725544796|0.00529989516|0.0431043446|0.0491419349|0,-0.126601432|-0.134997489|-0.143557223|-0.143218397|-0.136667738|0,1.68686061|0.879464195|0.885414897|1.30462446|1.45579353|1.81306224,0.474353015|-0.427673876|0.514695287,-0.0349794254|0.138806731|-0.0523388274,0.004766853526234627,0.0017086463049054146,0.001248338259756565,0.0017781462520360947
23,1.2000000000000002,-0.2894196078808362,0.1296999156475067,0.2214505821466446,0.4116332530975342,0.1215832382440567,0.35,1,0,0,0,0,,,nan,0,0.506127655506134,2.5633416175842285,100.84493255615234,0.506127655506134,1.0,nan,0,0,0,0,0.4209042768833716,0.0,passthrough,1.1438356029575269e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.24832605427762622,0.447047499|0.248326054|0.249010509|0.346192577|0.38147071|0.449444969,0.597047499|0.398326054|0.399010509|0.496192577|0.53147071|0.599444969,0.567047499|0.368326054|0.369010509|0.466192577|0.50147071|0.569444969,0.15|0.15|0.15|0.15|0.15|0.15,0|-0.00577569381|0.0174751726|0.0874339606|0.100037621|0,-0.126114043|-0.134782449|-0.143350299|-0.142952|-0.136214608|0,1.66207595|0.852746075|0.870166908|1.32925227|1.48970585|1.79777987,0.472604215|-0.420733392|0.512078166,-0.0349794254|0.138806731|-0.0523388274,0.004460492171347141,0.0013176389038562775,0.0013394318521022797,0.0017741620540618896
