step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
10,0.55,-1.6133724405712258,0.4526051878929138,0.30314794182777405,0.3389415740966797,0.3452876806259155,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.4282857179641724,5.656854152679443,160.0,1.4060132503509521,1.4060132503509521,0.3244837937061114,0.30314794182777405,0.021335851878337364,0.30154086808010305,0.46573011091249594,0.29817955376271826,0.4345562587343123,-0.13637670497159404,0.2981795370847775,0,0,disabled,0.0,1,TRACK,rrt_connect,1,1.1007985409814864,1.1007985409814864,9,1,1,0,0,2.189769036906044,0.1266803741455078,0.002525353447134458;0.0033030266614098316;0.00279199748697984;0.0043297162521171145;0.005356280582075134;0.008079781666301163;0.004218482086436973;0.006279402228037749;0.006214224410845686,0.127402663230896;0.12612996995449066;0.12387418001890182;0.12563948333263397;0.12199632078409195;0.12103157490491867;0.12479034811258316;0.12172048538923264;0.12173473089933395,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 6, 'obstacle_clearance': 44, 'obstacle_contact': 6, 'self_collision': 0}",0.0011843611193055642,65,59,nan,nan,1.0,filtered,0,0,1,0,0,0,1,3,0.5,0.5725101651584333,1.4060132503509521,0.0,1.0,0.13160162642534934,0,0,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.759476896621611,0,0,12,joint_0_velocity_lower|joint_1_acceleration_lower|joint_4_velocity_lower|joint_2_velocity_upper|joint_3_velocity_upper|joint_5_acceleration_upper,predictive_link_3,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.13160162642534934,0.8350770255680053,0|0.0536119115|0.369519195|0.514413119|0.521449426|0.495988607,0.390211431|0.279599369|0.135182067|0.131601626|0.135321172|0.165211718,0.561965282|0.451353221|0.306935918|0.303355478|0.307075024|0.336965569,0.510211431|0.399599369|0.255182067|0.251601626|0.255321172|0.285211718,0|0.15|0.15|0.15|0.15|0.15,0|0.0298669822|-0.281512013|-0.333231413|-0.333671615|-0.299930124,0|0|0|0|0|0,1.56084572|1.14826446|0.259216255|0.193175093|0.207613074|0.360916748,optimal,0.43455626588211177,0.4345562587343124,7.147799352402728e-09,0.296221048|-0.568402946|0.387439221,0|0|0,0.012635412975214422,0.002808396937325597,0.0014958640094846487,0.003418145002797246
11,0.6000000000000001,-1.6706219018652657,0.4700797498226166,0.2824557423591614,0.32187432050704956,0.35438162088394165,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.5099668502807617,5.656854152679443,0.0,1.3307687044143677,1.3307687044143677,0.3031479380454238,0.2824557423591614,0.020692195686262405,0.27543977928708896,0.45146668428059594,0.27498474414754287,0.4240286444658541,-0.14904390031831122,0.27498474071658235,0,0,disabled,0.0,1,TRACK,rrt_connect,1,1.1007985409814864,1.1007985409814864,9,1,1,0,0,2.189769036906044,0.1266803741455078,0.002525353447134458;0.0033030266614098316;0.00279199748697984;0.0043297162521171145;0.005356280582075134;0.008079781666301163;0.004218482086436973;0.006279402228037749;0.006214224410845686,0.127402663230896;0.12612996995449066;0.12387418001890182;0.12563948333263397;0.12199632078409195;0.12103157490491867;0.12479034811258316;0.12172048538923264;0.12173473089933395,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 6, 'obstacle_clearance': 44, 'obstacle_contact': 6, 'self_collision': 0}",0.0011843611193055642,65,59,nan,nan,1.0,filtered,0,0,1,0,0,0,1,3,0.5,0.48376197870828186,1.3307687044143677,0.0,1.0,0.1174019165933251,0,0,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.8986483819010478,0,0,12,joint_0_velocity_lower|joint_1_acceleration_lower|joint_4_velocity_lower|joint_2_velocity_upper|joint_3_velocity_upper|joint_5_acceleration_upper,predictive_link_3,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.1174019165933251,0.8161649613871124,9.76366171e-17|0.093536206|0.340494976|0.457239823|0.460158624|0.456272874,0.391157034|0.286956785|0.12428771|0.117401917|0.119824528|0.152601599,0.561965282|0.457765033|0.295095958|0.288210165|0.290632777|0.323409847,0.511157034|0.406956785|0.24428771|0.237401917|0.239824528|0.272601599,0|0|0.15|0.15|0.15|0.15,7.90306656e-17|0.0977017368|-0.274556284|-0.321207877|-0.325920393|-0.280383145,0|0|0|0|0|0,1.56462814|1.24552888|0.222594555|0.148399789|0.153377721|0.330023251,optimal,0.42402865143000185,0.4240286444658541,6.964147758470318e-09,0.296221048|-0.568402946|0.387439221,0|0|0,0.012537659029476345,0.0027457759715616703,0.0017491179751232266,0.003423306974582374
12,0.65,-1.6996317604587217,0.4777446389198303,0.2628592550754547,0.3061895966529846,0.3581860065460205,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.6370705366134644,5.656854152679443,1.066240292857401e-05,1.2803288698196411,1.2803288698196411,0.2824557355037786,0.2628592550754547,0.019596480428323904,0.25589061888944814,0.46217758766286676,0.25576757685758317,0.40676465927193767,-0.1509970824143545,0.25576757064993944,0,0,disabled,0.0,1,TRACK,rrt_connect,1,1.1007985409814864,1.1007985409814864,9,1,1,0,0,2.189769036906044,0.1266803741455078,0.002525353447134458;0.0033030266614098316;0.00279199748697984;0.0043297162521171145;0.005356280582075134;0.008079781666301163;0.004218482086436973;0.006279402228037749;0.006214224410845686,0.127402663230896;0.12612996995449066;0.12387418001890182;0.12563948333263397;0.12199632078409195;0.12103157490491867;0.12479034811258316;0.12172048538923264;0.12173473089933395,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 6, 'obstacle_clearance': 44, 'obstacle_contact': 6, 'self_collision': 0}",0.0011843611193055642,65,59,nan,nan,1.0,filtered,0,0,1,0,0,0,1,3,0.5,0.4053822683109281,1.2803288698196411,0.0,1.0,0.10486116292974851,0,0,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,2.0844532323707625,0,0,12,joint_0_velocity_lower|joint_1_acceleration_lower|joint_4_velocity_lower|joint_2_velocity_upper|joint_3_velocity_upper|joint_5_acceleration_upper,predictive_link_3,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.10486116292974851,0.7967086128354552,0|0.160460979|0.339279914|0.428434656|0.428434656|0.442930977,0.392129852|0.292894264|0.114244883|0.104861163|0.106861163|0.142820499,0.561965282|0.462729695|0.284080314|0.274696594|0.276696594|0.31265593,0.512129852|0.412894264|0.234244883|0.224861163|0.226861163|0.262820499,0|0|0.15|0.15|0.15|0.15,0|0.168937615|-0.254319096|-0.300187201|-0.300187201|-0.244098168,0|0|0|0|0|0,1.56851941|1.34051467|0.202660437|0.119257451|0.127257451|0.327183829,optimal,0.4067646662284309,0.4067646592719376,6.956493270315889e-09,0.296221048|-0.568402946|0.387439221,0|0|0,0.01156872499268502,0.0028415629640221596,0.0013256469974294305,0.003037378075532615
13,0.7000000000000001,-1.7354416010891445,0.4846534729003906,0.2447388917207718,0.29193809628486633,0.3612023890018463,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.5099668502807617,5.656853675842285,226.27415466308594,1.1992919445037842,1.1992919445037842,0.26285925707632546,0.2447388917207718,0.01812036535555367,0.20020748983132236,0.43311904758932906,0.20007920101088136,0.3765928714577164,-0.17651367044683505,0.20007920253387362,0,0,disabled,0.0,1,TRACK,rrt_connect,1,1.1007985409814864,1.1007985409814864,9,1,1,0,0,2.189769036906044,0.1266803741455078,0.002525353447134458;0.0033030266614098316;0.00279199748697984;0.0043297162521171145;0.005356280582075134;0.008079781666301163;0.004218482086436973;0.006279402228037749;0.006214224410845686,0.127402663230896;0.12612996995449066;0.12387418001890182;0.12563948333263397;0.12199632078409195;0.12103157490491867;0.12479034811258316;0.12172048538923264;0.12173473089933395,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 6, 'obstacle_clearance': 44, 'obstacle_contact': 6, 'self_collision': 0}",0.0011843611193055642,65,59,nan,nan,1.0,filtered,0,0,1,0,0,0,1,3,0.5,0.347165820859496,1.1992919445037842,0.0,1.0,0.09554653133751936,0,0,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.9774234722417294,0,0,12,joint_0_velocity_lower|joint_4_velocity_lower|joint_5_acceleration_lower|joint_1_acceleration_upper|joint_2_velocity_upper|joint_3_velocity_upper,predictive_link_3,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.09554653133751936,0.7768077504487986,0|0.225971183|0.360647365|0.427564356|0.427564356|0.453134479,0.393124895|0.30239196|0.109086188|0.0955465313|0.0975465313|0.136887466,0.561965282|0.471232348|0.277926575|0.264386919|0.266386919|0.305727854,0.513124895|0.42239196|0.229086188|0.215546531|0.217546531|0.256887466,0|0|0.15|0.15|0.15|0.15,0|0.110198416|-0.256535466|-0.264403241|-0.264403241|-0.19900684,0|0|0|0|0|0,1.57249958|1.31976626|0.179809286|0.117782884|0.125782884|0.348543026,optimal,0.37659287789850776,0.3765928714577164,6.44079134470843e-09,0.296221048|-0.568402946|0.387439221,0|0|0,0.012400042032822967,0.002731352928094566,0.0013567149871960282,0.0029318230226635933
14,0.75,-1.8210257976772488,0.5039656162261963,0.227878138422966,0.2787529230117798,0.3711082935333252,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3416407108306885,6.928203105926514,79.99999237060547,1.122664451599121,1.122664451599121,0.24473889088322778,0.227878138422966,0.01686075246026178,0.1395020887550883,0.4146227621875289,0.139135453377496,0.3503013545847974,-0.2111659012073014,0.13913545290134746,0,0,disabled,0.0,1,TRACK,rrt_connect,1,1.1007985409814864,1.1007985409814864,9,1,1,0,0,2.189769036906044,0.1266803741455078,0.002525353447134458;0.0033030266614098316;0.00279199748697984;0.0043297162521171145;0.005356280582075134;0.008079781666301163;0.004218482086436973;0.006279402228037749;0.006214224410845686,0.127402663230896;0.12612996995449066;0.12387418001890182;0.12563948333263397;0.12199632078409195;0.12103157490491867;0.12479034811258316;0.12172048538923264;0.12173473089933395,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 6, 'obstacle_clearance': 44, 'obstacle_contact': 6, 'self_collision': 0}",0.0011843611193055642,65,59,nan,nan,1.0,filtered,0,0,1,0,0,0,1,3,0.5,0.29187371448780797,1.122664451599121,0.0,1.0,0.08669979431804928,0,0,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.8322162991929782,0,0,12,joint_0_velocity_lower|joint_3_acceleration_lower|joint_4_velocity_lower|joint_5_acceleration_lower|joint_1_acceleration_upper|joint_2_velocity_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.08669979431804928,0.7568375076796422,0|0.147993811|0.338764948|0.41529628|0.41529628|0.424226881,0.394123407|0.30908707|0.0945259358|0.0866997943|0.0886997943|0.131564244,0.561965282|0.476928945|0.262367811|0.25454167|0.25654167|0.299406119,0.514123407|0.42908707|0.214525936|0.206699794|0.208699794|0.251564244,0|0|0.15|0.15|0.15|0.15,0|0.0501918449|-0.27379894|-0.236990176|-0.236990176|-0.176283521,0|0|0|0|0|0,1.57649363|1.28654012|0.104304804|0.109809001|0.117809001|0.349973454,optimal,0.35030136056445377,0.3503013545847974,5.979656381160936e-09,0.296221048|-0.568402946|0.387439221,0|0|0,0.02166365599259734,0.009098100941628218,0.002041860017925501,0.003692933009006083
15,0.8,-2.078439920786989,0.5682172775268555,0.2117394506931305,0.26537641882896423,0.409716933965683,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1489125490188599,7.999999523162842,79.99999237060547,1.0455467700958252,1.0455467700958252,0.22787814305139192,0.2117394506931305,0.01613869235826143,0.10415108113895519,0.3798838521808265,0.10336993298549693,0.33111393383505044,-0.2277440008495535,0.10336993508504048,0,0,disabled,0.0,1,TRACK,rrt_connect,1,1.1007985409814864,1.1007985409814864,9,1,1,0,0,2.189769036906044,0.1266803741455078,0.002525353447134458;0.0033030266614098316;0.00279199748697984;0.0043297162521171145;0.005356280582075134;0.008079781666301163;0.004218482086436973;0.006279402228037749;0.006214224410845686,0.127402663230896;0.12612996995449066;0.12387418001890182;0.12563948333263397;0.12199632078409195;0.12103157490491867;0.12479034811258316;0.12172048538923264;0.12173473089933395,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 6, 'obstacle_clearance': 44, 'obstacle_contact': 6, 'self_collision': 0}",0.0011843611193055642,65,59,nan,nan,1.0,filtered,0,0,1,0,0,0,1,3,0.5,0.23734498720701905,1.0455467700958252,0.0,1.0,0.07797519795312305,0,0,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.6439952009542742,0,0,12,joint_0_velocity_lower|joint_2_acceleration_lower|joint_3_acceleration_lower|joint_4_velocity_lower|joint_5_acceleration_lower|joint_1_acceleration_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.07797519795312305,0.7387017548534176,9.71577231e-18|0.0763480521|0.354323035|0.42097713|0.42097713|0.406248342,0.395030194|0.31266237|0.0790509012|0.077975198|0.0801192134|0.125196839,0.561965282|0.479597458|0.245985989|0.244910286|0.247054301|0.292131927,0.515030194|0.43266237|0.199050901|0.197975198|0.200119213|0.245196839,0|0|0.15|0.15|0.15|0.15,3.64585529e-18|-0.0114819844|-0.289794208|-0.241632234|-0.235659723|-0.19438215,0|0|0|0|0|0,1.58012078|1.2391675|0.0264093962|0.0702685577|0.0848171302|0.306405206,optimal,0.33111393987116694,0.33111393383505044,6.036116495522492e-09,0.296221048|-0.568402946|0.387439221,0|0|0,0.014421166037209332,0.0038113569607958198,0.0012678339844569564,0.002902673091739416
16,0.8500000000000001,-2.0303811295527034,0.5542398691177368,0.1967833936214447,0.2535112500190735,0.40195634961128235,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1947671175003052,7.199494361877441,255.73001098632812,1.034414291381836,1.034414291381836,0.21173945038390315,0.1967833936214447,0.014956056762458453,0.09156736864647816,0.3683902420847162,0.08999567066778547,0.3102342674730894,-0.22023859680530394,0.08999567053635449,0,0,disabled,0.0,1,TRACK,rrt_connect,1,1.1007985409814864,1.1007985409814864,9,1,1,0,0,2.189769036906044,0.1266803741455078,0.002525353447134458;0.0033030266614098316;0.00279199748697984;0.0043297162521171145;0.005356280582075134;0.008079781666301163;0.004218482086436973;0.006279402228037749;0.006214224410845686,0.127402663230896;0.12612996995449066;0.12387418001890182;0.12563948333263397;0.12199632078409195;0.12103157490491867;0.12479034811258316;0.12172048538923264;0.12173473089933395,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 6, 'obstacle_clearance': 44, 'obstacle_contact': 6, 'self_collision': 0}",0.0011843611193055642,65,59,nan,nan,1.0,filtered,0,0,1,0,0,0,1,3,0.5,0.13001827243526567,1.034414291381836,0.0,1.0,0.06080292358964251,0,0,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.7354118185093035,0,1,12,predictive_link_2|joint_0_velocity_lower|joint_1_acceleration_lower|joint_3_acceleration_lower|joint_4_velocity_lower|joint_5_acceleration_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.06080292358964251,0.7297465275519197,0|0.0264519077|0.354753842|0.395583864|0.395583864|0.373647524,0.395477956|0.310979853|0.0608029236|0.0623579048|0.0653355565|0.110368118,0.561965282|0.477467179|0.22729025|0.228845231|0.231822883|0.276855444,0.515477956|0.430979853|0.180802924|0.182357905|0.185335556|0.230368118,0|0.15|0.15|0.15|0.15|0.15,0|0.0554315298|-0.243211689|-0.219870504|-0.211593327|-0.16358229,0|0|0|0|0|0,1.58191182|1.29935094|5.66304051e-09|0.0295611155|0.0497488987|0.277890181,optimal,0.3102342736925967,0.3102342674730894,6.219507298066418e-09,0.296221048|-0.568402946|0.387439221,0|0|0,0.013462485978379846,0.0030709069687873125,0.0015005150344222784,0.0037815700052306056
17,0.9,-2.2193269109943086,0.6032036542892456,0.18212519586086273,0.24125702679157257,0.4325892925262451,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1115633249282837,6.340882778167725,203.68739318847656,1.0270601511001587,1.0270601511001587,0.1967833937352657,0.18212519586086273,0.014658197874402978,0.07881232142385595,0.33830017265371914,0.07626605010377757,0.30098427822970863,-0.22471822812593106,0.07626605014789044,0,0,disabled,0.0,1,TRACK,rrt_connect,1,1.1007985409814864,1.1007985409814864,9,1,1,0,0,2.189769036906044,0.1266803741455078,0.002525353447134458;0.0033030266614098316;0.00279199748697984;0.0043297162521171145;0.005356280582075134;0.008079781666301163;0.004218482086436973;0.006279402228037749;0.006214224410845686,0.127402663230896;0.12612996995449066;0.12387418001890182;0.12563948333263397;0.12199632078409195;0.12103157490491867;0.12479034811258316;0.12172048538923264;0.12173473089933395,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 6, 'obstacle_clearance': 44, 'obstacle_contact': 6, 'self_collision': 0}",0.0011843611193055642,65,59,nan,nan,1.0,filtered,0,0,1,0,0,0,1,3,0.5,0.10076858233976832,1.0270601511001587,0.0,1.0,0.05612297317436293,0,0,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.6197183136753586,0,2,12,predictive_link_2|predictive_link_3|joint_0_velocity_lower|joint_3_acceleration_lower|joint_4_velocity_lower|joint_5_acceleration_lower,predictive_link_3,,,0,0,0,optimal,goal_velocity_linprog,2.7755575615628914e-17,valid,0.05612297317436293,0.719803261954599,0|0.0747086232|0.330000221|0.368232701|0.369354223|0.362751609,0.395975119|0.315861981|0.0570490768|0.0561229732|0.0586951553|0.107388751,0.561965282|0.481852144|0.22303924|0.222113136|0.224685318|0.273378914,0.515975119|0.435861981|0.177049077|0.176122973|0.178695155|0.227388751,0|0|0.15|0.15|0.15|0.15,0|0.0563137151|-0.228196303|-0.224491889|-0.222818681|-0.179550565,0|0|0|0|0|0,1.58390048|1.31976164|3.95256039e-09|3.65008987e-09|0.0119619407|0.250004439,optimal,0.30098428326354976,0.30098427822970863,5.033841121715454e-09,0.296221048|-0.568402946|0.387439221,0|0|0,0.01291086501441896,0.0026546260342001915,0.0015199240297079086,0.004592714016325772
18,0.9500000000000001,-2.069950863919434,0.5574196577072144,0.16978175938129425,0.23197869956493378,0.40851032733917236,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.271960973739624,6.929933547973633,177.05653381347656,1.0164231061935425,1.0164231061935425,0.18212519221929302,0.16978175938129425,0.012343432837998769,0.06766324090346927,0.3557146769136425,0.0637344125485659,0.2632596925887192,-0.19952528004015327,0.06373441127420458,0,0,disabled,0.0,1,TRACK,rrt_connect,1,1.1007985409814864,1.1007985409814864,9,1,1,0,0,2.189769036906044,0.1266803741455078,0.002525353447134458;0.0033030266614098316;0.00279199748697984;0.0043297162521171145;0.005356280582075134;0.008079781666301163;0.004218482086436973;0.006279402228037749;0.006214224410845686,0.127402663230896;0.12612996995449066;0.12387418001890182;0.12563948333263397;0.12199632078409195;0.12103157490491867;0.12479034811258316;0.12172048538923264;0.12173473089933395,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 6, 'obstacle_clearance': 44, 'obstacle_contact': 6, 'self_collision': 0}",0.0011843611193055642,65,59,nan,nan,1.0,filtered,0,0,1,0,0,0,1,3,0.5,0.011875822677718953,1.0164231061935425,0.0,1.0,0.04190013162843503,0,0,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.6445658573842483,0,1,12,predictive_link_3|joint_0_velocity_lower|joint_1_acceleration_lower|joint_4_velocity_lower|joint_5_acceleration_lower|joint_2_acceleration_upper,predictive_link_3,,,0,0,0,optimal,goal_velocity_linprog,2.7755575615628914e-17,valid,0.04190013162843503,0.7134642340995321,0|0.0719519953|0.30535792|0.331975752|0.332851188|0.334113325,0.39629207|0.319041596|0.0467177038|0.0419001316|0.044123425|0.094010302,0.561965282|0.484714807|0.212390915|0.207573343|0.209796637|0.259683514,0.51629207|0.439041596|0.166717704|0.161900132|0.164123425|0.214010302,0|0|0.15|0.15|0.15|0.15,0|0.124004603|-0.162740972|-0.167600523|-0.167857136|-0.108812955,0|0|0|0|0|0,1.58516828|1.40017099|0.0241298427|3.01440273e-09|0.00863656347|0.267228253,optimal,0.2632596971724976,0.2632596925887192,4.583778412392547e-09,0.296221048|-0.568402946|0.387439221,0|0|0,0.012203365098685026,0.0026472070021554828,0.0013483400689437985,0.0038171549094840884
19,1.0,-2.3282825607341717,0.6240938305854797,0.15737619996070862,0.2218397706747055,0.44984760880470276,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1707090139389038,7.531779766082764,276.5118408203125,1.0010316371917725,1.0010316371917725,0.16978175696758532,0.15737619996070862,0.012405557006876705,0.0554620664750671,0.33289773184382976,0.05072965239624233,0.2600910029229427,-0.20936135052670035,0.050729651675042266,0,0,disabled,0.0,1,TRACK,rrt_connect,1,1.1007985409814864,1.1007985409814864,9,1,1,0,0,2.189769036906044,0.1266803741455078,0.002525353447134458;0.0033030266614098316;0.00279199748697984;0.0043297162521171145;0.005356280582075134;0.008079781666301163;0.004218482086436973;0.006279402228037749;0.006214224410845686,0.127402663230896;0.12612996995449066;0.12387418001890182;0.12563948333263397;0.12199632078409195;0.12103157490491867;0.12479034811258316;0.12172048538923264;0.12173473089933395,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 6, 'obstacle_clearance': 44, 'obstacle_contact': 6, 'self_collision': 0}",0.0011843611193055642,65,59,nan,nan,1.0,filtered,0,0,1,0,0,0,1,3,0.5,0.02707137091556553,1.0010316371917725,0.0,1.0,0.044331419346490486,0,0,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.6716219144386375,0,1,12,predictive_link_3|joint_0_velocity_lower|joint_3_acceleration_lower|joint_4_velocity_lower|joint_1_acceleration_upper|joint_5_acceleration_upper,predictive_link_3,,,0,0,0,optimal,goal_velocity_linprog,2.7755575615628914e-17,valid,0.044331419346490486,0.7032304068916131,8.01188089e-17|0.135159116|0.31927076|0.347145339|0.347734938|0.350091873,0.396803762|0.325755382|0.050316472|0.0443314193|0.0463787809|0.100872782,0.561965282|0.490916903|0.215477992|0.20949294|0.211540301|0.266034302,0.516803762|0.445755382|0.170316472|0.164331419|0.166378781|0.220872782,0|0|0.15|0.15|0.15|0.15,7.25647463e-17|0.0591756866|-0.180110326|-0.177325667|-0.176708514|-0.129419099,0|0|0|0|0|0,1.58721505|1.36219722|0.0211555625|1.02569719e-08|0.00880660957|0.274072027,optimal,0.2600910114865415,0.26009100292294274,8.563598774546932e-09,0.296221048|-0.568402946|0.387439221,0|0|0,0.013255172991193831,0.003288657055236399,0.0014710690593346953,0.0035117410589009523
