step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
30,1.55,-1.9232451734408262,0.5021654963493347,0.07980312407016754,0.17397309839725494,0.3480091094970703,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1068485975265503,6.943880081176758,165.6428985595703,0.7438064813613892,0.7438064813613892,0.08552398959974038,0.07980312407016754,0.0057208655295728356,0.28414082031872656,0.23584835869366014,0.28412640004014317,0.13088996395656619,0.15323643608357698,0.284126389485133,0,0,disabled,0.0,1,SERVO,direct_path,0,0.3837949759326875,1.484593516914174,6,1,1,1,0,1.1044516219859029,0.1294211894273758,0.004471690251292558;0.005349900872592461;0.005520176563871639;0.006687367398419918;0.01010370361595177;0.0032827761032221286,0.1294211894273758;0.12589934468269348;0.1234898492693901;0.12142816931009293;0.12242280691862106;0.1281890869140625,128,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 10, 'obstacle_clearance': 95, 'obstacle_contact': 10, 'self_collision': 0}",0.0002523329497236083,130,120,nan,nan,1.0,filtered,3,0,2,1,11,1,1,2,1.0,0.0,0.7438064813613892,0.0,1.0,0.006709154320533761,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.1741252164502038,0,1,12,predictive_link_3|joint_3_velocity_lower|joint_4_velocity_lower|joint_5_acceleration_lower|joint_1_acceleration_upper|joint_2_acceleration_upper,predictive_link_3,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.006709154320533761,0.727703657804679,2.94652806e-18|0.0233112959|0.0911496546|0.0762824583|0.0762824583|0.111583749,0.395580099|0.366989557|0.0593074034|0.00670915432|0.00870915432|0.0276803894,0.561965282|0.53337474|0.225692586|0.173094337|0.175094337|0.194065572,0.515580099|0.486989557|0.179307403|0.126709154|0.128709154|0.147680389,0|0.15|0.15|0.15|0.15|0.15,-1.58689526e-18|-0.069850884|-0.0760089131|-0.0268366147|-0.0268366147|-0.0478268427,0|0|0|0|0|0,1.5823204|1.39810734|0.161220701|2.61680727e-09|0.00800000262|0.0628947149,optimal,0.13088996822752572,0.13088996395656619,4.270959530483509e-09,0.296221048|-0.568402946|0.387439221,0|0|0,0.014956491999328136,0.003852008027024567,0.0018892210209742188,0.004571844940073788
31,1.6,-2.1083231524067365,0.5432202816009521,0.07529083639383316,0.17213280498981476,0.3998415470123291,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.234429121017456,7.297796726226807,164.1178436279297,0.45596012473106384,0.45596012473106384,0.07980312416216359,0.07529083639383316,0.004512287768330431,0.1731741439118734,0.3860206291012497,0.17316743807951424,0.1413787588120383,0.031788679267475944,0.17316743827913952,0,0,disabled,0.0,1,SERVO,direct_path,0,0.3837949759326875,1.484593516914174,6,1,1,1,0,1.1044516219859029,0.1294211894273758,0.004471690251292558;0.005349900872592461;0.005520176563871639;0.006687367398419918;0.01010370361595177;0.0032827761032221286,0.1294211894273758;0.12589934468269348;0.1234898492693901;0.12142816931009293;0.12242280691862106;0.1281890869140625,128,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 10, 'obstacle_clearance': 95, 'obstacle_contact': 10, 'self_collision': 0}",0.0002523329497236083,130,120,nan,nan,1.0,filtered,4,0,2,1,12,1,1,2,1.0,0.0,0.45596012473106384,0.0,1.0,0.006650879273081112,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.2105988313737366,0,1,12,predictive_link_3|joint_3_velocity_lower|joint_4_velocity_lower|joint_1_acceleration_upper|joint_2_acceleration_upper|joint_5_acceleration_upper,predictive_link_3,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.006650879273081112,0.7270948519894779,0|0.0730569424|0.241887402|0.238932684|0.238932684|0.23185458,0.39561054|0.35615288|0.048591212|0.00665087927|0.00865087927|0.0324749697,0.561965282|0.522507623|0.214945955|0.173005622|0.175005622|0.198829712,0.51561054|0.47615288|0.168591212|0.126650879|0.128650879|0.15247497,0|0.15|0.15|0.0988827128|0.0988827128|0.15,0|-0.120927764|-0.120023549|-0.0266035119|-0.0266035119|0.011712383,0|0|0|0|0|0,1.58244216|1.30368376|0.0743412989|5.1912904e-09|0.00800000519|0.141612262,optimal,0.14137876482520426,0.1413787588120383,6.013165965157441e-09,0.296221048|-0.568402946|0.387439221,0|0|0,0.014480042969807982,0.003704595030285418,0.0018786550499498844,0.004317766986787319
32,1.6500000000000001,-2.0283129071538415,0.5150843262672424,0.07265841960906982,0.17084901034832,0.3585437536239624,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.108386516571045,6.92864465713501,281.15673828125,0.42340925335884094,0.42340925335884094,0.07529084046980261,0.07265841960906982,0.002632420860732787,0.164322895827991,0.23884176351598776,0.16431396659848663,0.07283124201430685,0.09148272458417978,0.16431397549384147,0,0,disabled,0.0,1,SERVO,direct_path,0,0.3837949759326875,1.484593516914174,6,1,1,1,0,1.1044516219859029,0.1294211894273758,0.004471690251292558;0.005349900872592461;0.005520176563871639;0.006687367398419918;0.01010370361595177;0.0032827761032221286,0.1294211894273758;0.12589934468269348;0.1234898492693901;0.12142816931009293;0.12242280691862106;0.1281890869140625,128,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 10, 'obstacle_clearance': 95, 'obstacle_contact': 10, 'self_collision': 0}",0.0002523329497236083,130,120,nan,nan,1.0,filtered,5,0,2,1,13,1,1,2,1.0,0.0,0.42340925335884094,0.0,1.0,0.0057896198713355,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.1186768911716234,0,1,12,predictive_link_3|joint_1_acceleration_lower|joint_2_acceleration_lower|joint_3_velocity_lower|joint_4_velocity_lower|joint_5_acceleration_lower,predictive_link_3,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.0057896198713355,0.7224213291531993,0|0.129918565|0.393681125|0.41124304|0.41124304|0.380073135,0.395844216|0.341817099|0.0373284481|0.00578961987|0.00778961987|0.0366782558,0.561965282|0.507938165|0.203449515|0.171910686|0.173910686|0.202799322,0.515844216|0.461817099|0.157328448|0.12578962|0.12778962|0.156678256,0|0.15|0.15|0.0274585447|0.0274585447|0,0|-0.0772138874|-0.0387687721|-0.0231584772|-0.0231584772|-0.0438503517,0|0|0|0|0|0,1.58337686|1.29005451|0.11054502|2.32495155e-09|0.00800000232|0.102862672,optimal,0.07283124612423786,0.07283124201430685,4.109931006635037e-09,0.296221048|-0.568402946|0.387439221,0|0|0,0.015317082987166941,0.003999756998382509,0.0019553930032998323,0.004381477949209511
33,1.7000000000000002,-2.1560385013437617,0.5510029196739197,0.06918307393789291,0.16984857618808746,0.3905240297317505,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0043866634368896,7.0784525871276855,162.33741760253906,0.395166277885437,0.395166277885437,0.07265841843850318,0.06918307393789291,0.003475344500610267,0.1593757414442432,0.1125067779062582,0.1593648294564732,0.07260293371901813,0.08676189573745507,0.15936482688901915,0,0,disabled,0.0,1,SERVO,direct_path,0,0.3837949759326875,1.484593516914174,6,1,1,1,0,1.1044516219859029,0.1294211894273758,0.004471690251292558;0.005349900872592461;0.005520176563871639;0.006687367398419918;0.01010370361595177;0.0032827761032221286,0.1294211894273758;0.12589934468269348;0.1234898492693901;0.12142816931009293;0.12242280691862106;0.1281890869140625,128,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 10, 'obstacle_clearance': 95, 'obstacle_contact': 10, 'self_collision': 0}",0.0002523329497236083,130,120,nan,nan,1.0,filtered,6,0,2,1,14,1,1,2,1.0,0.0,0.395166277885437,0.0,1.0,0.003943186584572364,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.027624686861326,0,1,12,predictive_link_3|joint_1_acceleration_lower|joint_2_acceleration_lower|joint_3_velocity_lower|joint_4_velocity_lower|joint_5_acceleration_upper,predictive_link_3,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.003943186584572364,0.7232019750500756,4.91138747e-18|0.0808362548|0.240285703|0.237641366|0.237641366|0.234512173,0.395805183|0.345038028|0.0390874205|0.00394318658|0.00594318658|0.0323446472,0.561965282|0.511198127|0.205247519|0.170103285|0.172103285|0.198504746,0.515805183|0.465038028|0.159087421|0.123943187|0.125943187|0.152344647,0|0.15|0.15|0.086828821|0.086828821|0.15,-1.11434048e-19|-0.0266145048|-0.00272786336|-0.0157727462|-0.0157727462|-0.0659097974,0|0|0|0|0|0,1.58322073|1.35353761|0.153621819|1.81489483e-10|0.00800000018|0.0634687913,optimal,0.0726029347650149,0.07260293371901815,1.0459967614284693e-09,0.296221048|-0.568402946|0.387439221,0|0|0,0.01636385906022042,0.0041709860088303685,0.0020428859861567616,0.0047912789741531014
34,1.75,-2.2650568632801136,0.5805913805961609,0.06523291021585464,0.16976626217365265,0.4115726947784424,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.8903499245643616,7.268852710723877,89.95431518554688,0.3697102963924408,0.3697102963924408,0.0691830710293818,0.06523291021585464,0.0039501608135271565,0.15235852784529388,0.08769505108083207,0.15234880900209366,0.0796769484693396,0.07267186053275405,0.1523488025972293,0,0,disabled,0.0,1,SERVO,direct_path,0,0.3837949759326875,1.484593516914174,6,1,1,1,0,1.1044516219859029,0.1294211894273758,0.004471690251292558;0.005349900872592461;0.005520176563871639;0.006687367398419918;0.01010370361595177;0.0032827761032221286,0.1294211894273758;0.12589934468269348;0.1234898492693901;0.12142816931009293;0.12242280691862106;0.1281890869140625,128,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 10, 'obstacle_clearance': 95, 'obstacle_contact': 10, 'self_collision': 0}",0.0002523329497236083,130,120,nan,nan,1.0,filtered,7,0,2,1,15,1,1,2,1.0,0.0,0.3697102963924408,0.0,1.0,0.0009548497742796896,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,0.9347414731663054,0,2,12,predictive_link_3|predictive_link_5|joint_1_acceleration_lower|joint_4_velocity_lower|joint_3_acceleration_upper|joint_5_acceleration_upper,predictive_link_3,,,0,0,0,optimal,goal_velocity_linprog,8.673617379884035e-19,valid,0.0009548497742796896,0.7264864987427334,0|0.0271310136|0.0872895466|0.0678615214|0.0678615214|0.109302764,0.395640957|0.351406979|0.0449778387|0.000954849774|0.00295484977|0.0199951097,0.561965282|0.517731304|0.211302164|0.167279175|0.169279175|0.186319435,0.515640957|0.471406979|0.164977839|0.12095485|0.12295485|0.13999511,0|0.15|0.15|0.15|0.15|0.15,0|0.027431515|0.0386246806|-0.00381939967|-0.00381939967|-0.0799804396,0|0|0|0|0|0,1.58256383|1.43305943|0.218536035|-5.76786606e-10|0.00799999942|-6.96672151e-10,optimal,0.07967694808346676,0.0796769484693396,-3.858728475636397e-10,0.296221048|-0.568402946|0.387439221,0|0|0,0.013436322915367782,0.0037377570988610387,0.0016993050230666995,0.0033215510193258524
35,1.8,-2.1427949256044725,0.5485472083091736,0.06158104166388512,0.16958437860012054,0.3882986903190613,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.658930778503418,8.219048500061035,189.7941131591797,0.3529858887195587,0.3529858887195587,0.06523290969309066,0.06158104166388512,0.0036518680292055433,0.14395681572885222,0.14666837467524155,0.14394894064062724,0.08006735174112294,0.06388158889950431,0.14394893948704812,0,0,disabled,0.0,1,SERVO,direct_path,0,0.3837949759326875,1.484593516914174,6,1,1,1,0,1.1044516219859029,0.1294211894273758,0.004471690251292558;0.005349900872592461;0.005520176563871639;0.006687367398419918;0.01010370361595177;0.0032827761032221286,0.1294211894273758;0.12589934468269348;0.1234898492693901;0.12142816931009293;0.12242280691862106;0.1281890869140625,128,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 10, 'obstacle_clearance': 95, 'obstacle_contact': 10, 'self_collision': 0}",0.0002523329497236083,130,120,nan,nan,1.0,filtered,8,0,2,1,16,1,1,2,1.0,0.0,0.3529858887195587,0.0,1.0,0.0033421439463611896,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,0.7361372745598256,0,2,12,predictive_link_5|workspace_x_lower|joint_1_acceleration_lower|joint_5_acceleration_lower|joint_3_acceleration_upper|joint_4_acceleration_upper,predictive_link_5,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.0033421439463611896,0.7283667151257257,0|0.0273058428|0.0468295194|0.066048765|0.066048765|0.0896645541,0.395546946|0.356642824|0.0480204308|0.00334214395|0.00534214395|0.0151962497,0.561965282|0.52306116|0.214438767|0.16976048|0.17176048|0.181614585,0.515546946|0.476642824|0.168020431|0.123342144|0.125342144|0.13519625,0|0|0|0.0274347424|0.0274347424|0.15,0|0.0810521608|0.0627777635|-0.00576556727|-0.00576556727|-0.0607850012,0|0|0|0|0|0,1.58218779|1.50762346|0.254859487|0.00760300852|0.0156030085|-2.60713461e-09,optimal,0.08006734969642881,0.08006735174112294,-2.044694122349533e-09,0.296221048|-0.568402946|0.387439221,0|0|0,0.010950642987154424,0.002840101020410657,0.0012792390771210194,0.0034975659800693393
36,1.85,-2.255715869904508,0.5701698660850525,0.05943571776151657,0.1707436889410019,0.4130178689956665,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.7508193254470825,8.116049766540527,122.14539337158203,0.3473671078681946,0.3473671078681946,0.061581041803875664,0.05943571776151657,0.0021453240423590925,0.1359001820147025,0.29189432272486265,0.1358935750669974,0.07957822519507574,0.05631534987192166,0.13589357537592062,0,0,disabled,0.0,1,SERVO,direct_path,0,0.3837949759326875,1.484593516914174,6,1,1,1,0,1.1044516219859029,0.1294211894273758,0.004471690251292558;0.005349900872592461;0.005520176563871639;0.006687367398419918;0.01010370361595177;0.0032827761032221286,0.1294211894273758;0.12589934468269348;0.1234898492693901;0.12142816931009293;0.12242280691862106;0.1281890869140625,128,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 10, 'obstacle_clearance': 95, 'obstacle_contact': 10, 'self_collision': 0}",0.0002523329497236083,130,120,nan,nan,1.0,filtered,9,0,2,1,17,1,1,2,1.0,0.0,0.3473671078681946,0.0,1.0,0.0031399655207038496,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,0.8425169651899481,0,2,12,predictive_link_5|workspace_x_lower|joint_1_acceleration_lower|joint_2_acceleration_lower|joint_5_acceleration_lower|joint_3_acceleration_upper,workspace_x_lower,,,0,0,0,optimal,goal_velocity_linprog,6.938893903907228e-18,valid,0.0031399655207038496,0.728869861118272,1.60608666e-18|0.0785587081|0.132472241|0.151665658|0.151665658|0.148465746,0.395521789|0.36058131|0.051202958|0.00313996552|0.00513996552|0.0156738773,0.561965282|0.527024803|0.217646451|0.169583459|0.171583459|0.18211737,0.515521789|0.48058131|0.171202958|0.123139966|0.125139966|0.135673877,0|0|0|0.00476934503|0.00476934503|0.15,2.29501146e-19|0.129969091|0.11844342|0.0127210337|0.0127210337|-0.0626955093,0|0|0|0|0|0,1.58208716|1.57229433|0.323255252|0.0252808957|0.0332808957|-1.42750034e-10,optimal,0.07957822556559867,0.07957822519507576,3.705229040251723e-10,0.296221048|-0.568402946|0.387439221,0|0|0,0.010760104050859809,0.0029608920449391007,0.0013142190873622894,0.0032277239952236414
37,1.9000000000000001,-2.5086341896147157,0.6302937269210815,0.05799247696995735,0.17140604555606842,0.4512161314487457,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.8075915575027466,8.192289352416992,314.23101806640625,0.35391566157341003,0.35391566157341003,0.05943571737169962,0.05799247696995735,0.0014432404017422698,0.1309161989951751,0.20096601481627788,0.13091180481579767,0.049052865779933376,0.0818589390358643,0.13091180395719546,0,0,disabled,0.0,1,SERVO,direct_path,0,0.3837949759326875,1.484593516914174,6,1,1,1,0,1.1044516219859029,0.1294211894273758,0.004471690251292558;0.005349900872592461;0.005520176563871639;0.006687367398419918;0.01010370361595177;0.0032827761032221286,0.1294211894273758;0.12589934468269348;0.1234898492693901;0.12142816931009293;0.12242280691862106;0.1281890869140625,128,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 10, 'obstacle_clearance': 95, 'obstacle_contact': 10, 'self_collision': 0}",0.0002523329497236083,130,120,nan,nan,1.0,filtered,10,0,2,1,18,1,1,2,1.0,0.0,0.35391566157341003,0.0,1.0,0.004092672269996947,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,0.8874848337220397,0,2,12,predictive_link_5|workspace_x_lower|joint_3_acceleration_lower|joint_4_acceleration_lower|joint_1_acceleration_upper|joint_5_acceleration_upper,predictive_link_5,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.004092672269996947,0.7330201553611423,0|0.12266639|0.277065775|0.31345022|0.312700636|0.295517559,0.395314274|0.366559632|0.0571841767|0.00409267227|0.0060805728|0.0142231699,0.561965282|0.53321064|0.223835184|0.17074368|0.172731581|0.180874178,0.515314274|0.486559632|0.177184177|0.124092672|0.126080573|0.13422317,0|0|0|0|0|0.15,0|0.0732802719|0.0777818835|0.00732706684|0.00427448116|-0.0568926779,0|0|0|0|0|0,1.5812571|1.5395188|0.30651859|0.0236977559|0.0285967724|1.80475039e-09,optimal,0.04905286785173904,0.049052865779933376,2.0718056645274707e-09,0.296221048|-0.568402946|0.387439221,0|0|0,0.013584806001745164,0.0030467549804598093,0.002067897003144026,0.003916847053915262
38,1.9500000000000002,-1.969402985423626,0.49324119091033936,0.05707526206970215,0.17217878997325897,0.3386256694793701,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.6330069899559021,8.020547866821289,180.03160095214844,0.35042804479599,0.35042804479599,0.057992478618428225,0.05707526206970215,0.0009172165487260769,0.127762721487248,0.04548170270455105,0.12775866027749871,0.02159871352780452,0.1061599467496942,0.12775866390911508,0,0,disabled,0.0,1,SERVO,direct_path,0,0.3837949759326875,1.484593516914174,6,1,1,1,0,1.1044516219859029,0.1294211894273758,0.004471690251292558;0.005349900872592461;0.005520176563871639;0.006687367398419918;0.01010370361595177;0.0032827761032221286,0.1294211894273758;0.12589934468269348;0.1234898492693901;0.12142816931009293;0.12242280691862106;0.1281890869140625,128,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 10, 'obstacle_clearance': 95, 'obstacle_contact': 10, 'self_collision': 0}",0.0002523329497236083,130,120,nan,nan,1.0,filtered,11,0,2,1,19,1,1,2,1.0,0.0,0.35042804479599,0.0,1.0,0.004561714587939178,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,0.7373342795291628,0,2,12,predictive_link_5|workspace_x_lower|joint_1_acceleration_upper|joint_2_acceleration_upper|joint_4_acceleration_upper|joint_5_acceleration_upper,predictive_link_5,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.004561714587939178,0.736886483415879,9.39407311e-19|0.0706463104|0.16208616|0.197162051|0.196747101|0.204449557,0.395120958|0.370013792|0.0610832632|0.00456171459|0.00582719852|0.00596877278,0.561965282|0.536858116|0.227927587|0.171406039|0.172671523|0.172813097,0.515120958|0.490013792|0.181083263|0.124561715|0.125827199|0.125968773,0|0|0|0|0.0408490838|0.15,1.4056457e-18|0.0235945663|0.0329619527|0.0137292503|0.00297219668|-0.0238750904,0|0|0|0|0|0,1.58048383|1.50364973|0.277295005|0.0319761087|0.0262809907|7.47774259e-10,optimal,0.021598713475558234,0.021598713527804528,-5.2246294096613966e-11,0.296221048|-0.568402946|0.387439221,0|0|0,0.015051168971695006,0.004118097014725208,0.0012938689906150103,0.004509221995249391
39,2.0,17.88103858961756,0.5437777042388916,0.05323386192321777,0.17157061398029327,0.3785311281681061,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,1,0.9056246280670166,8.560436248779297,237.5347900390625,0.34749650955200195,0.34749650955200195,0.05707526213040768,0.05323386192321777,0.003841400207189906,0.12577456245697136,0.11573217667665338,0.12577040220887017,0.08274098466113668,0.0430294175477335,0.1257704023426402,0,0,disabled,0.0,1,SERVO,direct_path,0,0.3837949759326875,1.484593516914174,6,1,1,1,0,1.1044516219859029,0.1294211894273758,0.004471690251292558;0.005349900872592461;0.005520176563871639;0.006687367398419918;0.01010370361595177;0.0032827761032221286,0.1294211894273758;0.12589934468269348;0.1234898492693901;0.12142816931009293;0.12242280691862106;0.1281890869140625,128,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 10, 'obstacle_clearance': 95, 'obstacle_contact': 10, 'self_collision': 0}",0.0002523329497236083,130,120,nan,nan,1.0,filtered,12,0,2,1,20,1,1,2,1.0,0.0,0.34749650955200195,0.0,1.0,0.00532310985503176,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,0.9383403371113219,0,2,12,predictive_link_5|workspace_x_lower|joint_3_acceleration_lower|joint_4_acceleration_lower|joint_5_acceleration_lower|joint_1_acceleration_upper,predictive_link_5,,,0,0,0,optimal,goal_velocity_linprog,6.938893903907228e-18,valid,0.00532310985503176,0.7371139411326498,4.24058066e-19|0.0233198008|0.042749502|0.03150215|0.0308009474|0.0458093993,0.395109585|0.371274817|0.0628546838|0.00532310986|0.00610076179|0.0106342268,0.561965282|0.538130514|0.229710381|0.172178807|0.172956459|0.177489924,0.515109585|0.491274817|0.182854684|0.12532311|0.126100762|0.130634227,0|0|0|0|0|0.15,6.5456404e-19|-0.0226559981|-0.0260933454|-0.0154259696|-0.02413617|-0.0425369063,0|0|0|0|0|0,1.58043834|1.46244327|0.22532539|0.00586646987|0.000266877136|9.03384749e-10,optimal,0.08274098545403075,0.08274098466113666,7.928940837231835e-10,0.296221048|-0.568402946|0.387439221,0|0|0,0.01123693201225251,0.002740926924161613,0.0012849949998781085,0.003416317980736494
