step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
12,0.65,-0.36026362098062414,0.1263047307729721,0.4969329535961151,0.3196788430213928,0.10962700098752975,0.35,3,0,0,0,0.9920729398727417,0.909304141998291,34.21535873413086,0.9920730590820312,1.0,0.14009006666977453,0,0,0,0,0.08561910235296297,0.0,filtered,2.174693214127234e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.14009006666977453,0.561655875|0.576655875|0.325432694|0.140090067|0.142090067|0.178863188,0.711655875|0.726655875|0.475432694|0.290090067|0.292090067|0.328863188,0.681655875|0.696655875|0.445432694|0.260090067|0.262090067|0.298863188,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0885408504|0.329306511|0.329306511|0.333888009,-0.10205479|0|-0.118511634|-0.129225776|-0.129225776|-0.118125106,2.14456871|2.3066235|1.27175999|0.760441001|0.768441001|0.931215656,0.576833844|0.413476676|0.595911801,-0.0356687307|-0.125761181|-0.0347223654,0.003618772141635418,0.0010577253997325897,0.0009732302278280258,0.0015243496745824814
13,0.7000000000000001,-0.32659773876358095,0.11725229024887085,0.48267194628715515,0.3298909664154053,0.1019020676612854,0.35,3,0,0,0,0.9950289130210876,0.995814323425293,14.146044731140137,0.9950289130210876,1.0,0.15021151423612988,0,0,0,0,0.08561910235296297,0.0,passthrough,5.289855970914401e-12,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.15021151423612988,0.556564966|0.571564966|0.323984298|0.150211514|0.152211514|0.189759893,0.706564966|0.721564966|0.473984298|0.300211514|0.302211514|0.339759893,0.676564966|0.691564966|0.443984298|0.270211514|0.272211514|0.309759893,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.088106483|0.330643243|0.330643243|0.334331507,-0.101590782|0|-0.118450176|-0.129520185|-0.129520185|-0.118572172,2.12466908|2.28625987|1.2655935|0.801969115|0.809969115|0.974798905,0.575050712|0.407188505|0.594175875,-0.0356687307|-0.125761181|-0.0347223654,0.0036095259711146355,0.0010388651862740517,0.0009988602250814438,0.001505320891737938
14,0.75,-0.29661325348345624,0.10872850567102432,0.46869486570358276,0.34039056301116943,0.09461622685194016,0.35,3,0,0,0,0.9946918487548828,1.1065443754196167,14.599541664123535,0.9946918487548828,1.0,0.16038484681464016,0,0,0,0,0.08561910235296297,0.0,passthrough,8.42300185729841e-12,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.16038484681464016,0.551497468|0.566497418|0.322520913|0.160384847|0.162384847|0.200673202,0.701497468|0.716497418|0.472520913|0.310384847|0.312384847|0.350673202,0.671497468|0.686497418|0.442520913|0.280384847|0.282384847|0.320673202,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.086363188|0.336943106|0.336943106|0.341415414,-0.101118395|0|-0.118393925|-0.129797034|-0.129797034|-0.119006444,2.10487148|2.26598967|1.25805291|0.848685459|0.856685459|1.02510178,0.573267579|0.400900334|0.59243995,-0.0356687307|-0.125761181|-0.0347223654,0.003852127119898796,0.0013117734342813492,0.001011672429740429,0.0014583766460418701
15,0.8,-0.2709054216341651,0.1008918508887291,0.4551091492176056,0.35103297233581543,0.08785395324230194,0.35,3,0,0,0,1.0019818544387817,1.7544004917144775,21.2689151763916,1.0019818544387817,1.0,0.17082291498035773,0,0,0,0,0.08561910235296297,0.0,passthrough,2.458109202340053e-11,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.17082291498035773,0.546453803|0.561453803|0.320981462|0.170822915|0.172852195|0.211917981,0.696453803|0.711453803|0.470981462|0.320822915|0.322852195|0.361917981,0.666453803|0.681453803|0.440981462|0.290822915|0.292852195|0.331917981,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0848721953|0.342255805|0.345081886|0.349904321,-0.100637468|0|-0.118360271|-0.130421101|-0.130027652|-0.119384173,2.08517774|2.24581521|1.25043777|0.895126363|0.906463016|1.07819207,0.571484447|0.394612163|0.590704024,-0.0356687307|-0.125761181|-0.0347223654,0.0036208005622029305,0.0010548010468482971,0.0009710714221000671,0.0015321364626288414
16,0.8500000000000001,-0.2510182029595137,0.09403297305107117,0.44209229946136475,0.3611597716808319,0.08195291459560394,0.35,3,0,0,0,1.0186814069747925,1.9932962656021118,15.944652557373047,1.0186814069747925,1.0,0.18129307615203927,0,0,0,0,0.08561910235296297,0.0,passthrough,2.1129593337636175e-11,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.18129307615203927,0.541434402|0.556434342|0.319379268|0.181293076|0.183703444|0.22355145,0.691434402|0.706434342|0.469379268|0.331293076|0.333703444|0.37355145,0.661434402|0.676434342|0.439379268|0.301293076|0.303703444|0.34355145,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0861708767|0.333408325|0.343907845|0.34484264,-0.100147835|0|-0.118354186|-0.131577287|-0.130211669|-0.119671715,2.06558977|2.22573737|1.24533376|0.927003343|0.948509952|1.11937673,0.569701314|0.388323992|0.588968098,-0.0356687307|-0.125761181|-0.0347223654,0.0050201453268527985,0.0015288088470697403,0.0014123516157269478,0.0019817911088466644
17,0.9,-0.23549645390553933,0.08796274662017822,0.4297482371330261,0.3708653450012207,0.07674601674079895,0.35,3,0,0,0,1.0406197309494019,1.8966670036315918,10.784902572631836,1.0406197309494019,1.0,0.19127220093031871,0,0,0,0,0.08561910235296297,0.0,passthrough,1.313320935720119e-11,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.19127220093031871,0.536439706|0.551439706|0.317844513|0.191272201|0.194489064|0.234916847,0.686439706|0.701439706|0.467844513|0.341272201|0.344489064|0.384916847,0.656439706|0.671439706|0.437844513|0.311272201|0.314489064|0.354916847,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0862869625|0.326281957|0.344518537|0.34204501,-0.0996493296|0|-0.11834871|-0.132568551|-0.130398648|-0.119889163,2.0461095|2.20575883|1.23931631|0.958802209|0.992076145|1.16182323,0.567918181|0.382035822|0.587232172,-0.0356687307|-0.125761181|-0.0347223654,0.0046570198610424995,0.0014454815536737442,0.0013300785794854164,0.0017891600728034973
18,0.9500000000000001,-0.222470872774282,0.08237649500370026,0.4180905520915985,0.38051530718803406,0.07197009772062302,0.35,3,0,0,0,1.0636972188949585,1.825620412826538,13.077945709228516,1.0636967420578003,1.0,0.2008540555814562,0,0,0,0,0.08561910235296297,0.0,filtered,7.893908792281169e-07,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.2008540555814562,0.531470162|0.546470162|0.316324074|0.200854056|0.205304146|0.246141958,0.681470162|0.696470162|0.466324074|0.350854056|0.355304146|0.396141958,0.651470162|0.666470162|0.436324074|0.320854056|0.325304146|0.366141958,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0845341408|0.326811126|0.354247346|0.350766967,-0.0991417812|0|-0.118364278|-0.133398799|-0.13057073|-0.120030064,2.02673887|2.18588065|1.23146616|0.99682855|1.0448932|1.21530474,0.566135049|0.375747651|0.585496247,-0.0356687307|-0.125761181|-0.0347223654,0.005085275508463383,0.0015399958938360214,0.00135036651045084,0.0021048402413725853
19,1.0,-0.208232232728841,0.07729403674602509,0.4069501459598541,0.38999515771865845,0.0676378533244133,0.35,3,0,0,0,1.0789308547973633,1.5769075155258179,13.564152717590332,1.0789304971694946,1.0,0.21040370991448143,0,0,0,0,0.08561910235296297,0.0,filtered,5.543959355032276e-07,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.21040370991448143,0.526526227|0.541526227|0.314735169|0.21040371|0.216596623|0.257794741,0.676526227|0.691526227|0.464735169|0.36040371|0.366596623|0.407794741,0.646526227|0.661526227|0.434735169|0.33040371|0.336596623|0.377794741,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0861193263|0.324934042|0.361976491|0.35607558,-0.0986250178|0|-0.118440831|-0.134071714|-0.130691346|-0.120061445,2.00747989|2.16610491|1.22661917|1.03247717|1.09767164|1.2671931,0.564351916|0.36945948|0.583760321,-0.0356687307|-0.125761181|-0.0347223654,0.004855059087276459,0.0014427602291107178,0.0014324793592095375,0.0018910635262727737
20,1.05,-0.19334947098111463,0.07258909195661545,0.3962031900882721,0.399463951587677,0.06363917887210846,0.35,3,0,0,0,1.0891330242156982,1.5863449573516846,15.851093292236328,1.0891320705413818,1.0,0.2198060974691357,0,0,0,0,0.08561910235296297,0.0,filtered,1.59636529749414e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.2198060974691357,0.521608365|0.536608365|0.313231736|0.219806097|0.228255886|0.269695763,0.671608365|0.686608365|0.463231736|0.369806097|0.378255886|0.419695763,0.641608365|0.656608365|0.433231736|0.339806097|0.348255886|0.389695763,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.086882325|0.326385623|0.375010151|0.369020516,-0.0980988646|0|-0.118543088|-0.13459079|-0.130791466|-0.120035635,1.98833459|2.14643346|1.22126618|1.07101922|1.15724223|1.32776793,0.562568784|0.363171309|0.582024395,-0.0356687307|-0.125761181|-0.0347223654,0.004526196978986263,0.0013868100941181183,0.0012034783139824867,0.0018502343446016312
21,1.1,-0.18420017155078341,0.06828728318214417,0.386069118976593,0.4088018536567688,0.05999301001429558,0.35,3,0,0,0,1.1004607677459717,1.508108377456665,8.819506645202637,1.1004600524902344,1.0,0.22921996311520698,0,0,0,0,0.08561910235296297,0.0,filtered,1.0944620563475504e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.22921996311520698,0.51671705|0.53171705|0.311778362|0.229219963|0.240541183|0.282302886,0.66671705|0.68171705|0.461778362|0.379219963|0.390541183|0.432302886,0.63671705|0.65171705|0.431778362|0.349219963|0.360541183|0.402302886,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0864947964|0.325096268|0.386988753|0.385589814,-0.0975631448|0|-0.118694995|-0.134958465|-0.130862284|-0.120522225,1.96930506|2.1268682|1.21491325|1.10701766|1.2182912|1.39427913,0.560785651|0.356883138|0.58028847,-0.0356687307|-0.125761181|-0.0347223654,0.0043752770870924,0.0012689074501395226,0.0012081870809197426,0.001816553995013237
22,1.1500000000000001,-0.18106109743347704,0.06447471678256989,0.3767644166946411,0.4177097678184509,0.05676944553852081,0.35,3,0,0,0,1.1094707250595093,1.2968051433563232,11.144491195678711,1.1094697713851929,1.0,0.23852547813818548,0,0,0,0,0.08561910235296297,0.0,filtered,1.3928308998663684e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.23852547813818548,0.511852766|0.526852766|0.310323739|0.238525478|0.25341129|0.295674872,0.661852766|0.676852766|0.460323739|0.388525478|0.40341129|0.445674872,0.631852766|0.646852766|0.430323739|0.358525478|0.37341129|0.415674872,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0872653917|0.3172674|0.392025554|0.393235451,-0.0970176791|0|-0.118924882|-0.13517526|-0.13090022|-0.120919344,1.95039339|2.10741106|1.20963546|1.13619405|1.27477049|1.45501559,0.559002519|0.350594968|0.578552544,-0.0356687307|-0.125761181|-0.0347223654,0.004521818831562996,0.001237628050148487,0.0013244803994894028,0.0018803300336003304
23,1.2000000000000002,-0.18052745008689386,0.061156611889600754,0.36831748485565186,0.4260196089744568,0.0539705716073513,0.35,3,0,0,0,1.1229705810546875,1.0003600120544434,15.223365783691406,1.1229692697525024,1.0,0.2474227213592075,0,0,0,0,0.08561910235296297,0.0,filtered,1.8601265420120259e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.2474227213592075,0.507016004|0.522016004|0.308916451|0.247422721|0.266527082|0.309383765,0.657016004|0.672016004|0.458916451|0.397422721|0.416527082|0.459383765,0.627016004|0.642016004|0.428916451|0.367422721|0.386527082|0.429383765,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0904866015|0.305651401|0.391643353|0.393260685,-0.0964622864|0|-0.119219106|-0.135246611|-0.130921371|-0.121253631,1.93160173|2.08806402|1.2069333|1.16009568|1.32683031|1.50954212,0.557219386|0.344306797|0.576816618,-0.0356687307|-0.125761181|-0.0347223654,0.004829340614378452,0.0014365259557962418,0.0012987470254302025,0.002000880427658558
24,1.25,-0.182146070116113,0.05833972245454788,0.36073288321495056,0.43353742361068726,0.051600150763988495,0.35,3,0,0,0,1.121421456336975,0.852942705154419,12.183032989501953,1.121421456336975,1.0,0.25574215476537787,0,0,0,0,0.08561910235296297,0.0,passthrough,6.75891837812667e-12,0,0,12,,workspace_y_lower,0,0,1,solved,osqp,0.0,valid,0.25574215476537787,0.502207265|0.517207265|0.307664595|0.255742155|0.279618109|0.323059522,0.652207265|0.667207265|0.457664595|0.405742155|0.429618109|0.473059522,0.622207265|0.637207265|0.427664595|0.375742155|0.399618109|0.443059522,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0932365358|0.289920147|0.385226109|0.386796264,-0.095896783|0|-0.119544217|-0.135183123|-0.130947382|-0.121566103,1.91293228|2.06882906|1.2043507|1.17770564|1.37275116|1.55746825,0.555436254|0.338018626|0.575080693,-0.0356687307|-0.125761181|-0.0347223654,0.0031593572348356247,0.0009606126695871353,0.0008142981678247452,0.0013275668025016785
