step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_goal_region_attempted,hierarchical_ik_goal_region_candidate_count,hierarchical_ik_goal_region_sample_count,hierarchical_ik_obstacle_aware_attempted,hierarchical_ik_obstacle_aware_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
11,0.6000000000000001,-2.3285754245359747,0.6283495426177979,0.15414340794086456,0.1919228881597519,0.45771726965904236,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.328839898109436,0.4859459400177002,41.1351432800293,1.079996943473816,1.079996943473816,0.16705267885009342,0.15414340794086456,0.01290927090922886,0.4140775823549998,0.5002731351449584,0.41020464592258987,0.29400884126805005,0.11619580465453982,0.4102046644295283,0,0,disabled,0.0,1,SERVO,direct_path,0,0.26767919096164405,0.26767919096164405,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,1,0,1,0,5,5,1,2,1.0,0.0,1.079996943473816,0.0,1.0,0.014022036392409398,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,1.6174579673294773,0,0,12,joint_0_velocity_upper|joint_3_velocity_upper|joint_4_velocity_upper,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.29900884884480255,1,continuity_tiebreak,0.999862551689148,0,goal_velocity_linprog,0.0,valid,0.014022036392409398,0.8089113066726396,0|0.118817883|0.445695328|0.445695328|0.508902596|0.505304415,0.547963162|0.291953884|0.0140220364|0.0210220364|0.0844085702|0.0900923904,0.718408727|0.462399449|0.184467602|0.191467602|0.254854136|0.260537956,0.667963162|0.411953884|0.134022036|0.141022036|0.20440857|0.21009239,0|0.15|0.15|0.15|0.119629454|0,0|-0.0443583538|-0.0506334205|-0.0506334205|0.0269925388|-0.00246902097,0|0|0|0|0|0,2.19185265|1.12345718|0.0054547251|0.0334547251|0.36462682|0.35790054,optimal,0.29900884884480255,0.2940088412680501,0.005000007576752452,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.014084613998420537,0.0026946880389004946,0.001297926064580679,0.00660046108532697
12,0.65,-2.523966128261815,0.6680737733840942,0.14356322586536407,0.18577729165554047,0.48563531041145325,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2683757543563843,2.9891679286956787,50.11097717285156,1.1004703044891357,1.1004703044891357,0.15414341555539623,0.14356322586536407,0.01058018969003216,0.40537583710011527,0.46521479252478076,0.40499525802700836,0.24721953925477036,0.157775718772238,0.40499527803337293,0,0,disabled,0.0,1,SERVO,direct_path,0,0.26767919096164405,0.26767919096164405,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,2,0,1,0,6,1,1,2,1.0,0.0,1.1004703044891357,0.0,1.0,0.013926231213219703,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,1.52082251015425,0,1,12,predictive_link_2|joint_0_velocity_upper|joint_4_velocity_upper,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.252219543459344,1,continuity_tiebreak,0.9944580793380737,0,goal_velocity_linprog,0.0,valid,0.013926231213219703,0.7947964828698487,3.88564751e-17|0.117910943|0.439709051|0.439709051|0.499638168|0.493849312,0.548668903|0.291238959|0.0139262312|0.0209262312|0.086289065|0.0917780475,0.718408727|0.460978783|0.183666055|0.190666055|0.256028889|0.261517872,0.668668903|0.411238959|0.133926231|0.140926231|0.206289065|0.211778047,0|0.15|0.15|0.15|0|0,-2.96049195e-17|-0.0388994756|-0.055704924|-0.055704924|-0.0407013374|-0.01248639,0|0|0|0|0|0,2.19467561|1.12605636|8.46052339e-10|0.0280000008|0.304454923|0.3546258,optimal,0.252219543459344,0.24721953925477042,0.005000004204573583,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.01612387306522578,0.0032278390135616064,0.00151714903768152,0.007442264002747834
13,0.7000000000000001,-2.4216287708716298,0.6298641562461853,0.13595056533813477,0.181198850274086,0.46038302779197693,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1450175046920776,4.727497100830078,87.293701171875,1.1178326606750488,1.1178326606750488,0.14356323706738597,0.13595056533813477,0.0076126717292512025,0.39852165467940837,0.43647500446259213,0.39060778337098767,0.18837578310619077,0.2022320002647969,0.39060781384952364,0,0,disabled,0.0,1,SERVO,direct_path,0,0.26767919096164405,0.26767919096164405,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,3,0,1,0,7,1,1,2,1.0,0.0,1.1178326606750488,0.0,1.0,0.007055606484677707,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,1.3386465622150747,0,1,12,predictive_link_2|joint_3_acceleration_lower|joint_0_velocity_upper|joint_4_velocity_upper,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.1933757877888599,1,continuity_tiebreak,0.986003041267395,0,goal_velocity_linprog,0.0,valid,0.007055606484677707,0.7826147095922702,7.77132215e-17|0.117003284|0.41368382|0.41368382|0.463413487|0.459444051,0.549277992|0.290700215|0.00705560648|0.0140556065|0.0850454934|0.0927411219,0.718408728|0.459830951|0.176186342|0.183186342|0.254176229|0.261871857,0.669277992|0.410700215|0.127055606|0.134055606|0.205045493|0.212741122,0|0.15|0.15|0.15|0.0740073219|0,-6.02102849e-17|-0.063686215|-0.0282224241|-0.0282224241|0.00739750869|0.0206615817,0|0|0|0|0|0,2.19711197|1.09911465|1.80359336e-09|0.0280000018|0.347579482|0.391626069,optimal,0.1933757877888599,0.18837578310619083,0.0050000046826690625,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.01621816901024431,0.003649626043625176,0.00162375601939857,0.007035456015728414
14,0.75,-2.481835460940126,0.638106107711792,0.12999632954597473,0.17699818313121796,0.46632716059684753,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0960410833358765,5.281271457672119,75.17837524414062,1.0590934753417969,1.0590934753417969,0.1359505605036582,0.12999632954597473,0.005954230957683465,0.3560553942692155,0.4070715866230016,0.3425773793164086,0.15276454717952898,0.1898128321368796,0.3425773671341693,0,0,disabled,0.0,1,SERVO,direct_path,0,0.26767919096164405,0.26767919096164405,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,4,0,1,0,8,1,1,2,1.0,0.0,1.0590934753417969,0.0,1.0,0.007493551785475311,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,1.1456104179619986,0,1,12,predictive_link_2|joint_2_acceleration_lower|joint_0_velocity_upper|joint_4_velocity_upper,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.15776454944625304,1,continuity_tiebreak,0.9731746912002563,0,goal_velocity_linprog,0.0,valid,0.007493551785475311,0.7739340104743524,0|0.114206715|0.406988194|0.406988194|0.440491631|0.432746223,0.549712027|0.283977092|0.00749355179|0.0144935518|0.0859570582|0.0950838566,0.718408727|0.452673793|0.176190252|0.183190252|0.254653759|0.263780557,0.669712027|0.403977092|0.127493552|0.134493552|0.205957058|0.215083857,0|0.15|0.134850671|0.134850671|0|0,0|-0.112615256|-0.029974208|-0.029974208|-0.0124448769|0.026811367,0|0|0|0|0|0,2.19884811|1.02329311|-8.23236396e-10|0.0279999992|0.331383356|0.407146793,optimal,0.15776454944625304,0.15276454717952895,0.005000002266724091,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.015906943939626217,0.003183352993801236,0.001577668939717114,0.0072731239488348365
15,0.8,-2.4083503853708237,0.6128376722335815,0.12566006183624268,0.1736527532339096,0.44480738043785095,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0683696269989014,5.8920392990112305,56.06844711303711,0.9726870059967041,0.9726870059967041,0.12999632376777787,0.12566006183624268,0.00433626193153519,0.3098337797328173,0.3999126577447392,0.2984032657747864,0.12176308761029737,0.17664017816448901,0.2984032525110825,0,0,disabled,0.0,1,SERVO,direct_path,0,0.26767919096164405,0.26767919096164405,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,5,0,1,0,9,1,1,2,1.0,0.0,0.9726870059967041,0.0,1.0,0.004219005931523093,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,0.9479645206851425,0,1,12,predictive_link_2|joint_3_acceleration_lower|joint_0_velocity_upper|joint_4_velocity_upper,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.12676308955690074,1,continuity_tiebreak,0.9632680416107178,0,goal_velocity_linprog,0.0,valid,0.004219005931523093,0.7695001946163273,0|0.140109843|0.398427299|0.398427299|0.416480995|0.406039497,0.549933718|0.271019316|0.00421900593|0.0112190059|0.0861530942|0.0974201,0.718408727|0.439494326|0.172694016|0.179694016|0.254628104|0.26589511,0.669933718|0.391019316|0.124219006|0.131219006|0.206153094|0.2174201,0|0.15|0.126875195|0.126875195|0|0,0|-0.159698722|-0.0168760237|-0.0168760237|-0.00510802795|0.0393483679,0|0|0|0|0|0,2.19973487|0.924378544|2.82070894e-11|0.028|0.339504349|0.429028768,optimal,0.12676308955690074,0.12176308761029733,0.005000001946603411,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.016948685981333256,0.004033598932437599,0.0015735119814053178,0.00739089900162071
16,0.8500000000000001,-2.1671996543990226,0.5438019633293152,0.12331882119178772,0.17150981724262238,0.37893906235694885,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1279895305633545,6.098417282104492,6.5990400314331055,0.8869639039039612,0.8869639039039612,0.12566005533416616,0.12331882119178772,0.00234123414237844,0.2805469973407245,0.41739487447277707,0.27479790719712616,0.08780389577980581,0.18699401141732036,0.2747978929781532,0,0,disabled,0.0,1,SERVO,direct_path,0,0.26767919096164405,0.26767919096164405,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,0.9745833087528205,filtered,6,0,1,0,10,1,1,2,1.0,0.0,0.8869639039039612,0.0,1.0,0.002972099995292979,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,0.8659226147081793,0,1,12,predictive_link_2|joint_3_acceleration_lower|joint_0_velocity_upper|joint_4_velocity_upper,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.09280389751232844,1,continuity_tiebreak,0.9628987312316895,0,goal_velocity_linprog,0.0,valid,0.002972099995292979,0.76998072838764,7.8318743e-17|0.185837517|0.407156455|0.407156455|0.411938034|0.402196186,0.549909691|0.255883472|0.0029721|0.0099721|0.0865238588|0.100140088,0.718408728|0.424382509|0.171471136|0.178471136|0.255022895|0.268639125,0.669909691|0.375883472|0.1229721|0.1299721|0.206523859|0.220140088,0|0.15|0.0880501498|0.0880501498|0|0,-6.53990782e-17|-0.211791705|-0.0118883972|-0.0118883972|0.0112954902|0.0567302314,0|0|0|0|0|0,2.19963876|0.811742184|2.80965945e-09|0.0280000028|0.357390925|0.457290584,optimal,0.09280389751232844,0.08780389577980577,0.0050000017325226714,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.017883565975353122,0.0033238560426980257,0.002314195968210697,0.008125261054374278
17,0.9,-2.056325200008162,0.5094053149223328,0.12252964079380035,0.17081253230571747,0.3435412049293518,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0452075004577637,5.368577003479004,109.61151885986328,0.8124324679374695,0.8124324679374695,0.12331881961874545,0.12252964079380035,0.0007891788249450998,0.2786963242365461,0.34303733120223123,0.2777254056895199,0.04450241647275384,0.2332229892167661,0.27772540214688307,0,0,disabled,0.0,1,SERVO,direct_path,0,0.26767919096164405,0.26767919096164405,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,0.9762771753132581,filtered,7,0,1,0,11,1,1,2,1.0,0.0,0.8124324679374695,0.0,1.0,0.0023357038871460595,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,0.8103565060781122,0,1,12,predictive_link_2|joint_0_acceleration_lower|joint_4_velocity_upper,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.049502420590550725,1,continuity_tiebreak,0.9723485112190247,0,goal_velocity_linprog,0.0,valid,0.0023357038871460595,0.7755178896866624,0|0.246647791|0.431771003|0.431771003|0.429900385|0.422938205,0.549632833|0.237245569|0.00233570389|0.00933570389|0.0876416983|0.103575045,0.718408727|0.406021464|0.171111598|0.178111598|0.256417593|0.27235094,0.669632833|0.357245569|0.122335704|0.129335704|0.207641698|0.223575045,0|0.15|0.0353988002|0.0353988002|0|0,0|-0.194499559|-0.00934281387|-0.00934281387|0.0240346371|0.047025019,0|0|0|0|0|0,2.19853133|0.754482719|1.68304318e-09|0.0280000017|0.37460143|0.461325199,optimal,0.049502420590550725,0.044502416472753825,0.0050000041177969,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.017651017056778073,0.003271130961365998,0.0014810169814154506,0.007471546996384859
18,0.9500000000000001,-2.0633971332277743,0.5098230838775635,0.12211807817220688,0.17085327208042145,0.3422209620475769,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9731650352478027,4.107645034790039,65.47139739990234,0.7730192542076111,0.7730192542076111,0.12252964230148183,0.12211807817220688,0.000411564129274955,0.3028459415195862,0.2781140262031334,0.3027856621891139,0.027356391588805852,0.27542927060030803,0.30278566591477846,0,0,disabled,0.0,1,SERVO,direct_path,0,0.26767919096164405,0.26767919096164405,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,0.9974447576367453,filtered,8,0,1,0,12,1,1,2,1.0,0.0,0.7730192542076111,0.0,1.0,0.0016285894877149515,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,0.8103463559880555,0,2,12,predictive_link_2|workspace_z_lower|joint_4_velocity_upper,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.03235639211024114,1,continuity_tiebreak,0.9818161129951477,0,goal_velocity_linprog,0.0,valid,0.0016285894877149515,0.7836763470061903,3.46936568e-18|0.23184433|0.338185644|0.338185644|0.337396343|0.347091407,0.54922491|0.229396665|0.00162858949|0.00862858949|0.0889553964|0.106127305,0.718408727|0.398580483|0.170812407|0.177812407|0.258139214|0.275311122,0.66922491|0.349396665|0.121628589|0.128628589|0.208955396|0.226127305,0|0.15|0.000867174593|0.000867174593|0|0,-4.65749099e-19|-0.172099725|-0.00651435858|-0.00651435858|0.0302597232|0.0281707008,0|0|0|0|0|0,2.19689964|0.745486937|-6.32170011e-10|0.0279999994|0.386081309|0.45267992,optimal,0.03235639211024114,0.027356391588805866,0.005000000521435274,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.01865654392167926,0.0032231720397248864,0.0017620170256122947,0.008445283980108798
19,1.0,-2.0535767932339706,0.5117589235305786,0.12076818943023682,0.17084522545337677,0.34224292635917664,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9354104995727539,4.085566520690918,4.659142971038818,0.7593913078308105,0.7593913078308105,0.12211808131988842,0.12076818943023682,0.0013498918896516082,0.3366457271119415,0.24131150637647686,0.33630328782356883,0.04088596909131203,0.2954173187322568,0.3363032964920286,0,0,disabled,0.0,1,SERVO,direct_path,0,0.26767919096164405,0.26767919096164405,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,9,0,1,0,13,1,1,2,1.0,0.0,0.7593913078308105,0.0,1.0,0.0012334513599449176,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,0.8137476855824419,0,2,12,predictive_link_2|workspace_z_lower|joint_4_velocity_upper,workspace_z_lower,,,0,0,0,optimal; continuity_tiebreak,0.04588597245057634,1,continuity_tiebreak,0.9778623580932617,0,goal_velocity_linprog,1.3877787807814457e-17,valid,0.0012334513599449176,0.7923963118929203,2.55107091e-17|0.211453823|0.253646287|0.253646287|0.25446716|0.280088807,0.548788912|0.223585178|0.00123345136|0.00823345136|0.0903529278|0.107507822,0.718408727|0.393204994|0.170853267|0.177853267|0.259972743|0.277127638,0.668788912|0.343585178|0.121233451|0.128233451|0.210352928|0.227507822,0|0.15|0|0|0|0,-7.64245469e-18|-0.146164158|-0.00493380235|-0.00493380235|0.0205393439|-0.00544960949,0|0|0|0|0|0,2.19515565|0.748176554|3.08679152e-09|0.0280000031|0.381951055|0.424581679,optimal,0.04588597245057634,0.04088596909131209,0.005000003359264246,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.020206879009492695,0.003152435994707048,0.002903537009842694,0.009565028944052756
20,1.05,-2.0418696946847783,0.5133680105209351,0.11847678571939468,0.1709318608045578,0.3420066833496094,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9354264140129089,3.96159291267395,6.661418437957764,0.7595767974853516,0.7595767974853516,0.12076818962956423,0.11847678571939468,0.0022914039101695483,0.3703604209773467,0.2525166657630455,0.369959889971768,0.06004106809093176,0.30991882188083625,0.3699598905823853,0,0,disabled,0.0,1,SERVO,direct_path,0,0.26767919096164405,0.26767919096164405,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,10,0,1,0,14,1,1,2,1.0,0.0,0.7595767974853516,0.0,1.0,0.0007649607769884409,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,0.8476474209180854,0,2,12,predictive_link_2|workspace_z_lower|joint_4_velocity_upper,workspace_z_lower,,,0,0,0,optimal; continuity_tiebreak,0.06504107497743464,1,continuity_tiebreak,0.9775798320770264,0,goal_velocity_linprog,2.7755575615628914e-17,valid,0.0007649607769884409,0.8016054096538364,8.87789335e-18|0.190474325|0.192286019|0.192286019|0.198744734|0.241642233,0.548328457|0.219637543|0.000764960777|0.00776496078|0.0911334747|0.107066331,0.718408728|0.389717814|0.170845231|0.177845231|0.261213745|0.277146601,0.668328457|0.339637543|0.120764961|0.127764961|0.211133475|0.227066331,0|0.15|0|0|0|0,5.95864414e-18|-0.120655695|-0.00305983664|-0.00305983664|0.0139342874|-0.037007245,0|0|0|0|0|0,2.19331383|0.757894479|6.46508397e-09|0.0280000065|0.378468186|0.391258078,optimal,0.06504107497743464,0.06004106809093173,0.005000006886502907,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.016771876020357013,0.003315150970593095,0.0020330159459263086,0.007530767936259508
21,1.1,-2.0312777477809414,0.5141485333442688,0.11549453437328339,0.17119963467121124,0.3412776589393616,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9465020895004272,4.106292247772217,20.38384246826172,0.7633403539657593,0.7633403539657593,0.11847678853574718,0.11549453437328339,0.002982254162463796,0.3999187198345753,0.296577847524828,0.3997371342611775,0.07847810230046597,0.32125903196071154,0.39973714376346664,0,0,disabled,0.0,1,SERVO,direct_path,0,0.26767919096164405,0.26767919096164405,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,11,0,1,0,15,1,1,2,1.0,0.0,0.7633403539657593,0.0,1.0,0.00037692607809138023,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,0.9029736953842167,0,1,12,predictive_link_2|joint_4_velocity_upper,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.08347809887805786,1,continuity_tiebreak,0.9762636423110962,0,goal_velocity_linprog,0.0,valid,0.00037692607809138023,0.8110985432744653,7.20802477e-18|0.178335604|0.191767539|0.191767539|0.204036817|0.252895494,0.5478538|0.216990653|0.000376926078|0.00737692608|0.0915744634|0.102890804,0.718408728|0.38754558|0.170931853|0.177931853|0.262129391|0.273445731,0.6678538|0.336990653|0.120376926|0.127376926|0.211574463|0.222890804,0|0.15|0|0|0|0.15,1.93285949e-17|-0.081487399|-0.00150770632|-0.00150770632|0.00468180259|-0.0446542936,0|0|0|0|0|0,2.1914152|0.786475211|-2.01142911e-09|0.027999998|0.370979656|0.366908922,optimal,0.08347809887805786,0.07847810230046594,0.004999996577591925,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.017450302955694497,0.004109519999474287,0.0016720050480216742,0.007777941995300353
