step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_goal_region_attempted,hierarchical_ik_goal_region_candidate_count,hierarchical_ik_goal_region_sample_count,hierarchical_ik_obstacle_aware_attempted,hierarchical_ik_obstacle_aware_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
31,1.6,-2.3273494999347384,0.5938307642936707,0.08635523170232773,0.17545770108699799,0.42492637038230896,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.016484260559082,3.238020181655884,32.989479064941406,0.7248181104660034,0.7248181104660034,0.08990725485710023,0.08635523170232773,0.0035520231547725017,0.2999070844994629,0.1848248756673673,0.299906626238009,0.07951100333835284,0.22039562289965617,0.2999066132556425,0,0,disabled,0.0,1,SERVO,direct_path,0,0.2885885479627177,1.145417804014869,4,1,1,1,1,1.1387396678997248,0.1291089951992035,0.004358034518033086;0.004451751126009923;0.005614538689064883;0.005999977987468941,0.12397988885641098;0.1291089951992035;0.12349464744329453;0.12236493080854416,128,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 8, 'obstacle_clearance': 99, 'obstacle_contact': 10, 'self_collision': 0}",0.0002919411299541134,130,122,nan,nan,1.0,filtered,4,0,2,1,12,1,1,2,1.0,0.0,0.7248181104660034,0.0,1.0,0.0061815052551213445,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.1506434566320225,0,2,12,predictive_link_2|predictive_link_5|joint_3_velocity_lower|joint_4_velocity_lower,predictive_link_5,,,0,0,0,optimal; continuity_tiebreak,0.08451100444325846,1,continuity_tiebreak,0.9888343811035156,0,goal_velocity_linprog,0.0,valid,0.0061815052551213445,0.71056103005389,2.8009154e-18|0.132358459|0.15789414|0.177497544|0.186008874|0.229437109,0.396437231|0.281963308|0.00618150526|0.00633728474|0.0109198258|0.0232390091,0.561965282|0.447491359|0.171709557|0.171865336|0.176447877|0.188767061,0.516437231|0.401963308|0.126181505|0.126337285|0.130919826|0.143239009,0|0.15|0.15|0.15|0.15|0.15,-1.18952237e-18|-0.0814399687|-0.0247260225|-0.0228074414|-0.0203990714|-0.0929560347,0|0|0|0|0|0,1.58574892|1.04641326|-1.44556814e-09|0.00254169761|0.0232802319|1.69604344e-09,optimal,0.08451100444325846,0.07951100333835283,0.00500000110490563,0.296221048|-0.568402946|0.387439221,0|0|0,0.023564511095173657,0.004517909954302013,0.002177557907998562,0.011258717975579202
32,1.6500000000000001,-2.2756434762201594,0.580097496509552,0.08302012085914612,0.1741514354944229,0.41280218958854675,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.996826708316803,3.874021530151367,16.08182144165039,0.6869919300079346,0.6869919300079346,0.08635523361446687,0.08302012085914612,0.0033351127553207516,0.289333290348251,0.14352886526438974,0.289332088249621,0.0712713968975529,0.21806069135206807,0.28933209465621845,0,0,disabled,0.0,1,SERVO,direct_path,0,0.2885885479627177,1.145417804014869,4,1,1,1,1,1.1387396678997248,0.1291089951992035,0.004358034518033086;0.004451751126009923;0.005614538689064883;0.005999977987468941,0.12397988885641098;0.1291089951992035;0.12349464744329453;0.12236493080854416,128,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 8, 'obstacle_clearance': 99, 'obstacle_contact': 10, 'self_collision': 0}",0.0002919411299541134,130,122,nan,nan,1.0,filtered,5,0,2,1,13,1,1,2,1.0,0.0,0.6869919300079346,0.0,1.0,0.00527649013192108,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.1349109353353133,0,2,12,predictive_link_3|predictive_link_5|joint_3_velocity_lower|joint_4_velocity_lower,predictive_link_3,,,0,0,0,optimal; continuity_tiebreak,0.07627139804530392,1,continuity_tiebreak,0.9816760420799255,0,goal_velocity_linprog,0.0,valid,0.00527649013192108,0.7191324152708415,0|0.0851770228|0.107164658|0.125396733|0.13432765|0.184202301,0.396008661|0.28429597|0.00631112839|0.00527649013|0.00901941621|0.0195696565,0.561965282|0.45025259|0.172267749|0.171233111|0.174976037|0.185526277,0.516008661|0.40429597|0.126311128|0.12527649|0.129019416|0.139569656,0|0.15|0.15|0.15|0.15|0.15,0|-0.0323361537|-0.0164647607|-0.0211059602|-0.0237560736|-0.0782786244,0|0|0|0|0|0,1.58403465|1.10484772|0.00877975283|3.37393717e-10|0.0123215912|1.48235496e-09,optimal,0.07627139804530392,0.0712713968975529,0.005000001147751024,0.296221048|-0.568402946|0.387439221,0|0|0,0.02239638497121632,0.004577539046294987,0.0021752389147877693,0.009984242031350732
33,1.7000000000000002,-2.2031097873566443,0.5638556480407715,0.07930851727724075,0.17311669886112213,0.3986029326915741,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0147488117218018,4.377645492553711,18.919593811035156,0.654320240020752,0.654320240020752,0.08302012212990698,0.07930851727724075,0.0037116048526662226,0.2791524136095874,0.09951412791389287,0.2791501758598607,0.07526984589263214,0.20388032996722855,0.2791501801327178,0,0,disabled,0.0,1,SERVO,direct_path,0,0.2885885479627177,1.145417804014869,4,1,1,1,1,1.1387396678997248,0.1291089951992035,0.004358034518033086;0.004451751126009923;0.005614538689064883;0.005999977987468941,0.12397988885641098;0.1291089951992035;0.12349464744329453;0.12236493080854416,128,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 8, 'obstacle_clearance': 99, 'obstacle_contact': 10, 'self_collision': 0}",0.0002919411299541134,130,122,nan,nan,1.0,filtered,6,0,2,1,14,1,1,2,1.0,0.0,0.654320240020752,0.0,1.0,0.004077660519510376,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.1352883052364289,0,2,12,predictive_link_3|predictive_link_4|joint_3_velocity_lower|joint_4_velocity_lower,predictive_link_3,,,0,0,0,optimal; continuity_tiebreak,0.08026984705002893,1,continuity_tiebreak,0.9764769673347473,0,goal_velocity_linprog,0.0,valid,0.004077660519510376,0.7250688139479177,7.57876991e-19|0.0331455509|0.0697816557|0.0772653701|0.0839137073|0.141854008,0.395711841|0.289903331|0.00657876948|0.00407766052|0.00704073873|0.017391743,0.561965282|0.456156772|0.17283221|0.170331101|0.173294179|0.183645184,0.515711841|0.409903331|0.126578769|0.124077661|0.127040739|0.137391743,0|0.15|0.15|0.15|0.15|0.15,3.4324874e-18|0.0353763721|0.0046098906|-0.0163106421|-0.0281629544|-0.0661366065,0|0|0|0|0|0,1.58284737|1.1949897|0.0309249685|-3.26244448e-11|4.79341775e-10|0.00343036565,optimal,0.08026984705002893,0.07526984589263214,0.005000001157396794,0.296221048|-0.568402946|0.387439221,0|0|0,0.022167430026456714,0.004551948048174381,0.0022171399323269725,0.0097827980061993
34,1.75,-1.9306513870731552,0.49849504232406616,0.07494919002056122,0.1725786179304123,0.34095850586891174,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.968559980392456,6.248476505279541,80.51305389404297,0.40577879548072815,0.40577879548072815,0.07930852009599687,0.07494919002056122,0.004359330075435652,0.17389102179259286,0.10635905695248685,0.17388939836916864,0.08886455864936892,0.08502483971979972,0.17388940454948598,0,0,disabled,0.0,1,SERVO,direct_path,0,0.2885885479627177,1.145417804014869,4,1,1,1,1,1.1387396678997248,0.1291089951992035,0.004358034518033086;0.004451751126009923;0.005614538689064883;0.005999977987468941,0.12397988885641098;0.1291089951992035;0.12349464744329453;0.12236493080854416,128,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 8, 'obstacle_clearance': 99, 'obstacle_contact': 10, 'self_collision': 0}",0.0002919411299541134,130,122,nan,nan,1.0,filtered,7,0,2,1,15,1,1,2,1.0,0.0,0.40577879548072815,0.0,1.0,0.003519345615992084,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,0.999445237732681,0,1,12,predictive_link_4|joint_1_acceleration_lower|joint_4_velocity_lower|joint_3_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.09386456269979088,1,continuity_tiebreak,0.9514291286468506,0,goal_velocity_linprog,0.0,valid,0.003519345615992084,0.7282261725152698,0|0.0368203631|0.0605247584|0.0348340572|0.0353834019|0.0976393284,0.395553973|0.29640285|0.00923634203|0.00351934562|0.00515224907|0.0157931824,0.561965282|0.462814159|0.175647651|0.169930654|0.171563558|0.182204491,0.515553973|0.41640285|0.129236342|0.123519346|0.125152249|0.135793182,0|0|0|0.15|0.15|0.15,0|0.110065785|0.0279701211|-0.0086540905|-0.0206089939|-0.0397964792,0|0|0|0|0|0,1.58221589|1.29567719|0.0649154893|0.00542329196|2.35256226e-09|0.0233762505,optimal,0.09386456269979088,0.08886455864936893,0.005000004050421947,0.296221048|-0.568402946|0.387439221,0|0|0,0.021537699038162827,0.004503851057961583,0.0021435460075736046,0.00929480604827404
35,1.8,-2.038361933311704,0.5301283001899719,0.06972173601388931,0.17146925628185272,0.36940282583236694,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.005581259727478,4.7123918533325195,57.74441146850586,0.3858335316181183,0.3858335316181183,0.07494918751720266,0.06972173601388931,0.005227451503313343,0.16479287334984194,0.17364220917090126,0.16479166879163276,0.11254925347616315,0.05224241531546961,0.16479166328746872,0,0,disabled,0.0,1,SERVO,direct_path,0,0.2885885479627177,1.145417804014869,4,1,1,1,1,1.1387396678997248,0.1291089951992035,0.004358034518033086;0.004451751126009923;0.005614538689064883;0.005999977987468941,0.12397988885641098;0.1291089951992035;0.12349464744329453;0.12236493080854416,128,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 8, 'obstacle_clearance': 99, 'obstacle_contact': 10, 'self_collision': 0}",0.0002919411299541134,130,122,nan,nan,1.0,filtered,8,0,2,1,16,1,1,2,1.0,0.0,0.3858335316181183,0.0,1.0,0.004861283309712791,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.0195087996079644,0,1,12,predictive_link_3|joint_1_acceleration_lower|joint_4_velocity_lower,predictive_link_3,,,0,0,0,optimal; continuity_tiebreak,0.11754925695160061,1,continuity_tiebreak,0.9722033739089966,0,goal_velocity_linprog,0.0,valid,0.004861283309712791,0.7266746927065353,0|0.111398531|0.125712233|0.100150174|0.0972225422|0.105017055,0.395631548|0.30191806|0.0108061382|0.00486128331|0.00621385013|0.0187176944,0.561965282|0.468251794|0.177139873|0.171195018|0.172547585|0.185051429,0.515631548|0.42191806|0.130806138|0.124861283|0.12621385|0.138717694,0|0|0|0.15|0.15|0.15,0|0.181606811|0.0559206665|-0.0194451318|-0.0238819653|-0.035870494,0|0|0|0|0|0,1.58252619|1.38927905|0.0991452194|1.42072121e-09|0.000973435282|0.0390002837,optimal,0.11754925695160061,0.11254925347616317,0.005000003475437442,0.296221048|-0.568402946|0.387439221,0|0|0,0.02196214604191482,0.00451619504019618,0.0021959240548312664,0.00966123107355088
36,1.85,-2.0327498154977777,0.5265333652496338,0.0651090145111084,0.1700410097837448,0.37561342120170593,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0542904138565063,3.416100025177002,70.13920593261719,0.366459459066391,0.366459459066391,0.06972173635767687,0.0651090145111084,0.004612721846568468,0.1536582288190856,0.23572294408032063,0.15365732374043875,0.11136810321331059,0.04228922052712816,0.15365732449810027,0,0,disabled,0.0,1,SERVO,direct_path,0,0.2885885479627177,1.145417804014869,4,1,1,1,1,1.1387396678997248,0.1291089951992035,0.004358034518033086;0.004451751126009923;0.005614538689064883;0.005999977987468941,0.12397988885641098;0.1291089951992035;0.12349464744329453;0.12236493080854416,128,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 8, 'obstacle_clearance': 99, 'obstacle_contact': 10, 'self_collision': 0}",0.0002919411299541134,130,122,nan,nan,1.0,filtered,9,0,2,1,17,1,1,2,1.0,0.0,0.366459459066391,0.0,1.0,0.0033253363252086637,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.078691477653025,0,2,12,predictive_link_3|workspace_x_lower|joint_4_velocity_lower,workspace_x_lower,,,0,0,0,optimal; continuity_tiebreak,0.11636810609313673,1,continuity_tiebreak,0.9873597025871277,0,goal_velocity_linprog,0.0,valid,0.0033253363252086637,0.7227408336831688,0|0.179530883|0.207220604|0.185459597|0.185459597|0.172221905,0.395828241|0.310977229|0.0140142332|0.00332533633|0.00532533633|0.0182680433,0.561965282|0.47711427|0.180151275|0.169462378|0.171462378|0.184405085,0.515828241|0.430977229|0.134014233|0.123325336|0.125325336|0.138268043,0|0|0|0.15|0.15|0.15,0|0.224687848|0.096485217|-0.0133013443|-0.0133013443|-0.0398675094,0|0|0|0|0|0,1.58331296|1.46859676|0.15254215|9.51609565e-10|0.00800000095|0.0332046639,optimal,0.11636810609313673,0.1113681032133106,0.005000002879826132,0.296221048|-0.568402946|0.387439221,0|0|0,0.021540155983529985,0.004435540991835296,0.002203222014941275,0.009377942071296275
37,1.9000000000000001,-2.262275278347196,0.5743173956871033,0.06268351525068283,0.1690063327550888,0.4157254099845886,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0306663513183594,2.8394298553466797,58.072784423828125,0.3533468544483185,0.3533468544483185,0.0651090163325974,0.06268351525068283,0.002425501081914569,0.14366726549541659,0.2638653891369452,0.14366630361087232,0.07735534619281471,0.0663109574180576,0.1436663076300791,0,0,disabled,0.0,1,SERVO,direct_path,0,0.2885885479627177,1.145417804014869,4,1,1,1,1,1.1387396678997248,0.1291089951992035,0.004358034518033086;0.004451751126009923;0.005614538689064883;0.005999977987468941,0.12397988885641098;0.1291089951992035;0.12349464744329453;0.12236493080854416,128,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 8, 'obstacle_clearance': 99, 'obstacle_contact': 10, 'self_collision': 0}",0.0002919411299541134,130,122,nan,nan,1.0,filtered,10,0,2,1,18,1,1,2,1.0,0.0,0.3533468544483185,0.0,1.0,0.003362789309362693,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.0780232734259139,0,1,12,workspace_x_lower|joint_4_velocity_lower,workspace_x_lower,,,0,0,0,optimal; continuity_tiebreak,0.08235534762665946,1,continuity_tiebreak,0.9909821152687073,0,goal_velocity_linprog,0.0,valid,0.003362789309362693,0.7190801602419861,9.95170813e-18|0.217335506|0.282700037|0.266135473|0.265109036|0.235921894,0.396011274|0.322100842|0.0194365425|0.00336278931|0.00524706629|0.0155251649,0.561965282|0.48805485|0.18539055|0.169316797|0.171201074|0.181479173,0.516011274|0.442100842|0.139436542|0.123362789|0.125247066|0.135525165,0|0|0|0.0762987069|0.0824787405|0.15,6.93792714e-18|0.213881695|0.120850312|-0.0113677512|-0.00974674697|-0.0428893545,0|0|0|0|0|0,1.5840451|1.50228506|0.198596482|0.00208340607|0.0112415182|0.019211305,optimal,0.08235534762665946,0.07735534619281471,0.005000001433844742,0.296221048|-0.568402946|0.387439221,0|0|0,0.021389465080574155,0.004445108934305608,0.002191893057897687,0.009198343963362277
38,1.9500000000000002,-2.317470961686803,0.5845461487770081,0.06100891903042793,0.16839568316936493,0.41713857650756836,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9618700742721558,4.455246448516846,117.05113220214844,0.34742870926856995,0.34742870926856995,0.06268351497092471,0.06100891903042793,0.0016745959404967786,0.13837380132282298,0.16870923597771167,0.13837223421322087,0.04739382807177627,0.09097840614144459,0.13837223359566206,0,0,disabled,0.0,1,SERVO,direct_path,0,0.2885885479627177,1.145417804014869,4,1,1,1,1,1.1387396678997248,0.1291089951992035,0.004358034518033086;0.004451751126009923;0.005614538689064883;0.005999977987468941,0.12397988885641098;0.1291089951992035;0.12349464744329453;0.12236493080854416,128,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 8, 'obstacle_clearance': 99, 'obstacle_contact': 10, 'self_collision': 0}",0.0002919411299541134,130,122,nan,nan,1.0,filtered,11,0,2,1,19,1,1,2,1.0,0.0,0.34742870926856995,0.0,1.0,0.0030323029474697144,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.0224762530637221,0,2,12,predictive_link_3|workspace_x_lower|joint_4_velocity_lower|joint_1_acceleration_upper,predictive_link_3,,,0,0,0,optimal; continuity_tiebreak,0.052393833387473505,1,continuity_tiebreak,0.9773594737052917,0,goal_velocity_linprog,0.0,valid,0.0030323029474697144,0.7170361292786053,0|0.204985001|0.307513964|0.301868386|0.296807907|0.266821608,0.396113476|0.332609676|0.0260598535|0.00303230295|0.00460940163|0.011364107,0.561965282|0.498461483|0.19191166|0.168884109|0.170461208|0.177215913,0.516113476|0.452609676|0.146059854|0.123032303|0.124609402|0.131364107,0|0|0|0.0275981611|0.0482851841|0.15,0|0.138318959|0.0854520639|-0.0121292078|-0.013256926|-0.0383368534,0|0|0|0|0|0,1.5844539|1.46875766|0.189691478|3.96367577e-09|0.00518068052|0.00711957439,optimal,0.052393833387473505,0.047393828071776264,0.005000005315697241,0.296221048|-0.568402946|0.387439221,0|0|0,0.021651930990628898,0.004393766983412206,0.0021894240053370595,0.009419976035133004
39,2.0,-2.03453595018851,0.5179295539855957,0.05838870629668236,0.1685902327299118,0.358524352312088,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9797608256340027,5.6241278648376465,45.5416259765625,0.3405022919178009,0.3405022919178009,0.06100892035997391,0.05838870629668236,0.002620214063291555,0.1347846276308826,0.08267771567015994,0.13478208535892316,0.05697084507407464,0.07781124028484852,0.13478208829618188,0,0,disabled,0.0,1,SERVO,direct_path,0,0.2885885479627177,1.145417804014869,4,1,1,1,1,1.1387396678997248,0.1291089951992035,0.004358034518033086;0.004451751126009923;0.005614538689064883;0.005999977987468941,0.12397988885641098;0.1291089951992035;0.12349464744329453;0.12236493080854416,128,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 8, 'obstacle_clearance': 99, 'obstacle_contact': 10, 'self_collision': 0}",0.0002919411299541134,130,122,nan,nan,1.0,filtered,12,0,2,1,20,1,1,2,1.0,0.0,0.3405022919178009,0.0,1.0,0.002286413612921409,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.0369543254353868,0,2,12,predictive_link_5|workspace_x_lower|joint_4_velocity_lower|joint_1_acceleration_upper,workspace_x_lower,,,0,0,0,optimal; continuity_tiebreak,0.06197084579552896,1,continuity_tiebreak,0.9582148194313049,0,goal_velocity_linprog,1.3877787807814457e-17,valid,0.002286413612921409,0.7170556515679675,0|0.134296196|0.193630413|0.185929227|0.180887328|0.170867015,0.3961125|0.339471202|0.0305965112|0.00228641361|0.00249623123|0.0072590527,0.561965282|0.505323985|0.196449294|0.168139196|0.168349014|0.173111835,0.5161125|0.459471202|0.150596511|0.122286414|0.122496231|0.127259053,0|0|0|0.0648339529|0.15|0.15,0|0.0714193938|0.0412002464|0.00353760061|-0.0001076196|-0.0290362106,0|0|0|0|0|0,1.58445|1.4293042|0.163586291|0.0126832551|0.00987730534|1.59061112e-10,optimal,0.06197084579552896,0.05697084507407465,0.0050000007214543105,0.296221048|-0.568402946|0.387439221,0|0|0,0.020589436986483634,0.004179293056949973,0.0020636849803850055,0.009235930978320539
40,2.0500000000000003,18.03487383817373,0.510248601436615,0.05373014882206917,0.16830618679523468,0.35083264112472534,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,1,1.0282127857208252,4.703118801116943,32.56035232543945,0.3311091661453247,0.3311091661453247,0.058388707725199565,0.05373014882206917,0.004658558903130397,0.12911858322373326,0.1476763770593243,0.12911579391189976,0.10153926216195445,0.0275765317499453,0.12911579707080062,0,0,disabled,0.0,1,SERVO,direct_path,0,0.2885885479627177,1.145417804014869,4,1,1,1,1,1.1387396678997248,0.1291089951992035,0.004358034518033086;0.004451751126009923;0.005614538689064883;0.005999977987468941,0.12397988885641098;0.1291089951992035;0.12349464744329453;0.12236493080854416,128,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 8, 'obstacle_clearance': 99, 'obstacle_contact': 10, 'self_collision': 0}",0.0002919411299541134,130,122,nan,nan,1.0,filtered,13,0,2,1,21,1,1,2,1.0,0.0,0.3311091661453247,0.0,1.0,0.002766797822719394,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.0563843729356466,0,2,12,predictive_link_4|workspace_x_lower|joint_4_velocity_lower|joint_1_acceleration_upper,workspace_x_lower,,,0,0,0,optimal; continuity_tiebreak,0.10653926161757139,1,continuity_tiebreak,0.9737191200256348,0,goal_velocity_linprog,0.0,valid,0.002766797822719394,0.7164684850126656,3.14760025e-18|0.0704878722|0.10491118|0.0716316327|0.0702137891|0.0811438655,0.396141858|0.343157424|0.0328701674|0.00276679782|0.00281668607|0.00831376557,0.561965282|0.508980848|0.198693592|0.168590222|0.16864011|0.17413719,0.516141858|0.463157424|0.152870167|0.122766798|0.122816686|0.128313766,0|0|0|0|0.15|0.15,3.01015962e-18|0.00986482294|-0.0203694739|-0.00923724835|-0.0112667445|-0.0279096107,0|0|0|0|0|0,1.58456743|1.38249452|0.111111196|0.00182994294|-2.05225972e-10|0.00534545164,optimal,0.10653926161757139,0.10153926216195447,0.004999999455616924,0.296221048|-0.568402946|0.387439221,0|0|0,0.02138713502790779,0.004326615948230028,0.002197788911871612,0.009289156063459814
