step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_obstacle_aware_attempted,hierarchical_ik_obstacle_aware_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
126,6.3500000000000005,-1.8437130328958125,0.49730774760246277,0.08358003199100494,0.1863907277584076,0.302473247051239,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.7359132170677185,6.688872814178467,22.88184356689453,0.3499999940395355,0.0,0.09268912095009119,0.08358003199100494,0.009109088959086242,0.2514336599494371,0.5810336890901345,-0.22500267232140084,0.2645410459819712,-0.48954371830337207,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.208708361024037,1.6397433331003413,0,0,0,0,-1,nan,nan,,,480,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 479, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,487,487,nan,nan,1.0,filtered,0,1,7,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.005139463731481081,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.8073062266986996,0,1,12,predictive_link_4|joint_1_acceleration_lower|joint_2_acceleration_lower,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.26954105232387077,1,continuity_tiebreak,0.9284623265266418,0,goal_velocity_linprog,3.469446951953614e-18,valid,0.005139463731481081,1.0356799573423618,3.88465116e-18|0.127874609|0.325921556|0.343901872|0.35077226|0.35077226,0.39631208|0.20373663|0.0482778342|0.0566026739|0.00513946373|0.00813946373,0.578096078|0.385520628|0.230061832|0.238386672|0.186923462|0.189923462,0.51631208|0.32373663|0.168277834|0.176602674|0.125139464|0.128139464,0|0|0|0|0.0240132581|0.0240132581,6.08663913e-19|0.114655534|0.100505713|0.0946791835|-0.0205578542|-0.0205578542,0|0|0|0|0|0,1.58524832|0.929602054|0.29361705|0.321089879|7.16096373e-10|0.0120000007,optimal,0.26954105232387077,0.26454104598197115,0.005000006341899621,0.432759643|0.53099674|0.320739418,0|-0|0,0.23171304701827466,0.004060043953359127,0.001960693974979222,0.009084300952963531
127,6.4,-1.9968501607095652,0.4939687252044678,0.0838083028793335,0.18759053945541382,0.2996126413345337,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9917604923248291,5.309162616729736,48.26421356201172,0.3500000238418579,0.0,0.08358002968100733,0.0838083028793335,-0.0002282731983261621,0.2496736777321574,0.7986170430627739,-0.24167788594140976,0.17367561516214824,-0.415353501103558,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.208708361024037,1.6397433331003413,0,0,0,0,-1,nan,nan,,,480,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 479, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,487,487,nan,nan,1.0,filtered,0,1,7,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.004307182391757522,1,1,0,0,0.1472218018947355,0.3500000238418579,filtered,linprog goal-velocity priority optimal,1.0404903418800195,0,1,12,predictive_link_4|joint_1_acceleration_lower|joint_2_velocity_lower,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.17867561218893083,1,continuity_tiebreak,0.9965677261352539,0,goal_velocity_linprog,0.0,valid,0.004307182391757522,1.0416710275960535,1.22581268e-20|0.212551893|0.539553734|0.566660885|0.585107711|0.585107711,0.396012526|0.208900814|0.0535891722|0.0617106434|0.00430718239|0.00730718239,0.578096078|0.390984365|0.235672724|0.243794195|0.186390734|0.189390734,0.516012526|0.328900814|0.173589172|0.181710643|0.124307182|0.127307182,0|0|0|0|0|0,-2.37033337e-20|0.158594197|0.15638064|0.150324992|-0.0172287314|-0.0172287314,0|0|0|0|0|0,1.58405011|0.994197454|0.370737329|0.397167566|-1.82416541e-09|0.0119999982,optimal,0.17867561218893083,0.17367561516214824,0.004999997026782582,0.432759643|0.53099674|0.320739418,0|-0|0,0.023053008946590126,0.004068985930643976,0.0019286569440737367,0.00884296593721956
128,6.45,-2.154450630613716,0.49382972717285156,0.09265833348035812,0.18789997696876526,0.2988795042037964,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.7765135169029236,5.157555103302002,199.96041870117188,0.3499999940395355,0.0,0.0838083002678707,0.09265833348035812,-0.008850033212487424,0.24597761081536387,0.6189714678943498,-0.239226269814694,-0.06824507695107312,-0.17098119286362087,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.208708361024037,1.6397433331003413,0,0,0,0,-1,nan,nan,,,480,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 479, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,487,487,nan,nan,1.0,filtered,0,1,7,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.00514072357399864,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.8529422733152379,0,1,12,predictive_link_4|joint_1_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,-0.06324507375780478,1,continuity_tiebreak,0.9869047403335571,0,goal_velocity_linprog,1.0408340855860843e-17,valid,0.00514072357399864,1.0489965144283973,4.0086507e-20|0.297603404|0.745666529|0.782953844|0.806582191|0.806582191,0.395646252|0.21632522|0.0622527936|0.0701613649|0.00514072357|0.00814072357,0.578096078|0.398775045|0.244702619|0.252611191|0.187590549|0.190590549,0.515646252|0.33632522|0.182252794|0.190161365|0.125140724|0.128140724,0|0|0|0|0|0,-1.32933645e-19|0.0962700998|0.099571868|0.0928652506|-0.0205628923|-0.0205628923,0|0|0|0|0|0,1.58258501|0.961570978|0.348583043|0.37351071|1.94756543e-09|0.0120000019,optimal,-0.06324507375780478,-0.06824507695107312,0.005000003193268349,0.432759643|0.53099674|0.320739418,0|-0|0,0.023136180941946805,0.003819430014118552,0.002059441991150379,0.008806488011032343
129,6.5,-2.17048885447744,0.4958290159702301,0.10173268616199493,0.1875743865966797,0.29965096712112427,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.5115090012550354,5.59943151473999,45.06357955932617,0.3499999940395355,0.0,0.09265833183000424,0.10173268616199493,-0.009074354331990692,0.24294939670426854,0.4026700435665142,-0.22107490061150223,-0.1323233463760678,-0.08875155423543443,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.208708361024037,1.6397433331003413,0,0,0,0,-1,nan,nan,,,480,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 479, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,487,487,nan,nan,1.0,filtered,0,1,7,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.005175548014566322,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.6315965398410439,0,1,12,predictive_link_4|joint_1_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,-0.12732334719205882,1,continuity_tiebreak,0.9897322058677673,0,goal_velocity_linprog,0.0,valid,0.005175548014566322,1.0544889219811484,1.08512418e-17|0.214752231|0.574550183|0.61308073|0.624486456|0.624486456,0.395371632|0.221273274|0.0681187438|0.075392919|0.00517554801|0.00817552684,0.578096078|0.40399772|0.25084319|0.258117365|0.187899994|0.190899973,0.515371632|0.341273274|0.188118744|0.195392919|0.125175548|0.128175527,0|0|0|0|0|0,-9.91305135e-18|0.0480002897|0.0501119908|0.0377159579|-0.0207021958|-0.0207021958,0|0|0|0|0|0,1.58148653|0.933093387|0.322586966|0.339287634|-3.71493686e-09|0.0119999116,optimal,-0.12732334719205882,-0.13232334637606774,0.004999999184008924,0.432759643|0.53099674|0.320739418,0|-0|0,0.01703035505488515,0.002969294902868569,0.0014260199386626482,0.007195021957159042
130,6.550000000000001,-2.1279384704621185,0.506099283695221,0.10603117197751999,0.1869346797466278,0.30398863554000854,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.25387054681777954,6.0690789222717285,48.282257080078125,0.3499999940395355,0.0,0.10173268909170476,0.10603117197751999,-0.004298482885815233,0.24132955883143206,0.16406453304366064,-0.20812453364128544,-0.0635966899595429,-0.14452784368174254,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.208708361024037,1.6397433331003413,0,0,0,0,-1,nan,nan,,,480,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 479, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,487,487,nan,nan,1.0,filtered,0,1,7,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.00467562742334289,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.4528834814601943,0,1,12,predictive_link_4|joint_1_acceleration_upper|joint_2_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,-0.05859669325119661,1,continuity_tiebreak,0.901019275188446,0,goal_velocity_linprog,3.469446951953614e-18,valid,0.00467562742334289,1.0579754579684197,0|0.132136404|0.37048231|0.400243006|0.405126299|0.405126299,0.395197305|0.223972623|0.0712527413|0.0777395056|0.00467562742|0.00767562742,0.578096078|0.406871396|0.254151514|0.260638278|0.1875744|0.1905744,0.515197305|0.343972623|0.191252741|0.197739506|0.124675627|0.127675627,0|0|0|0|0|0,0|0.00828641204|0.00738594175|0.000254461847|-0.0187025119|-0.0187025119,0|0|0|0|0|0,1.58078922|0.904176903|0.292396907|0.311212484|-2.17199558e-09|0.0119999978,optimal,-0.05859669325119661,-0.06359668995954289,0.004999996708346277,0.432759643|0.53099674|0.320739418,0|-0|0,0.01733325095847249,0.0028138930210843682,0.0018184150103479624,0.007313007954508066
131,6.6000000000000005,-1.990714469660441,0.49908915162086487,0.10427422821521759,0.18697232007980347,0.3010830283164978,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.2439899891614914,6.5089335441589355,27.256162643432617,0.3499999940395355,0.0,0.10603117347322898,0.10427422821521759,0.001756945258011386,0.24296185661763048,0.09384289634066371,-0.21833601451338097,0.05384331427065551,-0.2721793287840365,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.208708361024037,1.6397433331003413,0,0,0,0,-1,nan,nan,,,480,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 479, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,487,487,nan,nan,1.0,filtered,0,1,7,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0028297340503032203,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.44142088187465756,0,1,12,predictive_link_4|joint_1_acceleration_upper|joint_2_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.058843312811430126,1,continuity_tiebreak,0.1458289474248886,0,goal_velocity_linprog,0.0,valid,0.0028297340503032203,1.0596592311157655,0|0.0481093807|0.153499531|0.167710838|0.164420911|0.164420911,0.395113116|0.224765625|0.0720699231|0.0781008028|0.00282973405|0.00582973405,0.578096078|0.407748587|0.255052885|0.261083764|0.185812696|0.188812696,0.515113116|0.344765625|0.192069923|0.198100803|0.122829734|0.125829734,0|0|0|0|0.15|0.15,0|-0.024321029|-0.0239789174|-0.017902218|-0.0113189368|-0.0113189368,0|0|0|0|0|0,1.58045246|0.874741471|0.264300775|0.294500993|-6.10806853e-10|0.0119999994,optimal,0.058843312811430126,0.05384331427065551,0.004999998540774618,0.432759643|0.53099674|0.320739418,0|-0|0,0.01704864006023854,0.002713553956709802,0.001254430040717125,0.007098598056472838
132,6.65,-1.8864823202334602,0.5032750964164734,0.09598451107740402,0.1862815022468567,0.304338276386261,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.5256301164627075,6.458165645599365,25.631078720092773,0.3499999940395355,0.0,0.10427422962316966,0.09598451107740402,0.008289718545765642,0.24078114416304902,0.3398323852320877,-0.20055302644965722,0.19933965635368522,-0.39989268280334245,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.208708361024037,1.6397433331003413,0,0,0,0,-1,nan,nan,,,480,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 479, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,487,487,nan,nan,1.0,filtered,0,1,7,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0038648476299512763,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.6494648273698548,0,1,12,predictive_link_4|joint_1_acceleration_upper|joint_2_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.204339660961835,1,continuity_tiebreak,0.9027336239814758,0,goal_velocity_linprog,0.0,valid,0.0038648476299512763,1.0599162983854837,2.07844364e-20|0.0425553274|0.0802409211|0.0842651664|0.093670099|0.093670099,0.395100263|0.220407674|0.0679635903|0.0749699488|0.00386484763|0.00686484763,0.578096078|0.403403489|0.250959405|0.257965764|0.186860663|0.189860663,0.515100263|0.340407674|0.18796359|0.194969949|0.123864848|0.126864848,0|0.15|0.15|0.15|0.087364226|0.087364226,6.58519167e-20|-0.066193689|-0.0770649728|-0.0643439913|-0.0154593884|-0.0154593884,0|0|0|0|0|0,1.58040105|0.815437007|0.194789388|0.235535804|2.10220653e-09|0.0120000021,optimal,0.204339660961835,0.19933965635368522,0.005000004608149783,0.432759643|0.53099674|0.320739418,0|-0|0,0.016367134056054056,0.002868149895220995,0.0013771720696240664,0.006520697032101452
133,6.7,-1.8370221755661305,0.5017012357711792,0.08554625511169434,0.1860065460205078,0.30339527130126953,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.7916396856307983,5.890259742736816,30.83586883544922,0.3500000238418579,0.0,0.09598450635866164,0.08554625511169434,0.010438251246967303,0.24214911233080197,0.5776733581690418,-0.20929223940404268,0.2884214360462815,-0.4977136754503242,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.208708361024037,1.6397433331003413,0,0,0,0,-1,nan,nan,,,480,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 479, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,487,487,nan,nan,1.0,filtered,0,1,7,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0032264093793176046,1,1,0,0,0.1472218018947355,0.3500000238418579,filtered,linprog goal-velocity priority optimal,0.8808340274608422,0,1,12,predictive_link_4|joint_1_acceleration_upper|joint_2_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.29342143875892035,1,continuity_tiebreak,0.9808021783828735,0,goal_velocity_linprog,0.0,valid,0.0032264093793176046,1.0587095427177955,0|0.128379905|0.299789172|0.318674622|0.338170964|0.338170964,0.395160601|0.211639826|0.0586537267|0.0663427965|0.00322640938|0.00622640011,0.578096078|0.394575303|0.241589204|0.249278274|0.186161887|0.189161877,0.515160601|0.331639826|0.178653727|0.186342796|0.123226409|0.1262264,0|0.15|0.15|0.15|0.0250186067|0.025018524,0|-0.103513345|-0.0793334|-0.0691949055|-0.0129056391|-0.012905693,0|0|0|0|0|0,1.5806424|0.74304596|0.155281507|0.19617628|-1.55680889e-09|0.0119999074,optimal,0.29342143875892035,0.28842143604628145,0.005000002712638896,0.432759643|0.53099674|0.320739418,0|-0|0,0.01817957789171487,0.0028933288995176554,0.0017288440139964223,0.007781506050378084
134,6.75,-1.9426694973413157,0.49527880549430847,0.08250129967927933,0.18735790252685547,0.3265094459056854,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0183703899383545,5.244563102722168,35.09336853027344,0.3499999940395355,0.0,0.08554625326750394,0.08250129967927933,0.003044953588224611,0.2447677516362865,0.7887992716674235,-0.2287370953548887,0.23097433243792576,-0.4597114277928145,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.208708361024037,1.6397433331003413,0,0,0,0,-1,nan,nan,,,480,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 479, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,487,487,nan,nan,1.0,filtered,0,1,7,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.003219172964746289,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.085178279041769,0,1,12,predictive_link_4|joint_1_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.23597432415265923,1,continuity_tiebreak,0.9892351627349854,0,goal_velocity_linprog,0.0,valid,0.003219172964746289,1.055747943794835,9.08822717e-18|0.214078532|0.515149414|0.542925447|0.57309493|0.57309493,0.395308681|0.201585191|0.0530720778|0.0622297153|0.00321917296|0.00621917296,0.578096078|0.384372588|0.235859475|0.245017112|0.18600657|0.18900657,0.515308681|0.321585191|0.173072078|0.182229715|0.123219173|0.126219173,0|0.15|0.15|0.13858137|0|0,7.17556552e-18|-0.140093304|-0.0355720894|-0.0218506517|-0.0128766949|-0.0128766949,0|0|0|0|0|0,1.58123472|0.66624746|0.176716222|0.227068209|-3.03093342e-09|0.011999997,optimal,0.23597432415265923,0.23097433243792576,0.004999991714733476,0.432759643|0.53099674|0.320739418,0|-0|0,0.019160215044394135,0.0025720439152792096,0.0039172309916466475,0.007129319943487644
135,6.800000000000001,-2.2230251830648284,0.5264654755592346,0.08796212822198868,0.18769103288650513,0.3567056953907013,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.7986084818840027,5.82554292678833,213.03428649902344,0.3499999940395355,0.0,0.08250130158862255,0.08796212822198868,-0.005460826633366125,0.248728016891266,0.5733857137951358,-0.24508581039829494,-0.009239316769124177,-0.23584649362917076,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.208708361024037,1.6397433331003413,0,0,0,0,-1,nan,nan,,,480,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 479, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,487,487,nan,nan,1.0,filtered,0,1,7,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.004812999287684069,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.8907038405280236,0,1,12,predictive_link_4|joint_2_acceleration_lower,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,-0.0042393182286097056,1,continuity_tiebreak,0.9775311350822449,0,goal_velocity_linprog,3.469446951953614e-18,valid,0.004812999287684069,1.0508981174072645,9.05418068e-18|0.298724526|0.708987798|0.743065776|0.780669107|0.780669107,0.395551172|0.18941016|0.049182282|0.0588619734|0.00481299929|0.00781297401,0.578096078|0.371955066|0.231727188|0.241406879|0.187357905|0.19035788,0.515551172|0.30941016|0.169182282|0.178861973|0.124812999|0.127812974,0|0.15|0.0958502883|0.0753736233|0|0,-2.31482857e-18|-0.121995974|-0.0638970822|-0.0680133835|-0.0192519987|-0.0192519987,0|0|0|0|0|0,1.58220469|0.635644667|0.132832046|0.16743451|-1.55524417e-09|0.0119998973,optimal,-0.0042393182286097056,-0.009239316769124165,0.004999998540514459,0.432759643|0.53099674|0.320739418,0|-0|0,0.01673498097807169,0.0027631809934973717,0.001392569043673575,0.00703553797211498
136,6.8500000000000005,-2.232399720913851,0.5263006091117859,0.0938408151268959,0.18721601366996765,0.34512248635292053,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.5178553462028503,6.1389923095703125,60.2060546875,0.3499999940395355,0.0,0.08796212928780445,0.0938408151268959,-0.005878685839091458,0.2520248690810078,0.3390616838805336,-0.24193280353212082,-0.07689141280384448,-0.16504139072827634,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.208708361024037,1.6397433331003413,0,0,0,0,-1,nan,nan,,,480,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 479, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,487,487,nan,nan,1.0,filtered,0,1,7,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.005313555528737496,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.6490931662751727,0,1,12,predictive_link_4|joint_1_acceleration_lower|joint_2_acceleration_lower,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,-0.07189141006985898,1,continuity_tiebreak,0.9813865423202515,0,goal_velocity_linprog,0.0,valid,0.005313555528737496,1.0475496015262002,2.92927302e-18|0.231420247|0.515942431|0.542624608|0.569416249|0.569416249,0.395718598|0.183632308|0.0365295855|0.0477583696|0.00531355553|0.00831351411,0.578096078|0.366009788|0.218907066|0.23013585|0.187691036|0.190690994,0.515718598|0.303632308|0.156529586|0.16775837|0.125313556|0.128313514,0|0.15|0.15|0.14472171|0|0,-5.56158261e-18|-0.0909052606|-0.0499698258|-0.0371562904|-0.0212542215|-0.0212542215,0|0|0|0|0|0,1.58287439|0.64362397|0.0961485164|0.153877188|6.32166704e-10|0.0119998349,optimal,-0.07189141006985898,-0.07689141280384448,0.005000002733985501,0.432759643|0.53099674|0.320739418,0|-0|0,0.016139616025611758,0.0025969070848077536,0.00131689989939332,0.0060235949931666255
