episode,reward,cost,length,success,collision,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
10,-79.88470036640439,45.93368382565677,210,1,0,0,0.04963800311088562,10.5,0.15961112082004547,0.2057262987962791,0.4894605278968811,0,0.0,0.7047619047619048,0.098108866338184,0.0,0.0,0.0,0.0,0.9714285714285714,0.0,0.026071545939139407,0.0024589289556301774,0.08306741915986918,0.9440608024597168,16.663637161254883,1,1,70,3.5,0,0.29909350872675866
11,-41.73379589903766,50.13964700885117,100,1,0,0,0.04979140684008598,5.0,0.11664092540740967,0.28982702689245343,0.810580849647522,6,0.06,0.49,0.00940429183133111,0.0,0.0,0.0,0.0,1.0,0.19,-0.028674170156740758,0.0022054553218185903,0.11908678884617985,1.3167660236358643,22.603153228759766,1,1,41,2.0500000000000003,0,0.11309950979490108
12,-121.14745218478389,80.82188692130148,240,0,0,0,0.2456323802471161,12.0,0.10457058995962143,0.19846328103449196,0.830719530582428,10,0.041666666666666664,0.7375,0.056952852869229235,0.04583333333333333,0.0,0.04583333333333333,0.0,0.9458333333333333,0.05416666666666667,-0.015570613985259107,0.010095121975367268,0.14035095235449263,1.3578251600265503,25.54867935180664,1,1,29,1.4500000000000002,0,0.33174981301787704
13,6.789618948202454,10.513163410127163,52,1,0,0,0.054902754724025726,2.6,0.23684538900852203,0.19486023843861544,0.2560180425643921,0,0.0,0.8846153846153846,0.10716742836078871,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.1168454020125681,0.002628966951026366,0.12468691678861013,1.212541937828064,19.927968978881836,0,0,0,0.0,0,0.33494415578019315
14,3.396133617795531,17.850809775292873,63,1,0,0,0.052729737013578415,3.1500000000000004,0.17984996736049652,0.27319674915264525,0.5547109842300415,0,0.0,0.5873015873015873,0.03560459789358037,0.0,0.0,0.0,0.0,1.0,0.0,0.053849504390726444,0.0023961959199772943,0.16684447231865118,1.6250269412994385,31.335609436035156,1,1,11,0.55,0,0.32037724838517484
15,-29.663447245894123,38.422124247998,169,1,0,0,0.050638314336538315,8.450000000000001,0.1752319484949112,0.2191597178754722,0.5075896978378296,0,0.0,0.6390532544378699,0.03170521947202194,0.0,0.0,0.0,0.0,0.9881656804733728,0.0,0.05522404105004208,0.002539950775632844,0.12547540820352512,1.288761854171753,24.007661819458008,1,1,14,0.7000000000000001,0,0.19237470326807188
16,-41.03248705531728,35.2733251452446,7,0,1,0,0.5181923508644104,0.35000000000000003,-0.013724611140787601,0.896189272403717,0.9026117920875549,7,1.0,1.0,0.35000000067540765,1.0,0.0,1.0,0.0,0.0,1.0,-0.15948284898984313,0.152532216959766,0.0,0.0,0.0,1,0,7,0.35000000000000003,1,-0.06770098667281865
17,-4.804432484111615,20.702508006244898,87,1,0,0,0.05271031707525253,4.3500000000000005,0.17806018888950348,0.22132131975443883,0.468671590089798,0,0.0,0.7586206896551724,0.06477229718277755,0.0,0.0,0.0,0.0,1.0,0.0,0.051537488333898596,0.0023630194087651954,0.12042436520997221,1.3597012758255005,29.58808135986328,1,1,20,1.0,0,0.2854218657468015
18,7.67224119529307,7.047402624040842,49,1,0,0,0.046138033270835876,2.45,0.2604064345359802,0.14010265857285384,0.2971389591693878,0,0.0,0.46938775510204084,0.005234900501807246,0.0,0.0,0.0,0.0,1.0,0.0,0.14780239015819635,0.00255184782174777,0.1592398652312707,1.452284574508667,28.319805145263672,0,0,0,0.0,0,0.4970279583433067
19,8.692670458544315,15.054402157664299,52,1,0,0,0.0536457784473896,2.6,0.18622992932796478,0.26840854077958143,0.4329250752925873,0,0.0,0.8846153846153846,0.18203139717067116,0.0,0.0,0.0,0.0,1.0,0.0,0.05619953534410929,0.0026576623069838835,0.1181973927819994,1.2875874042510986,21.408153533935547,1,1,15,0.75,0,0.24544781711868352
