episode,reward,cost,length,success,collision,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s
10,-122.97811356278841,122.96981281787157,192,1,0,0,0.05303163081407547,9.600000000000001,0.09902023524045944,0.29699997626206215,0.8354508876800537,21,0.109375,0.7604166666666666,0.07802481388703204,0.0,0.0,0.0,0.0,0.9739583333333334,0.13541666666666666,-0.050896490485177526,0.002296987207955681,0.1286288392584538,1.3243098258972168,24.090991973876953,1,1,30,1.5
11,8.48536767877459,9.59589870274067,57,1,0,0,0.053704164922237396,2.85,0.26984450221061707,0.15454161402426267,0.2507801353931427,0,0.0,0.5263157894736842,0.006779172360663458,0.0,0.0,0.0,0.0,1.0,0.0,0.1451091593705427,0.002220963095233106,0.18681762387093745,1.7093874216079712,47.340248107910156,0,0,0,0.0
12,-19.30436034427946,26.495080621913075,121,1,0,0,0.050805944949388504,6.050000000000001,0.17074452340602875,0.20769722034677493,0.47864338755607605,0,0.0,0.47107438016528924,0.018210758656429495,0.0,0.0,0.0,0.0,0.9752066115702479,0.0,0.05074449309544993,0.002279319692680166,0.12850482782256628,1.2953516244888306,31.96805763244629,0,0,0,0.0
13,-5.615999480236226,25.74832423776388,106,1,0,0,0.044549550861120224,5.300000000000001,0.1748921424150467,0.23840416981926504,0.3705419600009918,0,0.0,0.33962264150943394,0.005568309307726186,0.0,0.0,0.0,0.0,1.0,0.0,0.054892155316679625,0.0023704655117021416,0.08588942658718464,0.8655270934104919,14.973380088806152,0,0,0,0.0
14,-74.6066567746447,45.45095998980105,240,0,0,0,0.2215682566165924,12.0,0.12950946390628815,0.18134863089459638,0.7007087469100952,0,0.0,0.7166666666666667,0.06841751619075315,0.0,0.0,0.0,0.0,0.95,0.0,0.007177703865896196,0.0024942477505343658,0.09196333604631945,0.9122833609580994,16.209829330444336,0,0,0,0.0
15,-55.674125725442195,38.55062337592244,240,0,0,0,0.21291948854923248,12.0,0.18678788840770721,0.15318324288042884,0.4205440878868103,0,0.0,0.5958333333333333,0.010019465568175132,0.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.054053860494395395,0.0024233370864142974,0.17677991508195798,1.6484686136245728,49.89393615722656,0,0,0,0.0
16,2.085803153360896,11.621023843064904,113,1,0,0,0.04783140867948532,5.65,0.269578218460083,0.10049154655595796,0.2801842987537384,0,0.0,0.8407079646017699,0.08113250665990733,0.0,0.0,0.0,0.0,1.0,0.0,0.1495782332402975,0.0026413247038700937,0.1221157314041547,1.2940245866775513,21.296451568603516,0,0,0,0.0
17,-43.32455103742895,48.332993272691965,238,1,0,0,0.05472126975655556,11.9,0.13933372497558594,0.19561476849739542,0.6081780791282654,0,0.0,0.5252100840336135,0.03938217660338788,0.0,0.0,0.0,0.0,0.9915966386554622,0.0,0.019333708675586758,0.0024436567166522772,0.09954752460779513,1.0041141510009766,24.992786407470703,0,0,0,0.0
18,18.20083685334602,4.504540823400021,28,1,0,0,0.04899313300848007,1.4000000000000001,0.29284167289733887,0.149904410221747,0.20893460512161255,0,0.0,0.7142857142857143,0.014111247954155777,0.0,0.0,0.0,0.0,1.0,0.0,0.16592716548099623,0.0024430687605802503,0.19778480247727462,1.8001359701156616,28.215396881103516,0,0,0,0.0
19,-92.46546841229852,52.08199477568269,240,0,0,0,0.43390002846717834,12.0,0.13763608038425446,0.20984183587133884,0.5755987167358398,0,0.0,0.5208333333333334,0.03154072044497888,0.0,0.0,0.0,0.0,0.9875,0.0,0.01763608702474856,0.0022944572769726316,0.10257184520208587,1.1318089962005615,33.34960174560547,0,0,0,0.0
