step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_rejection_counts,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
84,4.25,-2.063458118829049,0.5146382451057434,0.056166455149650574,0.1715022474527359,0.34058237075805664,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.028871754184365273,0.0022637173533439636,0.0038971358444541693,0.21439407765865326,0.21439407765865326,0.056244468315510755,0.056166455149650574,7.801316586018153e-05,0.12642995077580998,0.0015861907934568507,0.12642907406513593,0.001555861102242052,0.12487321296289387,0.1264290782500018,0,0,disabled,0.0,1,SERVO,direct_path,0,0.8094639119226485,2.461362009868026,30,1,1,1,1,0.4321830938302025,0.12332727760076523,0.00388254317739695;0.007040864897345793;0.002562368203208954;0.007240122400813726;0.007194335077125322;0.008036766854106838;0.0048538063344962775;0.010294356567052642;0.005619755591873508;0.0065687085282330705;0.0039136666154651585;0.006291249910595147;0.006201172981486858;0.00454440502249552;0.004569266322891701;0.004570631618308744;0.003996992429719851;0.0033411069082739087;0.0014459937889980444;0.005224299953747517;0.0037170965880849475;0.003928851960674728;0.004272223960680141;0.004127929746365102;0.003961915653058384;0.0022597598229699306;0.002522140772161619;0.0038942002816111172;0.0026969257709587298;0.005906971079204509,0.12138154357671738;0.12332727760076523;0.12070538848638535;0.12009371072053909;0.1205439642071724;0.12013671547174454;0.1203886941075325;0.1209147647023201;0.12612947821617126;0.12497272342443466;0.122990183532238;0.12542517483234406;0.1228136494755745;0.12051386386156082;0.12317762523889542;0.12589770555496216;0.12511079013347626;0.12139346450567245;0.12071038037538528;0.12305324524641037;0.1205516830086708;0.12412255257368088;0.12162493914365768;0.12245988100767136;0.12418285757303238;0.1204657182097435;0.12060854583978653;0.1250213384628296;0.12313420325517654;0.12200868874788284,192,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 35}",0.0033272776007652327,inf,0.9870183343590603,filtered,35,2,3,2,72,1,1,2,1.0,0.0,0.21439407765865326,0.0,1.0,0.00011024352521700476,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.2116779947818082,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,3.6383356542715566e-08,valid,0.00011024352521700476,0.8268449325530948,0|0.00125756982|0.0012628135|0.0012628135|0.00163044684|0.00163044684,,,,,,,,,,0.014211061992682517,0.004416583920828998,0.002062791958451271,0.002611628035083413
85,4.3,-2.063561362682734,0.5146595239639282,0.056090399622917175,0.17148174345493317,0.3406284749507904,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.028814414516091347,0.0021177944727241993,0.0037419928703457117,0.21409454941749573,0.21409454941749573,0.05616645557470287,0.056090399622917175,7.605595178569735e-05,0.1262575909902566,0.0015464799687583668,0.12625671987102108,0.0015178905390779542,0.12473882933194312,0.12625672082649725,0,0,disabled,0.0,1,SERVO,direct_path,0,0.8094639119226485,2.461362009868026,30,1,1,1,1,0.4321830938302025,0.12332727760076523,0.00388254317739695;0.007040864897345793;0.002562368203208954;0.007240122400813726;0.007194335077125322;0.008036766854106838;0.0048538063344962775;0.010294356567052642;0.005619755591873508;0.0065687085282330705;0.0039136666154651585;0.006291249910595147;0.006201172981486858;0.00454440502249552;0.004569266322891701;0.004570631618308744;0.003996992429719851;0.0033411069082739087;0.0014459937889980444;0.005224299953747517;0.0037170965880849475;0.003928851960674728;0.004272223960680141;0.004127929746365102;0.003961915653058384;0.0022597598229699306;0.002522140772161619;0.0038942002816111172;0.0026969257709587298;0.005906971079204509,0.12138154357671738;0.12332727760076523;0.12070538848638535;0.12009371072053909;0.1205439642071724;0.12013671547174454;0.1203886941075325;0.1209147647023201;0.12612947821617126;0.12497272342443466;0.122990183532238;0.12542517483234406;0.1228136494755745;0.12051386386156082;0.12317762523889542;0.12589770555496216;0.12511079013347626;0.12139346450567245;0.12071038037538528;0.12305324524641037;0.1205516830086708;0.12412255257368088;0.12162493914365768;0.12245988100767136;0.12418285757303238;0.1204657182097435;0.12060854583978653;0.1250213384628296;0.12313420325517654;0.12200868874788284,192,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 35}",0.0033272776007652327,inf,0.9873313530555193,filtered,36,2,3,2,73,1,1,2,1.0,0.0,0.21409454941749573,0.0,1.0,0.00010192138513977211,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.2114411247968629,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,3.593460870358889e-08,valid,0.00010192138513977211,0.826682489345257,0|0.00126722895|0.0012576845|0.0012576845|0.0015854422|0.0015854422,,,,,,,,,,0.013331852969713509,0.00410571601241827,0.0019501310307532549,0.002439833013340831
86,4.3500000000000005,-2.063648154652401,0.5146776437759399,0.056016065180301666,0.17146272957324982,0.3406716287136078,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.028758317232131958,0.0019978804048150778,0.0030839398968964815,0.21380238234996796,0.21380238234996796,0.05609039897165497,0.056016065180301666,7.433379135330515e-05,0.12608954045662693,0.0015109269798094045,0.12608867466147028,0.0014838393423370492,0.12460483531913323,0.1260886731974624,0,0,disabled,0.0,1,SERVO,direct_path,0,0.8094639119226485,2.461362009868026,30,1,1,1,1,0.4321830938302025,0.12332727760076523,0.00388254317739695;0.007040864897345793;0.002562368203208954;0.007240122400813726;0.007194335077125322;0.008036766854106838;0.0048538063344962775;0.010294356567052642;0.005619755591873508;0.0065687085282330705;0.0039136666154651585;0.006291249910595147;0.006201172981486858;0.00454440502249552;0.004569266322891701;0.004570631618308744;0.003996992429719851;0.0033411069082739087;0.0014459937889980444;0.005224299953747517;0.0037170965880849475;0.003928851960674728;0.004272223960680141;0.004127929746365102;0.003961915653058384;0.0022597598229699306;0.002522140772161619;0.0038942002816111172;0.0026969257709587298;0.005906971079204509,0.12138154357671738;0.12332727760076523;0.12070538848638535;0.12009371072053909;0.1205439642071724;0.12013671547174454;0.1203886941075325;0.1209147647023201;0.12612947821617126;0.12497272342443466;0.122990183532238;0.12542517483234406;0.1228136494755745;0.12051386386156082;0.12317762523889542;0.12589770555496216;0.12511079013347626;0.12139346450567245;0.12071038037538528;0.12305324524641037;0.1205516830086708;0.12412255257368088;0.12162493914365768;0.12245988100767136;0.12418285757303238;0.1204657182097435;0.12060854583978653;0.1250213384628296;0.12313420325517654;0.12200868874788284,192,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 35}",0.0033272776007652327,inf,0.9876062953127381,filtered,37,2,3,2,74,1,1,2,1.0,0.0,0.21380238234996796,0.0,1.0,9.453935992388696e-05,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.2112049989775942,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,3.549012773398051e-08,valid,9.453935992388696e-05,0.8265198709078438,2.96440293e-20|0.00127569269|0.00125454255|0.00125454255|0.0015457278|0.0015457278,,,,,,,,,,0.01620047609321773,0.004833400947973132,0.0023600279819220304,0.0024911980144679546
87,4.4,-2.0637233795784367,0.5146938562393188,0.055943213403224945,0.17144499719142914,0.3407123386859894,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.02870331145823002,0.0018888742197304964,0.0030516968108713627,0.21351663768291473,0.21351663768291473,0.056016063561295175,0.055943213403224945,7.285015807022982e-05,0.12592528931813443,0.0014796783936492455,0.12592442866273518,0.0014539186292134613,0.12447051003352172,0.1259244250231995,0,0,disabled,0.0,1,SERVO,direct_path,0,0.8094639119226485,2.461362009868026,30,1,1,1,1,0.4321830938302025,0.12332727760076523,0.00388254317739695;0.007040864897345793;0.002562368203208954;0.007240122400813726;0.007194335077125322;0.008036766854106838;0.0048538063344962775;0.010294356567052642;0.005619755591873508;0.0065687085282330705;0.0039136666154651585;0.006291249910595147;0.006201172981486858;0.00454440502249552;0.004569266322891701;0.004570631618308744;0.003996992429719851;0.0033411069082739087;0.0014459937889980444;0.005224299953747517;0.0037170965880849475;0.003928851960674728;0.004272223960680141;0.004127929746365102;0.003961915653058384;0.0022597598229699306;0.002522140772161619;0.0038942002816111172;0.0026969257709587298;0.005906971079204509,0.12138154357671738;0.12332727760076523;0.12070538848638535;0.12009371072053909;0.1205439642071724;0.12013671547174454;0.1203886941075325;0.1209147647023201;0.12612947821617126;0.12497272342443466;0.122990183532238;0.12542517483234406;0.1228136494755745;0.12051386386156082;0.12317762523889542;0.12589770555496216;0.12511079013347626;0.12139346450567245;0.12071038037538528;0.12305324524641037;0.1205516830086708;0.12412255257368088;0.12162493914365768;0.12245988100767136;0.12418285757303238;0.1204657182097435;0.12060854583978653;0.1250213384628296;0.12313420325517654;0.12200868874788284,192,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 35}",0.0033272776007652327,inf,0.9878514760040318,filtered,38,2,3,2,75,1,1,2,1.0,0.0,0.21351663768291473,0.0,1.0,8.814652982129523e-05,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.21096839402187947,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,3.504877806514636e-08,valid,8.814652982129523e-05,0.8263560284562972,7.08578988e-21|0.00128331859|0.00125292672|0.00125292672|0.00151017346|0.00151017346,,,,,,,,,,0.012750762049108744,0.004008040996268392,0.0018058669520542026,0.002205414930358529
88,4.45,-2.0637892199360652,0.5147079229354858,0.05587178096175194,0.17142842710018158,0.34075072407722473,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.02864924818277359,0.0018026644829660654,0.0024030636996030807,0.2132364958524704,0.2132364958524704,0.05594321211793627,0.05587178096175194,7.14311561843331e-05,0.12576430725163107,0.0014516260619327796,0.12576345152275714,0.0014270164422075778,0.12433643508054956,0.12576344863335678,0,0,disabled,0.0,1,SERVO,direct_path,0,0.8094639119226485,2.461362009868026,30,1,1,1,1,0.4321830938302025,0.12332727760076523,0.00388254317739695;0.007040864897345793;0.002562368203208954;0.007240122400813726;0.007194335077125322;0.008036766854106838;0.0048538063344962775;0.010294356567052642;0.005619755591873508;0.0065687085282330705;0.0039136666154651585;0.006291249910595147;0.006201172981486858;0.00454440502249552;0.004569266322891701;0.004570631618308744;0.003996992429719851;0.0033411069082739087;0.0014459937889980444;0.005224299953747517;0.0037170965880849475;0.003928851960674728;0.004272223960680141;0.004127929746365102;0.003961915653058384;0.0022597598229699306;0.002522140772161619;0.0038942002816111172;0.0026969257709587298;0.005906971079204509,0.12138154357671738;0.12332727760076523;0.12070538848638535;0.12009371072053909;0.1205439642071724;0.12013671547174454;0.1203886941075325;0.1209147647023201;0.12612947821617126;0.12497272342443466;0.122990183532238;0.12542517483234406;0.1228136494755745;0.12051386386156082;0.12317762523889542;0.12589770555496216;0.12511079013347626;0.12139346450567245;0.12071038037538528;0.12305324524641037;0.1205516830086708;0.12412255257368088;0.12162493914365768;0.12245988100767136;0.12418285757303238;0.1204657182097435;0.12060854583978653;0.1250213384628296;0.12313420325517654;0.12200868874788284,192,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 35}",0.0033272776007652327,inf,0.988065362546503,filtered,39,2,3,2,76,1,1,2,1.0,0.0,0.2132364958524704,0.0,1.0,8.247454735828275e-05,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.21073231145594387,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,3.460984297298884e-08,valid,8.247454735828275e-05,0.8261921551444981,5.85861312e-20|0.00128999031|0.00125240786|0.00125240786|0.00147892351|0.00147892351,,,,,,,,,,0.009987206081859767,0.0031745770247653127,0.0014357370091602206,0.0018671329598873854
89,4.5,-2.063844718101795,0.5147204399108887,0.055801521986722946,0.17141281068325043,0.34078752994537354,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.02859608642756939,0.0017224763287231326,0.0023418129421770573,0.21296168863773346,0.21296168863773346,0.05587178047675461,0.055801521986722946,7.025849003166468e-05,0.12560644809671315,0.0014266710909150325,0.12560559709059646,0.001403054626960212,0.12420254246363625,0.12560559600027182,0,0,disabled,0.0,1,SERVO,direct_path,0,0.8094639119226485,2.461362009868026,30,1,1,1,1,0.4321830938302025,0.12332727760076523,0.00388254317739695;0.007040864897345793;0.002562368203208954;0.007240122400813726;0.007194335077125322;0.008036766854106838;0.0048538063344962775;0.010294356567052642;0.005619755591873508;0.0065687085282330705;0.0039136666154651585;0.006291249910595147;0.006201172981486858;0.00454440502249552;0.004569266322891701;0.004570631618308744;0.003996992429719851;0.0033411069082739087;0.0014459937889980444;0.005224299953747517;0.0037170965880849475;0.003928851960674728;0.004272223960680141;0.004127929746365102;0.003961915653058384;0.0022597598229699306;0.002522140772161619;0.0038942002816111172;0.0026969257709587298;0.005906971079204509,0.12138154357671738;0.12332727760076523;0.12070538848638535;0.12009371072053909;0.1205439642071724;0.12013671547174454;0.1203886941075325;0.1209147647023201;0.12612947821617126;0.12497272342443466;0.122990183532238;0.12542517483234406;0.1228136494755745;0.12051386386156082;0.12317762523889542;0.12589770555496216;0.12511079013347626;0.12139346450567245;0.12071038037538528;0.12305324524641037;0.1205516830086708;0.12412255257368088;0.12162493914365768;0.12245988100767136;0.12418285757303238;0.1204657182097435;0.12060854583978653;0.1250213384628296;0.12313420325517654;0.12200868874788284,192,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 35}",0.0033272776007652327,inf,0.9882563048763516,filtered,40,2,3,2,77,1,1,2,1.0,0.0,0.21296168863773346,0.0,1.0,7.751427948655965e-05,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.2104966086795341,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,9.739557959827574e-09,valid,7.751427948655965e-05,0.8260275211625068,5.36597929e-20|0.00129597038|0.00125267007|0.00125267007|0.0014508699|0.0014508699,,,,,,,,,,0.009894969989545643,0.003310306929051876,0.0014184099854901433,0.0017279009334743023
90,4.55,-2.0638921247535262,0.5147312879562378,0.05573234334588051,0.1713981181383133,0.3408222794532776,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.028543652966618538,0.0016555741894990206,0.002069816691800952,0.21269135177135468,0.21269135177135468,0.05580152234695748,0.05573234334588051,6.917900107697439e-05,0.1254511819398231,0.0014043903475639541,0.1254503355043365,0.0013816243849718228,0.1240687111193647,0.1254503363141987,0,0,disabled,0.0,1,SERVO,direct_path,0,0.8094639119226485,2.461362009868026,30,1,1,1,1,0.4321830938302025,0.12332727760076523,0.00388254317739695;0.007040864897345793;0.002562368203208954;0.007240122400813726;0.007194335077125322;0.008036766854106838;0.0048538063344962775;0.010294356567052642;0.005619755591873508;0.0065687085282330705;0.0039136666154651585;0.006291249910595147;0.006201172981486858;0.00454440502249552;0.004569266322891701;0.004570631618308744;0.003996992429719851;0.0033411069082739087;0.0014459937889980444;0.005224299953747517;0.0037170965880849475;0.003928851960674728;0.004272223960680141;0.004127929746365102;0.003961915653058384;0.0022597598229699306;0.002522140772161619;0.0038942002816111172;0.0026969257709587298;0.005906971079204509,0.12138154357671738;0.12332727760076523;0.12070538848638535;0.12009371072053909;0.1205439642071724;0.12013671547174454;0.1203886941075325;0.1209147647023201;0.12612947821617126;0.12497272342443466;0.122990183532238;0.12542517483234406;0.1228136494755745;0.12051386386156082;0.12317762523889542;0.12589770555496216;0.12511079013347626;0.12139346450567245;0.12071038037538528;0.12305324524641037;0.1205516830086708;0.12412255257368088;0.12162493914365768;0.12245988100767136;0.12418285757303238;0.1204657182097435;0.12060854583978653;0.1250213384628296;0.12313420325517654;0.12200868874788284,192,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 35}",0.0033272776007652327,inf,0.9884247726717049,filtered,41,2,3,2,78,1,1,2,1.0,0.0,0.21269135177135468,0.0,1.0,7.317069798402909e-05,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.21026108627487586,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,7.317069798402909e-05,0.8258620616159749,3.24078964e-21|0.00130130583|0.00125351771|0.00125351771|0.0014259148|0.0014259148,,,,,,,,,,0.010468272026628256,0.003319121082313359,0.0013496450847014785,0.0019839139422401786
91,4.6000000000000005,-2.063932133511808,0.5147406458854675,0.05566415190696716,0.17138423025608063,0.3408554494380951,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.02849198319017887,0.0015979190357029438,0.001805153558962047,0.2124251127243042,0.2124251127243042,0.05573234372905158,0.05566415190696716,6.81918220844166e-05,0.1252982834435794,0.001384454435866581,0.12529744142522317,0.0013624275197005203,0.12393501390552265,0.1252974422866683,0,0,disabled,0.0,1,SERVO,direct_path,0,0.8094639119226485,2.461362009868026,30,1,1,1,1,0.4321830938302025,0.12332727760076523,0.00388254317739695;0.007040864897345793;0.002562368203208954;0.007240122400813726;0.007194335077125322;0.008036766854106838;0.0048538063344962775;0.010294356567052642;0.005619755591873508;0.0065687085282330705;0.0039136666154651585;0.006291249910595147;0.006201172981486858;0.00454440502249552;0.004569266322891701;0.004570631618308744;0.003996992429719851;0.0033411069082739087;0.0014459937889980444;0.005224299953747517;0.0037170965880849475;0.003928851960674728;0.004272223960680141;0.004127929746365102;0.003961915653058384;0.0022597598229699306;0.002522140772161619;0.0038942002816111172;0.0026969257709587298;0.005906971079204509,0.12138154357671738;0.12332727760076523;0.12070538848638535;0.12009371072053909;0.1205439642071724;0.12013671547174454;0.1203886941075325;0.1209147647023201;0.12612947821617126;0.12497272342443466;0.122990183532238;0.12542517483234406;0.1228136494755745;0.12051386386156082;0.12317762523889542;0.12589770555496216;0.12511079013347626;0.12139346450567245;0.12071038037538528;0.12305324524641037;0.1205516830086708;0.12412255257368088;0.12162493914365768;0.12245988100767136;0.12418285757303238;0.1204657182097435;0.12060854583978653;0.1250213384628296;0.12313420325517654;0.12200868874788284,192,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 35}",0.0033272776007652327,inf,0.9885737455884366,filtered,42,2,3,2,79,1,1,2,1.0,0.0,0.2124251127243042,0.0,1.0,6.933546060898521e-05,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.2100259158956821,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,9.597030232793777e-09,valid,6.933546060898521e-05,0.8256968015058724,0|0.00130612145|0.0012548054|0.0012548054|0.00140363479|0.00140363479,,,,,,,,,,0.010014708037488163,0.0032566289883106947,0.0013655510265380144,0.0017616270342841744
92,4.65,-2.063968300787325,0.5147495269775391,0.05559682846069336,0.17137090861797333,0.34088829159736633,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.02844088524580002,0.0015502313617616892,0.001645090989768505,0.21216259896755219,0.21216259896755219,0.05566415067347891,0.05559682846069336,6.732221278554773e-05,0.125147561572301,0.0013666390691248263,0.12514672382901065,0.001345253574965261,0.12380147025404539,0.12514672105582522,0,0,disabled,0.0,1,SERVO,direct_path,0,0.8094639119226485,2.461362009868026,30,1,1,1,1,0.4321830938302025,0.12332727760076523,0.00388254317739695;0.007040864897345793;0.002562368203208954;0.007240122400813726;0.007194335077125322;0.008036766854106838;0.0048538063344962775;0.010294356567052642;0.005619755591873508;0.0065687085282330705;0.0039136666154651585;0.006291249910595147;0.006201172981486858;0.00454440502249552;0.004569266322891701;0.004570631618308744;0.003996992429719851;0.0033411069082739087;0.0014459937889980444;0.005224299953747517;0.0037170965880849475;0.003928851960674728;0.004272223960680141;0.004127929746365102;0.003961915653058384;0.0022597598229699306;0.002522140772161619;0.0038942002816111172;0.0026969257709587298;0.005906971079204509,0.12138154357671738;0.12332727760076523;0.12070538848638535;0.12009371072053909;0.1205439642071724;0.12013671547174454;0.1203886941075325;0.1209147647023201;0.12612947821617126;0.12497272342443466;0.122990183532238;0.12542517483234406;0.1228136494755745;0.12051386386156082;0.12317762523889542;0.12589770555496216;0.12511079013347626;0.12139346450567245;0.12071038037538528;0.12305324524641037;0.1205516830086708;0.12412255257368088;0.12162493914365768;0.12245988100767136;0.12418285757303238;0.1204657182097435;0.12060854583978653;0.1250213384628296;0.12313420325517654;0.12200868874788284,192,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 35}",0.0033272776007652327,inf,0.9887056817442489,filtered,43,2,3,2,80,1,1,2,1.0,0.0,0.21216259896755219,0.0,1.0,6.599340311989887e-05,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.20979104726740036,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,3.088374412338422e-08,valid,6.599340311989887e-05,0.8255313837079784,0|0.0013104226|0.00125633807|0.00125633807|0.00138369779|0.00138369779,,,,,,,,,,0.00960253900848329,0.0030576419085264206,0.0013379220617935061,0.0017506869044154882
93,4.7,-2.0639965777367095,0.5147567391395569,0.05553029477596283,0.17135821282863617,0.34091916680336,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.028390346094965935,0.0015093735419213772,0.001409034477546811,0.211903378367424,0.211903378367424,0.055596828464447565,0.05553029477596283,6.653368848473507e-05,0.12499876171321879,0.001350541510557353,0.12499792812395284,0.0013297073258605773,0.12366822079809227,0.12499792813239341,0,0,disabled,0.0,1,SERVO,direct_path,0,0.8094639119226485,2.461362009868026,30,1,1,1,1,0.4321830938302025,0.12332727760076523,0.00388254317739695;0.007040864897345793;0.002562368203208954;0.007240122400813726;0.007194335077125322;0.008036766854106838;0.0048538063344962775;0.010294356567052642;0.005619755591873508;0.0065687085282330705;0.0039136666154651585;0.006291249910595147;0.006201172981486858;0.00454440502249552;0.004569266322891701;0.004570631618308744;0.003996992429719851;0.0033411069082739087;0.0014459937889980444;0.005224299953747517;0.0037170965880849475;0.003928851960674728;0.004272223960680141;0.004127929746365102;0.003961915653058384;0.0022597598229699306;0.002522140772161619;0.0038942002816111172;0.0026969257709587298;0.005906971079204509,0.12138154357671738;0.12332727760076523;0.12070538848638535;0.12009371072053909;0.1205439642071724;0.12013671547174454;0.1203886941075325;0.1209147647023201;0.12612947821617126;0.12497272342443466;0.122990183532238;0.12542517483234406;0.1228136494755745;0.12051386386156082;0.12317762523889542;0.12589770555496216;0.12511079013347626;0.12139346450567245;0.12071038037538528;0.12305324524641037;0.1205516830086708;0.12412255257368088;0.12162493914365768;0.12245988100767136;0.12418285757303238;0.1204657182097435;0.12060854583978653;0.1250213384628296;0.12313420325517654;0.12200868874788284,192,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 35}",0.0033272776007652327,inf,0.9888220086306799,filtered,44,2,3,2,81,1,1,2,1.0,0.0,0.211903378367424,0.0,1.0,6.304823060855613e-05,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.20955672906717368,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,2.9906630450750316e-08,valid,6.304823060855613e-05,0.825364417764469,3.04455436e-21|0.00131428351|0.00125804262|0.00125804262|0.00136588024|0.00136588024,,,,,,,,,,0.011153636034578085,0.0032046260312199593,0.0019204759737476707,0.00198572501540184
