step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_rejection_counts,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
32,1.6500000000000001,-2.0709016942558116,0.5223896503448486,0.06973567605018616,0.1826532632112503,0.3451743423938751,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0684099867939949,0.0877608060836792,18.706520080566406,0.2756989002227783,0.2756989002227783,0.07131255888461017,0.06973567605018616,0.0015768828344240177,0.15941474634597702,0.03205664228668122,0.15941109299571643,0.031543536183055366,0.12786755681266107,0.15941110351094603,0,0,disabled,0.0,1,SERVO,direct_path,0,1.0552287659374997,1.6518980979453772,29,1,1,1,13,1.481064295280211,0.12250619381666183,0.003890292529818628;0.004076844174794892;0.0009663148596692608;0.0020034397975021486;0.0024344639665134695;0.005338345888269345;0.0033220907566458386;0.0062700432326995206;0.0032370493080716265;0.002209922876834048;0.005614491211154724;0.0026864372202879427;0.005138412591374661;0.004191459628571066;0.0023293738752595944;0.006657935733082371;0.004680427390668924;0.0029226302427697317;0.001670891195190671;0.005388921363869474;0.004338712538048344;0.003676977526676491;0.005547559181507695;0.005988424355860672;0.003268645734089763;0.008243860735372796;0.006242806938119975;0.002956813276811916;0.006827411266505284,0.12136591225862503;0.1220066025853157;0.12199259549379349;0.12081978470087051;0.1213955208659172;0.12286367267370224;0.12262988835573196;0.12559203803539276;0.12192917615175247;0.12037783116102219;0.1246412917971611;0.12200220674276352;0.12117699533700943;0.12250619381666183;0.12372177094221115;0.12289880961179733;0.12167029827833176;0.12225804477930069;0.12053390592336655;0.12547297775745392;0.12228534370660782;0.12205126136541367;0.12251966446638107;0.12098843604326248;0.1213478073477745;0.12092133611440659;0.1217789426445961;0.12049280852079391;0.12203999608755112,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 36}",0.002506193816661839,inf,0.7863024740187072,filtered,3,1,2,1,20,1,1,2,1.0,0.0,0.2756989002227783,0.0,1.0,0.00774327519489415,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.21847061186291636,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,2.8678079654065325e-08,valid,0.00774327519489415,0.8310106212911706,0|0.00835034022|0.0329542828|0.0329542828|0.0339099036|0.0339099036,,,,,,,,,,0.015615265001542866,0.004800140974111855,0.0022292640060186386,0.002488589030690491
33,1.7000000000000002,-2.0299246629302443,0.5110555291175842,0.06842102855443954,0.18136383593082428,0.3349851965904236,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.06088349595665932,0.18240302801132202,2.8171308040618896,0.2695775330066681,0.2695775330066681,0.0697356779397838,0.06842102855443954,0.0013146493853442576,0.15598205616299898,0.026896873860242466,0.15597870528319926,0.02629843987370673,0.12968026540949254,0.15597870950968723,0,0,disabled,0.0,1,SERVO,direct_path,0,1.0552287659374997,1.6518980979453772,29,1,1,1,13,1.481064295280211,0.12250619381666183,0.003890292529818628;0.004076844174794892;0.0009663148596692608;0.0020034397975021486;0.0024344639665134695;0.005338345888269345;0.0033220907566458386;0.0062700432326995206;0.0032370493080716265;0.002209922876834048;0.005614491211154724;0.0026864372202879427;0.005138412591374661;0.004191459628571066;0.0023293738752595944;0.006657935733082371;0.004680427390668924;0.0029226302427697317;0.001670891195190671;0.005388921363869474;0.004338712538048344;0.003676977526676491;0.005547559181507695;0.005988424355860672;0.003268645734089763;0.008243860735372796;0.006242806938119975;0.002956813276811916;0.006827411266505284,0.12136591225862503;0.1220066025853157;0.12199259549379349;0.12081978470087051;0.1213955208659172;0.12286367267370224;0.12262988835573196;0.12559203803539276;0.12192917615175247;0.12037783116102219;0.1246412917971611;0.12200220674276352;0.12117699533700943;0.12250619381666183;0.12372177094221115;0.12289880961179733;0.12167029827833176;0.12225804477930069;0.12053390592336655;0.12547297775745392;0.12228534370660782;0.12205126136541367;0.12251966446638107;0.12098843604326248;0.1213478073477745;0.12092133611440659;0.1217789426445961;0.12049280852079391;0.12203999608755112,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 36}",0.002506193816661839,inf,0.7924246766540647,filtered,4,1,2,1,21,1,1,2,1.0,0.0,0.2695775330066681,0.0,1.0,0.0064463508293364224,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.22145736531565036,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,4.180787169238975e-08,valid,0.0064463508293364224,0.8312159705854013,0|0.00791973399|0.0310100323|0.0310100323|0.0320570928|0.0320570928,,,,,,,,,,0.009822438936680555,0.0029575610533356667,0.0013627740554511547,0.0018001310527324677
34,1.75,-2.0267642863724755,0.5098862648010254,0.06720905750989914,0.1801784783601761,0.3332850933074951,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.05758322775363922,0.07688611000776291,2.1676087379455566,0.2643910050392151,0.2643910050392151,0.06842102927989618,0.06720905750989914,0.0012119717699970445,0.1531174575171892,0.02482266665708199,0.15311437226383867,0.02424301259928371,0.12887135966455496,0.15311437388728455,0,0,disabled,0.0,1,SERVO,direct_path,0,1.0552287659374997,1.6518980979453772,29,1,1,1,13,1.481064295280211,0.12250619381666183,0.003890292529818628;0.004076844174794892;0.0009663148596692608;0.0020034397975021486;0.0024344639665134695;0.005338345888269345;0.0033220907566458386;0.0062700432326995206;0.0032370493080716265;0.002209922876834048;0.005614491211154724;0.0026864372202879427;0.005138412591374661;0.004191459628571066;0.0023293738752595944;0.006657935733082371;0.004680427390668924;0.0029226302427697317;0.001670891195190671;0.005388921363869474;0.004338712538048344;0.003676977526676491;0.005547559181507695;0.005988424355860672;0.003268645734089763;0.008243860735372796;0.006242806938119975;0.002956813276811916;0.006827411266505284,0.12136591225862503;0.1220066025853157;0.12199259549379349;0.12081978470087051;0.1213955208659172;0.12286367267370224;0.12262988835573196;0.12559203803539276;0.12192917615175247;0.12037783116102219;0.1246412917971611;0.12200220674276352;0.12117699533700943;0.12250619381666183;0.12372177094221115;0.12289880961179733;0.12167029827833176;0.12225804477930069;0.12053390592336655;0.12547297775745392;0.12228534370660782;0.12205126136541367;0.12251966446638107;0.12098843604326248;0.1213478073477745;0.12092133611440659;0.1217789426445961;0.12049280852079391;0.12203999608755112,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 36}",0.002506193816661839,inf,0.8214978557214282,filtered,5,1,2,1,22,1,1,2,1.0,0.0,0.2643910050392151,0.0,1.0,0.005925913198682131,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.21998045449061887,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,4.880450188080032e-08,valid,0.005925913198682131,0.8313930470777874,2.58251552e-18|0.00666250377|0.0257941329|0.0257941329|0.026897174|0.026897174,,,,,,,,,,0.01265488809440285,0.004168938961811364,0.0016505169915035367,0.0022769910283386707
35,1.8,-2.0026199305154044,0.5031261444091797,0.06617327779531479,0.17916934192180634,0.3271304965019226,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.052635401487350464,0.12579160928726196,1.0076647996902466,0.25959089398384094,0.25959089398384094,0.0672090597329264,0.06617327779531479,0.0010357819376116129,0.1504733698449253,0.02133058848808249,0.15047052306982445,0.02072004397054419,0.12975047909928025,0.1504705280468333,0,0,disabled,0.0,1,SERVO,direct_path,0,1.0552287659374997,1.6518980979453772,29,1,1,1,13,1.481064295280211,0.12250619381666183,0.003890292529818628;0.004076844174794892;0.0009663148596692608;0.0020034397975021486;0.0024344639665134695;0.005338345888269345;0.0033220907566458386;0.0062700432326995206;0.0032370493080716265;0.002209922876834048;0.005614491211154724;0.0026864372202879427;0.005138412591374661;0.004191459628571066;0.0023293738752595944;0.006657935733082371;0.004680427390668924;0.0029226302427697317;0.001670891195190671;0.005388921363869474;0.004338712538048344;0.003676977526676491;0.005547559181507695;0.005988424355860672;0.003268645734089763;0.008243860735372796;0.006242806938119975;0.002956813276811916;0.006827411266505284,0.12136591225862503;0.1220066025853157;0.12199259549379349;0.12081978470087051;0.1213955208659172;0.12286367267370224;0.12262988835573196;0.12559203803539276;0.12192917615175247;0.12037783116102219;0.1246412917971611;0.12200220674276352;0.12117699533700943;0.12250619381666183;0.12372177094221115;0.12289880961179733;0.12167029827833176;0.12225804477930069;0.12053390592336655;0.12547297775745392;0.12228534370660782;0.12205126136541367;0.12251966446638107;0.12098843604326248;0.1213478073477745;0.12092133611440659;0.1217789426445961;0.12049280852079391;0.12203999608755112,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 36}",0.002506193816661839,inf,0.8320269990198451,filtered,6,1,2,1,23,1,1,2,1.0,0.0,0.25959089398384094,0.0,1.0,0.005044759608161337,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.22140773702486066,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,7.135497636159838e-08,valid,0.005044759608161337,0.8315547324336507,7.1952829e-20|0.00614215677|0.0237148951|0.0237148951|0.024822531|0.024822531,,,,,,,,,,0.016662794980220497,0.004355006036348641,0.0029988930327817798,0.003867777995765209
36,1.85,-2.0077040061663185,0.5040273070335388,0.06523346900939941,0.17825768887996674,0.3278462290763855,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.04974668473005295,0.07247211039066315,1.1010768413543701,0.25543922185897827,0.25543922185897827,0.06617327611706308,0.06523346900939941,0.0009398071076636705,0.14821190143746174,0.019393598387751954,0.14820926455535915,0.01879969046081204,0.12940957409454712,0.14820926079655414,0,0,disabled,0.0,1,SERVO,direct_path,0,1.0552287659374997,1.6518980979453772,29,1,1,1,13,1.481064295280211,0.12250619381666183,0.003890292529818628;0.004076844174794892;0.0009663148596692608;0.0020034397975021486;0.0024344639665134695;0.005338345888269345;0.0033220907566458386;0.0062700432326995206;0.0032370493080716265;0.002209922876834048;0.005614491211154724;0.0026864372202879427;0.005138412591374661;0.004191459628571066;0.0023293738752595944;0.006657935733082371;0.004680427390668924;0.0029226302427697317;0.001670891195190671;0.005388921363869474;0.004338712538048344;0.003676977526676491;0.005547559181507695;0.005988424355860672;0.003268645734089763;0.008243860735372796;0.006242806938119975;0.002956813276811916;0.006827411266505284,0.12136591225862503;0.1220066025853157;0.12199259549379349;0.12081978470087051;0.1213955208659172;0.12286367267370224;0.12262988835573196;0.12559203803539276;0.12192917615175247;0.12037783116102219;0.1246412917971611;0.12200220674276352;0.12117699533700943;0.12250619381666183;0.12372177094221115;0.12289880961179733;0.12167029827833176;0.12225804477930069;0.12053390592336655;0.12547297775745392;0.12228534370660782;0.12205126136541367;0.12251966446638107;0.12098843604326248;0.1213478073477745;0.12092133611440659;0.1217789426445961;0.12049280852079391;0.12203999608755112,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 36}",0.002506193816661839,inf,0.852910260552679,filtered,7,1,2,1,24,1,1,2,1.0,0.0,0.25543922185897827,0.0,1.0,0.004557250907535157,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.2207406279547832,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,8.75906873490373e-08,valid,0.004557250907535157,0.8316925989541186,0|0.00535972499|0.0201983488|0.0201983488|0.0213302604|0.0213302604,,,,,,,,,,0.014684146968647838,0.004305866081267595,0.0020585890160873532,0.002782650990411639
37,1.9000000000000001,-2.013601138658869,0.5049958229064941,0.06441778689622879,0.17747102677822113,0.3291558027267456,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.04640645161271095,0.09069359302520752,0.38469552993774414,0.2516554594039917,0.2516554594039917,0.06523346751810011,0.06441778689622879,0.0008156806218713175,0.14615813087782478,0.016921398780752474,0.1461556809937644,0.016315881272299354,0.12983979972146503,0.14615567765250614,0,0,disabled,0.0,1,SERVO,direct_path,0,1.0552287659374997,1.6518980979453772,29,1,1,1,13,1.481064295280211,0.12250619381666183,0.003890292529818628;0.004076844174794892;0.0009663148596692608;0.0020034397975021486;0.0024344639665134695;0.005338345888269345;0.0033220907566458386;0.0062700432326995206;0.0032370493080716265;0.002209922876834048;0.005614491211154724;0.0026864372202879427;0.005138412591374661;0.004191459628571066;0.0023293738752595944;0.006657935733082371;0.004680427390668924;0.0029226302427697317;0.001670891195190671;0.005388921363869474;0.004338712538048344;0.003676977526676491;0.005547559181507695;0.005988424355860672;0.003268645734089763;0.008243860735372796;0.006242806938119975;0.002956813276811916;0.006827411266505284,0.12136591225862503;0.1220066025853157;0.12199259549379349;0.12081978470087051;0.1213955208659172;0.12286367267370224;0.12262988835573196;0.12559203803539276;0.12192917615175247;0.12037783116102219;0.1246412917971611;0.12200220674276352;0.12117699533700943;0.12250619381666183;0.12372177094221115;0.12289880961179733;0.12167029827833176;0.12225804477930069;0.12053390592336655;0.12547297775745392;0.12228534370660782;0.12205126136541367;0.12251966446638107;0.12098843604326248;0.1213478073477745;0.12092133611440659;0.1217789426445961;0.12049280852079391;0.12203999608755112,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 36}",0.002506193816661839,inf,0.8641610569760061,filtered,8,1,2,1,25,1,1,2,1.0,0.0,0.2516554594039917,0.0,1.0,0.0039321096595085064,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.22139951476116462,0,0,12,,predictive_link_2,,,0,0,1,solved,osqp,1.1717083450712984e-07,valid,0.0039321096595085064,0.8318126844796264,5.56845193e-20|0.00490631272|0.0182561204|0.0182561204|0.0193929151|0.0193929151,,,,,,,,,,0.016878124908544123,0.005431410041637719,0.002099274075590074,0.003104151925072074
38,1.9500000000000002,-2.0203967428199245,0.5063737034797668,0.06368391215801239,0.17676769196987152,0.33050018548965454,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.04411555454134941,0.06267800182104111,0.5844906568527222,0.2483401745557785,0.2483401745557785,0.06441778911494446,0.06368391215801239,0.0007338769569320697,0.14437453048688775,0.015269271652647928,0.14437224551213765,0.014680279888680722,0.12969196562345692,0.14437225048469227,0,0,disabled,0.0,1,SERVO,direct_path,0,1.0552287659374997,1.6518980979453772,29,1,1,1,13,1.481064295280211,0.12250619381666183,0.003890292529818628;0.004076844174794892;0.0009663148596692608;0.0020034397975021486;0.0024344639665134695;0.005338345888269345;0.0033220907566458386;0.0062700432326995206;0.0032370493080716265;0.002209922876834048;0.005614491211154724;0.0026864372202879427;0.005138412591374661;0.004191459628571066;0.0023293738752595944;0.006657935733082371;0.004680427390668924;0.0029226302427697317;0.001670891195190671;0.005388921363869474;0.004338712538048344;0.003676977526676491;0.005547559181507695;0.005988424355860672;0.003268645734089763;0.008243860735372796;0.006242806938119975;0.002956813276811916;0.006827411266505284,0.12136591225862503;0.1220066025853157;0.12199259549379349;0.12081978470087051;0.1213955208659172;0.12286367267370224;0.12262988835573196;0.12559203803539276;0.12192917615175247;0.12037783116102219;0.1246412917971611;0.12200220674276352;0.12117699533700943;0.12250619381666183;0.12372177094221115;0.12289880961179733;0.12167029827833176;0.12225804477930069;0.12053390592336655;0.12547297775745392;0.12228534370660782;0.12205126136541367;0.12251966446638107;0.12098843604326248;0.1213478073477745;0.12092133611440659;0.1217789426445961;0.12049280852079391;0.12203999608755112,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 36}",0.002506193816661839,inf,0.879772349407862,filtered,9,1,2,1,26,1,1,2,1.0,0.0,0.2483401745557785,0.0,1.0,0.0035155321387250887,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.22106862572289243,0,0,12,,predictive_link_2,,,0,0,1,solved,osqp,1.4169692011054003e-07,valid,0.0035155321387250887,0.8319119585463662,0|0.00439830116|0.0157751563|0.0157751563|0.0169205356|0.0169205356,,,,,,,,,,0.013064266997389495,0.004018226987682283,0.0018315468914806843,0.0022625200217589736
39,2.0,-2.025305492098193,0.5072357058525085,0.06304024904966354,0.17615585029125214,0.3315699100494385,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0418185256421566,0.06772281229496002,0.11545845121145248,0.24534392356872559,0.24534392356872559,0.06368391351373143,0.06304024904966354,0.0006436644640678835,0.14276871786427778,0.013462316086931192,0.1427665793422274,0.012875366515058731,0.12989121282716865,0.142766582381478,0,0,disabled,0.0,1,SERVO,direct_path,0,1.0552287659374997,1.6518980979453772,29,1,1,1,13,1.481064295280211,0.12250619381666183,0.003890292529818628;0.004076844174794892;0.0009663148596692608;0.0020034397975021486;0.0024344639665134695;0.005338345888269345;0.0033220907566458386;0.0062700432326995206;0.0032370493080716265;0.002209922876834048;0.005614491211154724;0.0026864372202879427;0.005138412591374661;0.004191459628571066;0.0023293738752595944;0.006657935733082371;0.004680427390668924;0.0029226302427697317;0.001670891195190671;0.005388921363869474;0.004338712538048344;0.003676977526676491;0.005547559181507695;0.005988424355860672;0.003268645734089763;0.008243860735372796;0.006242806938119975;0.002956813276811916;0.006827411266505284,0.12136591225862503;0.1220066025853157;0.12199259549379349;0.12081978470087051;0.1213955208659172;0.12286367267370224;0.12262988835573196;0.12559203803539276;0.12192917615175247;0.12037783116102219;0.1246412917971611;0.12200220674276352;0.12117699533700943;0.12250619381666183;0.12372177094221115;0.12289880961179733;0.12167029827833176;0.12225804477930069;0.12053390592336655;0.12547297775745392;0.12228534370660782;0.12205126136541367;0.12251966446638107;0.12098843604326248;0.1213478073477745;0.12092133611440659;0.1217789426445961;0.12049280852079391;0.12203999608755112,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 36}",0.002506193816661839,inf,0.8901847078038485,filtered,10,1,2,1,27,1,1,2,1.0,0.0,0.24534392356872559,0.0,1.0,0.0030581670817234757,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.22133659911143064,0,0,12,,predictive_link_2,,,0,0,1,solved,osqp,1.760491615387244e-07,valid,0.0030581670817234757,0.8319918128278233,0|0.00404054629|0.0141227302|0.0141227302|0.0152680731|0.0152680731,,,,,,,,,,0.011055145994760096,0.0033324050018563867,0.0013975179754197598,0.00197312596719712
40,2.0500000000000003,-2.030374926829691,0.508240282535553,0.06246304139494896,0.17561204731464386,0.3326033055782318,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.04009542614221573,0.05209527164697647,0.328439325094223,0.2426961362361908,0.2426961362361908,0.06304024772183174,0.06246304139494896,0.0005772063268827815,0.14135962433906626,0.012112940288240137,0.14135761528307522,0.011544593203935255,0.12981302207913997,0.14135761230562607,0,0,disabled,0.0,1,SERVO,direct_path,0,1.0552287659374997,1.6518980979453772,29,1,1,1,13,1.481064295280211,0.12250619381666183,0.003890292529818628;0.004076844174794892;0.0009663148596692608;0.0020034397975021486;0.0024344639665134695;0.005338345888269345;0.0033220907566458386;0.0062700432326995206;0.0032370493080716265;0.002209922876834048;0.005614491211154724;0.0026864372202879427;0.005138412591374661;0.004191459628571066;0.0023293738752595944;0.006657935733082371;0.004680427390668924;0.0029226302427697317;0.001670891195190671;0.005388921363869474;0.004338712538048344;0.003676977526676491;0.005547559181507695;0.005988424355860672;0.003268645734089763;0.008243860735372796;0.006242806938119975;0.002956813276811916;0.006827411266505284,0.12136591225862503;0.1220066025853157;0.12199259549379349;0.12081978470087051;0.1213955208659172;0.12286367267370224;0.12262988835573196;0.12559203803539276;0.12192917615175247;0.12037783116102219;0.1246412917971611;0.12200220674276352;0.12117699533700943;0.12250619381666183;0.12372177094221115;0.12289880961179733;0.12167029827833176;0.12225804477930069;0.12053390592336655;0.12547297775745392;0.12228534370660782;0.12205126136541367;0.12251966446638107;0.12098843604326248;0.1213478073477745;0.12092133611440659;0.1217789426445961;0.12049280852079391;0.12203999608755112,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 36}",0.002506193816661839,inf,0.9021482818563875,filtered,11,1,2,1,28,1,1,2,1.0,0.0,0.2426961362361908,0.0,1.0,0.0027177333356857986,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.22113205348856688,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,1.4503515142344492e-09,valid,0.0027177333356857986,0.8320525802333896,3.11608429e-19|0.0036959902|0.012318549|0.012318549|0.0134609552|0.0134609552,,,,,,,,,,0.011937499977648258,0.004095665062777698,0.00157478591427207,0.0019415660062804818
41,2.1,-2.0343381767073043,0.5089616775512695,0.06195275858044624,0.17513658106327057,0.33346182107925415,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.03850075230002403,0.05182391777634621,0.022596560418605804,0.2403116077184677,0.2403116077184677,0.06246304125181064,0.06195275858044624,0.0005102826713643954,0.1400953776798621,0.010762785408911426,0.14009348367847402,0.010206054105744001,0.12988742957273003,0.14009348335744023,0,0,disabled,0.0,1,SERVO,direct_path,0,1.0552287659374997,1.6518980979453772,29,1,1,1,13,1.481064295280211,0.12250619381666183,0.003890292529818628;0.004076844174794892;0.0009663148596692608;0.0020034397975021486;0.0024344639665134695;0.005338345888269345;0.0033220907566458386;0.0062700432326995206;0.0032370493080716265;0.002209922876834048;0.005614491211154724;0.0026864372202879427;0.005138412591374661;0.004191459628571066;0.0023293738752595944;0.006657935733082371;0.004680427390668924;0.0029226302427697317;0.001670891195190671;0.005388921363869474;0.004338712538048344;0.003676977526676491;0.005547559181507695;0.005988424355860672;0.003268645734089763;0.008243860735372796;0.006242806938119975;0.002956813276811916;0.006827411266505284,0.12136591225862503;0.1220066025853157;0.12199259549379349;0.12081978470087051;0.1213955208659172;0.12286367267370224;0.12262988835573196;0.12559203803539276;0.12192917615175247;0.12037783116102219;0.1246412917971611;0.12200220674276352;0.12117699533700943;0.12250619381666183;0.12372177094221115;0.12289880961179733;0.12167029827833176;0.12225804477930069;0.12053390592336655;0.12547297775745392;0.12228534370660782;0.12205126136541367;0.12251966446638107;0.12098843604326248;0.1213478073477745;0.12092133611440659;0.1217789426445961;0.12049280852079391;0.12203999608755112,128,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 36}",0.002506193816661839,inf,0.9111478119015547,filtered,12,1,2,1,29,1,1,2,1.0,0.0,0.2403116077184677,0.0,1.0,0.0023761214569840566,0,1,0,0,0.1967397704749444,0.0,filtered,osqp optimal,0.22119301605892996,0,1,12,predictive_link_2,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.0023761214569840566,0.8320959026725809,2.15545793e-18|0.00342465027|0.0109760538|0.0109760538|0.0121114738|0.0121114738,,,,,,,,,,0.010760097997263074,0.003256956930272281,0.001625122968107462,0.0019385679624974728
