step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
124,6.25,-3.875853412863187,3.8268096446990967,0.1565946489572525,0.11253494769334793,0.8268096446990967,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.3550940155982971,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.3550940277467264,1,0,12,,qp_solver,0,0,0,primal infeasible,osqp,0.0,valid,-0.046818159743916565,0.274471134|0.0155104315|-0.0468181597|0.0468855222|0.00884003778|0.0118400259,0.424471134|0.165510431|0.10318184|0.196885522|0.158840038|0.161840026,0.394471134|0.135510431|0.0731818403|0.166885522|0.128840038|0.131840026,0|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0215552005|-0.0126331745|-0.0932191048|-0.129702568|-0.103917511|0,1.11943974|0.0494085514|-0.280491744|0.0578395214|-0.0685573603|0.0473601038,0.377098352|-0.290787548|0.40146783,-0.0356687307|-0.125761181|-0.0347223654,0.0029221950098872185,0.0007871687412261963,0.0008363816887140274,0.0012784851714968681
125,6.300000000000001,-3.8757682974304477,3.8267245292663574,0.1565946489572525,0.10785051435232162,0.8267245292663574,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.35642072558403015,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.3564207195369699,1,0,12,,qp_solver,0,0,0,primal infeasible,osqp,0.0,valid,-0.05147092095344033,0.275587887|0.014955613|-0.051470921|0.0404062235|0.00367908946|0.00667907749,0.425587887|0.164955613|0.098529079|0.190406224|0.153679089|0.156679077,0.395587887|0.134955613|0.068529079|0.160406224|0.123679089|0.126679077,0|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0231161145|-0.00955575766|-0.0928821606|-0.129459191|-0.102498587|0,1.12546766|0.0502666942|-0.298765844|0.0321657034|-0.0877822288|0.02671631,0.375314862|-0.297075719|0.399731547,-0.0356687307|-0.125761181|-0.0347223654,0.002919992431998253,0.0007957527413964272,0.0008334014564752579,0.0012714387848973274
126,6.3500000000000005,-3.8756778175796787,3.8266340494155884,0.1565946489572525,0.1031813994050026,0.8266340494155884,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.36231064796447754,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.3623106623170044,1,0,12,,qp_solver,0,0,0,primal infeasible,osqp,0.0,valid,-0.05610629359423386,0.276782454|0.0145550634|-0.0561062936|0.0339394871|-0.0014088293|0.00159115859,0.426782454|0.164555063|0.0938937064|0.183939487|0.148591171|0.151591159,0.396782454|0.134555063|0.0638937064|0.153939487|0.118591171|0.121591159,0|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.024667573|-0.00646335477|-0.0925232396|-0.129199834|-0.100995455|0,1.13179739|0.0517568987|-0.316948414|0.00655811481|-0.106630772|0.00636463438,0.373531371|-0.303363889|0.397995263,-0.0356687307|-0.125761181|-0.0347223654,0.006201295182108879,0.0019071251153945923,0.001784258522093296,0.0024769771844148636
127,6.4,-3.8755815560783664,3.826537787914276,0.1565946489572525,0.0985286608338356,0.8265377879142761,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.36278751492500305,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.3627875326977851,1,0,12,,predictive_link_5,0,0,0,,,0.013677544970108979,valid,-0.060723133157928516,0.278054348|0.0143094125|-0.0607231332|0.0274861463|-0.00641937401|-0.00341938624,0.428054348|0.164309413|0.0892768668|0.177486146|0.143580626|0.146580614,0.398054348|0.134309413|0.0592768668|0.147486146|0.113580626|0.116580614,0|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0262090253|-0.0033607603|-0.0921404846|-0.128923103|-0.099402707|0,1.13842642|0.0538768898|-0.335033017|-0.0189785176|-0.125080203|-0.013677545,0.371747881|-0.30965206|0.39625898,-0.0356687307|-0.125761181|-0.0347223654,0.0041290391236543655,0.0018286993727087975,0.0017176531255245209,0.0005489066243171692
128,6.45,-3.875478976484708,3.8264352083206177,0.1565946489572525,0.09389328211545944,0.8264352083206177,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.36320334672927856,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.3632033600457184,1,0,12,,predictive_link_5,0,0,0,,,0.033391741137221986,valid,-0.06532019765813218,0.279403055|0.0142190484|-0.0653201977|0.0210471077|-0.0113479229|-0.00834793528,0.429403055|0.164219048|0.0846798023|0.171047108|0.138652077|0.141652065,0.399403055|0.134219048|0.0546798023|0.141047108|0.108652077|0.111652065,0|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0277399402|-0.000252848713|-0.0917318503|-0.128627454|-0.0977146646|0,1.14535216|0.0566233451|-0.353012641|-0.0444390227|-0.143106356|-0.0333917411,0.369964391|-0.315940231|0.394522697,-0.0356687307|-0.125761181|-0.0347223654,0.004119789227843285,0.0017666909843683243,0.0017868755385279655,0.0005300994962453842
129,6.5,-3.87536966156619,3.8263258934020996,0.1565946489572525,0.08927644044160843,0.8263258934020996,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.3636692762374878,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.3636692712658498,1,0,12,,predictive_link_5,0,0,0,,,0.05275830547180982,valid,-0.06989613767660799,0.280828036|0.0142185246|-0.0698961377|0.0146233593|-0.0161895639|-0.0131895764,0.430828036|0.164218525|0.0801038623|0.164623359|0.133810436|0.136810424,0.400828036|0.134218525|0.0501038623|0.134623359|0.103810436|0.106810424,0|0.104065383|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0292598065|-6.73156346e-18|-0.0912950809|-0.128311171|-0.0959253919|0,1.15257195|0.0568740982|-0.370879632|-0.0698177333|-0.160683647|-0.0527583055,0.368180901|-0.322228402|0.392786413,-0.0356687307|-0.125761181|-0.0347223654,0.0031449180096387863,0.0013905754312872887,0.0013047857210040092,0.0004138462245464325
130,6.550000000000001,-3.875252896067075,3.8262091279029846,0.1565946489572525,0.08467935770750046,0.8262091279029846,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.364013135433197,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.36401314323512957,1,0,12,,predictive_link_5,0,0,0,,,0.07175637801687595,valid,-0.07444948526394693,0.282328726|0.0142185148|-0.0744494853|0.00821597971|-0.0209390819|-0.0179390945,0.432328726|0.164218515|0.0755505147|0.15821598|0.129060918|0.132060905,0.402328726|0.134218515|0.0455505147|0.12821598|0.0990609181|0.102060905,0|0.0540641971|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0307681336|8.20077799e-18|-0.0908276867|-0.127972347|-0.0940287161|0,1.16008304|0.0568740591|-0.388625628|-0.0951084279|-0.177785043|-0.071756378,0.366397411|-0.328516573|0.39105013,-0.0356687307|-0.125761181|-0.0347223654,0.0029637543484568596,0.0013445494696497917,0.001223296858370304,0.00036547426134347916
131,6.6000000000000005,-3.8751280839409152,3.826084315776825,0.1565946489572525,0.08010343462228775,0.826084315776825,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.3643847405910492,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.3643847566540485,1,0,12,,predictive_link_5,0,0,0,,,0.090363842780261,valid,-0.07897864155639583,0.283904536|0.014218505|-0.0789786416|0.00182614802|-0.0255909479|-0.0225909607,0.433904536|0.164218505|0.0710213584|0.151826148|0.124409052|0.127409039,0.403904536|0.134218505|0.0410213584|0.121826148|0.0944090521|0.0974090393,0|0.00406301101|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0322644524|6.46215498e-18|-0.090326916|-0.127608856|-0.0920182557|0,1.16788259|0.05687402|-0.406241482|-0.120304264|-0.194382047|-0.0903638428,0.36461392|-0.334804744|0.389313847,-0.0356687307|-0.125761181|-0.0347223654,0.0035138269886374474,0.001570022664964199,0.001384892500936985,0.0005244724452495575
132,6.65,-3.8749945695366184,3.825950801372528,0.1565946489572525,0.07555007189512253,0.8259508013725281,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.36424145102500916,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.3642414533389151,1,0,12,,predictive_link_5,0,0,0,,,0.10855728991036984,valid,-0.08348186295521323,0.285554854|0.014284095|-0.083481863|-0.00454484421|-0.0301393096|-0.0271393225,0.435554854|0.164284095|0.066518137|0.145455156|0.11986069|0.122860678,0.405554854|0.134284095|0.036518137|0.115455156|0.0898606904|0.0928606775,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0337483154|0.00285568498|-0.0897897257|-0.127218327|-0.0898874616|0,1.17596773|0.059992065|-0.423717178|-0.145397704|-0.2104447|-0.10855729,0.36283043|-0.341092914|0.387577564,-0.0356687307|-0.125761181|-0.0347223654,0.00335797481238842,0.0015013497322797775,0.001416047103703022,0.0004070177674293518
133,6.7,-3.8748514587845126,3.8258076906204224,0.1565946489572525,0.07102092355489731,0.8258076906204224,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.3648422360420227,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.3648422294951215,1,0,12,,predictive_link_5,0,0,0,,,0.126311987190855,valid,-0.08795724569886601,0.287279047|0.0145044986|-0.0879572457|-0.0108955799|-0.0345779837|-0.0315779968,0.437279047|0.164504499|0.0620427543|0.13910442|0.115422016|0.118422003,0.407279047|0.134504499|0.0320427543|0.10910442|0.0854220163|0.0884220032,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0352192972|0.00595947825|-0.0892127466|-0.126798104|-0.0876296699|0,1.18433549|0.0639774726|-0.441041729|-0.170380424|-0.225941605|-0.126311987,0.36104694|-0.347381085|0.38584128,-0.0356687307|-0.125761181|-0.0347223654,0.0031112683936953545,0.001466706395149231,0.001235445961356163,0.00036423560231924057
134,6.75,-3.874725871797971,3.8256821036338806,0.1565946489572525,0.06651770323514938,0.8256821036338806,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.36416128277778625,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.3641612746545563,1,0,12,,predictive_link_5,0,0,0,,,0.1436018636704437,valid,-0.09240270864195635,0.289076461|0.0148798807|-0.0924027086|-0.0172245015|-0.0389004527|-0.0359004659,0.439076461|0.164879881|0.0575972914|0.132775499|0.111099547|0.114099534,0.409076461|0.134879881|0.0275972914|0.102775499|0.0810995473|0.0840995341,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0366769948|0.00905386841|-0.0885922458|-0.126345213|-0.0852381704|0,1.19298284|0.068573391|-0.45820308|-0.195243219|-0.240839981|-0.143601864,0.35926345|-0.353669256|0.384104997,-0.0356687307|-0.125761181|-0.0347223654,0.0032435236498713493,0.0014165006577968597,0.0014113383367657661,0.00038596242666244507
135,6.800000000000001,-3.874533169981412,3.8254894018173218,0.1565946489572525,0.06204230338335037,0.825489342212677,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.3617633283138275,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.3617633293176518,1,0,12,,predictive_link_5,0,0,0,,,0.16039950865688635,valid,-0.09681597403863454,0.290946421|0.0154096504|-0.096815974|-0.0235298937|-0.0430998638|-0.0400998772,0.440946421|0.16540965|0.053184026|0.126470106|0.106900136|0.109900123,0.410946421|0.13540965|0.023184026|0.0964701063|0.0769001362|0.0799001228,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0381210277|0.0121340454|-0.0879240848|-0.125856315|-0.0827062922|0,1.20190671|0.0737726471|-0.475187981|-0.21997589|-0.255105748|-0.160399509,0.35747996|-0.359957427|0.382368714,-0.0356687307|-0.125761181|-0.0347223654,0.0032940516248345375,0.0015095314010977745,0.0013654576614499092,0.0003879927098751068
136,6.8500000000000005,-3.8743558461632053,3.825312077999115,0.1565946489572525,0.0575968399643898,0.825312077999115,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.36006128787994385,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.3600612990719695,1,0,12,,predictive_link_5,0,0,0,,,0.17667618970692134,valid,-0.1011945461134025,0.292888237|0.0160929792|-0.101194546|-0.0298098641|-0.047169034|-0.0441690474,0.442888237|0.166092979|0.0488054539|0.120190136|0.102830966|0.105830953,0.412888237|0.136092979|0.0188054539|0.0901901359|0.072830966|0.0758309526,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0395510385|0.01519531|-0.087203673|-0.125327651|-0.0800275084|0,1.21110398|0.0795672268|-0.491981857|-0.244567107|-0.268703644|-0.17667619,0.35569647|-0.366245598|0.38063243,-0.0356687307|-0.125761181|-0.0347223654,0.002701767720282078,0.001187991350889206,0.001146244816482067,0.0003377748653292656
137,6.9,-3.8741649324859897,3.8251211643218994,0.1565946489572525,0.053183577954769135,0.8251211643218994,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.35905319452285767,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.35905320432064736,1,0,12,,predictive_link_5,0,0,0,,,0.19240189360827364,valid,-0.10553568719011061,0.294901197|0.0169288068|-0.105535687|-0.0360623207|-0.0511004598|-0.0481004734,0.444901197|0.166928807|0.0444643128|0.113937679|0.0988995402|0.101899527,0.414901197|0.136928807|0.0144643128|0.0839376793|0.0688995402|0.0718995266,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0409666922|0.0182331083|-0.086425916|-0.124754985|-0.0771955614|0,1.22057148|0.0859483356|-0.508568665|-0.269004268|-0.281597401|-0.192401894,0.353912979|-0.372533768|0.378896147,-0.0356687307|-0.125761181|-0.0347223654,0.0027178004384040833,0.0011791884899139404,0.0011546537280082703,0.0003568371757864952
138,6.95,-3.884398334738187,3.8353545665740967,0.1565946489572525,0.04880499094724655,0.8345654010772705,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.3581068515777588,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.35810687349135456,1,0,12,,predictive_link_5,0,0,0,,,0.20754539463662736,valid,-0.10983639114271448,0.296984576|0.0179158497|-0.109836391|-0.0422849461|-0.0548863349|-0.0518863487,0.446984576|0.16791585|0.0401636089|0.107715054|0.0951136651|0.0981136513,0.416984576|0.13791585|0.0101636089|0.0777150539|0.0651136651|0.0681136513,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0423676769|0.0212430644|-0.0855851606|-0.124133532|-0.0742046106|0,1.23030598|0.0929064633|-0.524930725|-0.293273316|-0.29374995|-0.207545395,0.352129489|-0.378821939|0.377159864,-0.0356687307|-0.125761181|-0.0347223654,0.002745460718870163,0.0011935234069824219,0.001154547557234764,0.00036927778273820877
139,7.0,-3.88468807291644,3.83564430475235,0.1565946489572525,0.044463835656642914,0.8356443047523499,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.3571435511112213,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.35714355202092624,1,0,12,,predictive_link_5,0,0,0,,,0.22207435453184088,valid,-0.11409335393196215,0.299137634|0.0190526107|-0.114093354|-0.0484751684|-0.0585185748|-0.0555185886,0.449137634|0.169052611|0.0359066461|0.101524832|0.0914814252|0.0944814114,0.419137634|0.139052611|0.00590664607|0.0715248316|0.0614814252|0.0644814114,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0437537033|0.0242210093|-0.0846751332|-0.123457876|-0.0710494021|0,1.24030424|0.100431452|-0.541048549|-0.31735855|-0.305123701|-0.222074355,0.350345999|-0.38511011|0.37542358,-0.0356687307|-0.125761181|-0.0347223654,0.0027939872816205025,0.001197783276438713,0.001200743019580841,0.0003673229366540909
140,7.050000000000001,-3.8845105106796542,3.835466742515564,0.1565946489572525,0.04016313701868057,0.835466742515564,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.35660624504089355,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.35660623369084954,1,0,12,,predictive_link_5,0,0,0,,,0.23595545861545175,valid,-0.11830294100477284,0.301359615|0.0203373896|-0.118302941|-0.0546301273|-0.0619888507|-0.0589888647,0.451359615|0.17033739|0.031697059|0.0953698727|0.0880111493|0.0910111353,0.421359615|0.14033739|0.001697059|0.0653698727|0.0580111493|0.0610111353,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0451245046|0.0271630067|-0.0836888757|-0.122721875|-0.0677254598|0,1.25056296|0.108512565|-0.55690064|-0.341242384|-0.315680863|-0.235955459,0.348562509|-0.391398281|0.373687297,-0.0356687307|-0.125761181|-0.0347223654,0.002696894109249115,0.001196185126900673,0.001127399504184723,0.0003459462895989418
141,7.1000000000000005,-3.8843174512352268,3.8352736830711365,0.1565946489572525,0.03590618818998337,0.8352736830711365,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.3581886887550354,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.3581887040012412,1,0,12,,predictive_link_5,0,0,0,,,0.24915459220019498,valid,-0.12246115136327959,0.303649753|0.021768296|-0.122461151|-0.0607466347|-0.065288634|-0.0622886481,0.453649753|0.171768296|0.0275388486|0.0892533653|0.084711366|0.0877113519,0.423649753|0.141768296|-0.00246115136|0.0592533653|0.054711366|0.0577113519,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0464798366|0.0300653751|-0.0826186771|-0.121918553|-0.0642292969|0,1.26107885|0.117138559|-0.572463283|-0.364905092|-0.325383833|-0.249154592,0.346779019|-0.397686452|0.371951014,-0.0356687307|-0.125761181|-0.0347223654,0.0027059512212872505,0.0012143421918153763,0.0011352123692631721,0.0003290269523859024
142,7.15,-3.884107166048459,3.835063397884369,0.1565946489572525,0.03169658035039902,0.8350633978843689,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.36007851362228394,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.36007851835367743,1,0,12,,predictive_link_5,0,0,0,,,0.26163706085286964,valid,-0.12656357816593014,0.306007268|0.0233432619|-0.126563578|-0.0668211305|-0.0684092511|-0.0654092652,0.456007268|0.173343262|0.0234364218|0.0831788695|0.0815907489|0.0845907348,0.426007268|0.143343262|-0.00656357817|0.0531788695|0.0515907489|0.0545907348,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0478194769|0.0329247053|-0.0814560031|-0.121039969|-0.0605586422|0,1.27184855|0.126297753|-0.587710316|-0.388324491|-0.334195647|-0.261637061,0.344995528|-0.403974622|0.370214731,-0.0356687307|-0.125761181|-0.0347223654,0.0026087258011102676,0.0011633289977908134,0.0010913321748375893,0.000327499583363533
143,7.2,-3.883877688166074,3.8348339200019836,0.1565946489572525,0.02753838337957859,0.8348338603973389,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.3621576130390167,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.362157617882633,1,0,12,,predictive_link_5,0,0,0,,,0.2733678570986954,valid,-0.13060536581366702,0.30843137|0.0250600561|-0.130605366|-0.0728496302|-0.0713419501|-0.0683419643,0.45843137|0.175060056|0.0193946342|0.0771503698|0.0786580499|0.0816580357,0.42843137|0.145060056|-0.0106053658|0.0471503698|0.0486580499|0.0516580357,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0491432251|0.0357378745|-0.0801914265|-0.120077072|-0.0567126769|0,1.2828687|0.135978099|-0.60261289|-0.411475593|-0.342080477|-0.273367857,0.343212038|-0.410262793|0.368478447,-0.0356687307|-0.125761181|-0.0347223654,0.0028513530269265175,0.0011698994785547256,0.0013064993545413017,0.0003493577241897583
144,7.25,-3.88362663340228,3.8345828652381897,0.1565946489572525,0.023435959592461586,0.8345828652381897,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.3644227087497711,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.36442272667521697,1,0,12,,predictive_link_5,0,0,0,,,0.28431197474546344,valid,-0.13458116361297395,0.31092126|0.0269162986|-0.134581164|-0.0788276654|-0.0740779794|-0.0710779937,0.46092126|0.176916299|0.0154188364|0.0711723346|0.0759220206|0.0789220063,0.43092126|0.146916299|-0.0145811636|0.0411723346|0.0459220206|0.0489220063,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.050450902|0.0385020558|-0.0788145605|-0.119019528|-0.0526922724|0,1.29413594|0.14616725|-0.617139215|-0.434330189|-0.34900419|-0.284311975,0.341428548|-0.416550964|0.366742164,-0.0356687307|-0.125761181|-0.0347223654,0.00267659779638052,0.0012168604880571365,0.0011054398491978645,0.0003279782831668854
145,7.300000000000001,-3.883351498361997,3.8343077301979065,0.1565946489572525,0.019394153729081154,0.8343077301979065,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.36644721031188965,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.3664472081467257,1,0,12,,predictive_link_5,0,0,0,,,0.2944347701315977,valid,-0.13848507631081308,0.313476132|0.0289094755|-0.138485076|-0.0847502152|-0.0766086782|-0.0736086925,0.463476132|0.178909476|0.0115149237|0.0652497848|0.0733913218|0.0763913075,0.433476132|0.148909476|-0.0184850763|0.0352497848|0.0433913218|0.0463913075,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0517423494|0.0412147246|-0.0773140012|-0.117855524|-0.0485002199|0,1.30564688|0.156852627|-0.631254306|-0.456856385|-0.354934933|-0.29443477,0.339645058|-0.422839135|0.365005881,-0.0356687307|-0.125761181|-0.0347223654,0.0027736006304621696,0.0011779377236962318,0.0012323427945375443,0.0003369990736246109
146,7.3500000000000005,-3.8830493624176303,3.83400559425354,0.1565946489572525,0.015418359078466892,0.83400559425354,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.3674863874912262,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.3674863879744592,1,0,12,,predictive_link_5,0,0,0,,,0.30370236727508504,valid,-0.1423106120841706,0.316095168|0.0310369544|-0.142310612|-0.0906116263|-0.0789255774|-0.0759255918,0.466095168|0.181036954|0.00768938792|0.0593883737|0.0710744226|0.0740744082,0.436095168|0.151036954|-0.0223106121|0.0293883737|0.0410744226|0.0440744082,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0530174296|0.0438736595|-0.0756772849|-0.116571546|-0.0441414375|0,1.3173981|0.168021477|-0.644919733|-0.479018051|-0.359843747|-0.303702367,0.337861568|-0.429127306|0.363269597,-0.0356687307|-0.125761181|-0.0347223654,0.0026632435619831085,0.001173701137304306,0.001124633476138115,0.00033852364867925644
147,7.4,-3.8827167684997836,3.8336730003356934,0.1565946489572525,0.011514448560774326,0.8336730003356934,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.36876848340034485,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.3687684845912365,1,0,12,,predictive_link_5,0,0,0,,,0.31208210118456914,valid,-0.1460506289625731,0.318777549|0.0332959993|-0.146050629|-0.0964055218|-0.0810205109|-0.0780205253,0.468777549|0.183295999|0.00394937104|0.0535944782|0.0689794891|0.0719794747,0.438777549|0.153295999|-0.026050629|0.0235944782|0.0389794891|0.0419794747,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0542760249|0.0464769418|-0.0738908695|-0.115152122|-0.039623142|0,1.32938622|0.179660939|-0.658093385|-0.500774209|-0.363705185|-0.312082101,0.336078078|-0.435415477|0.361533314,-0.0356687307|-0.125761181|-0.0347223654,0.002692369744181633,0.0011858930811285973,0.001143215224146843,0.0003353441134095192
148,7.45,-3.882349961515836,3.8333061933517456,0.1565946489572525,0.007688918616622686,0.8333061337471008,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.36956271529197693,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.36956272999203477,1,0,12,,predictive_link_5,0,0,0,,,0.3195429906181788,valid,-0.14969728119149486,0.321522448|0.0356837857|-0.149697281|-0.102124697|-0.0828857332|-0.0798857477,0.471522448|0.185683786|0.000302718809|0.0478753035|0.0671142668|0.0701142523,0.441522448|0.155683786|-0.0296972812|0.0178753035|0.0371142668|0.0401142523,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.055518037|0.0490229499|-0.0719401531|-0.113579536|-0.0349549692|0,1.34160783|0.191758093|-0.670729278|-0.522078322|-0.366497902|-0.319542991,0.334294587|-0.441703647|0.359797031,-0.0356687307|-0.125761181|-0.0347223654,0.002668924629688263,0.0011855773627758026,0.0011050766333937645,0.0003506382927298546
149,7.5,-3.881944411512784,3.832900643348694,0.1565946489572525,0.003948891069740057,0.8329005837440491,0.35,2,1,0,0,0,,,nan,0,0.0,0.0,0.0,0.3698791265487671,1.0,nan,0,0,0,0,0.07861910235296296,0.0,safe_stop_infeasible,0.3698791322254519,1,0,12,,predictive_link_5,0,0,0,,,0.32605622853694494,valid,-0.15324196773409812,0.324329032|0.0381974154|-0.153241968|-0.107760997|-0.0845140427|-0.0815140571,0.474329032|0.188197415|-0.00324196773|0.0422390031|0.0654859573|0.0684859429,0.444329032|0.158197415|-0.0332419677|0.0122390031|0.0354859573|0.0384859429,0|0|0.15|0.15|0.15|0.15,0|0|0|0|0|0,0.0567433863|0.051510352|-0.0698095442|-0.111833518|-0.0301490282|0,1.35405952|0.204300014|-0.682777415|-0.542877506|-0.368205199|-0.326056229,0.332511097|-0.447991818|0.358060747,-0.0356687307|-0.125761181|-0.0347223654,0.0027664685621857643,0.00122910737991333,0.001163131557404995,0.00034670811146497726
