step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
10,0.55,-0.056684647473609365,0.08016408979892731,0.33330246806144714,0.4468170404434204,0.0760132372379303,0.35,1,0,0,0,0,,,nan,0,0.8950116038322449,0.5461959838867188,9.233125686645508,0.9049449563026428,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.0936681608135884,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,9.337806689338479e-07,valid,0.27936219964731257,0.31427683|0.2793622|0.298112368|0.361786128|0.323313138|0.326313104,0.46427683|0.4293622|0.448112368|0.511786128|0.473313138|0.476313104,0.43427683|0.3993622|0.418112368|0.481786128|0.443313138|0.446313104,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0633605847|0.15463159|0.213701319|0.20545419|0,-0.119538833|-0.143920062|-0.150971653|-0.136583504|-0.130887388|0,1.13756849|1.03688932|1.19610941|1.52426233|1.36781935|1.30525242,0.256136596|0.537001133|0.288196713,0.0124797234|-0.151803002|0.0100211231,0.0030761593952775,0.0008698701858520508,0.0008813450112938881,0.00130521971732378
11,0.6000000000000001,-0.04088449831161142,0.08199650794267654,0.31966376304626465,0.4425762891769409,0.0776606872677803,0.35,1,0,0,0,0,,,nan,0,0.8919875025749207,0.38519906997680664,16.407787322998047,0.9004358649253845,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.08998018092192749,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,8.941430912901005e-07,valid,0.27529289072315455,0.308318463|0.275292891|0.298159759|0.365515633|0.326917374|0.329917374,0.458318463|0.425292891|0.448159759|0.515515633|0.476917374|0.479917374,0.428318463|0.395292891|0.418159759|0.485515633|0.446917374|0.449917374,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0612642451|0.149622274|0.209623573|0.200907986|0,-0.118788346|-0.143279789|-0.151050615|-0.137306987|-0.131536666|0,1.1144855|1.01915602|1.1912107|1.53437912|1.37704081|1.31966949,0.256760657|0.529410839|0.288697749,0.0124797234|-0.151803002|0.0100211231,0.0033140815794467926,0.001013406552374363,0.0009441785514354706,0.0013364171609282494
12,0.65,-0.02782411422321076,0.08389891684055328,0.3061351180076599,0.43825018405914307,0.07937232404947281,0.35,1,0,0,0,0,,,nan,0,0.8887619972229004,0.184041365981102,5.227075576782227,0.8968797326087952,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.09291914461325433,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,9.157077882487874e-07,valid,0.2711517237418001,0.30239818|0.271151724|0.297955793|0.369004481|0.330261649|0.333261649,0.45239818|0.421151724|0.447955793|0.519004481|0.480261649|0.483261649,0.42239818|0.391151724|0.417955793|0.489004481|0.450261649|0.453261649,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0589386674|0.144172059|0.20494741|0.196007218|0,-0.118015365|-0.142603405|-0.15104994|-0.138036621|-0.132210253|0,1.09157735|1.00094216|1.18494529|1.54292871|1.38484356|1.33304659,0.257384717|0.521820545|0.289198786,0.0124797234|-0.151803002|0.0100211231,0.005964756011962891,0.0015957606956362724,0.0018015773966908455,0.0025281207635998726
13,0.7000000000000001,-0.017214736594178243,0.08587264269590378,0.29279518127441406,0.43383342027664185,0.08114951848983765,0.35,1,0,0,0,0,,,nan,0,0.8844974040985107,0.17084325850009918,3.155470848083496,0.8928985595703125,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.09941018315689497,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,9.668635803893044e-07,valid,0.2669298956060263,0.296517125|0.266929896|0.297483522|0.372223578|0.33332881|0.33632881,0.446517125|0.416929896|0.447483522|0.522223578|0.48332881|0.48632881,0.416517125|0.386929896|0.417483522|0.492223578|0.45332881|0.45632881,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0564457768|0.138306534|0.199565738|0.190742192|0,-0.117219135|-0.141895351|-0.150970959|-0.138765516|-0.132891767|0,1.06884936|0.982270008|1.17726966|1.54969454|1.39116567|1.34531524,0.258008778|0.514230251|0.289699823,0.0124797234|-0.151803002|0.0100211231,0.004828831180930138,0.0014808960258960724,0.0014189435169100761,0.0018997080624103546
14,0.75,-0.008226297040080294,0.08791884779930115,0.27967652678489685,0.42932409048080444,0.0829935297369957,0.35,1,0,0,0,0,,,nan,0,0.877745509147644,0.23045137524604797,4.724460601806641,0.8863106966018677,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.10416428966177058,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,9.972915258112808e-07,valid,0.2626212941490421,0.29067648|0.262621294|0.296727168|0.375138587|0.336101522|0.339101522,0.44067648|0.412621294|0.446727168|0.525138587|0.486101522|0.489101522,0.41067648|0.382621294|0.416727168|0.495138587|0.456101522|0.459101522,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0538639798|0.132289604|0.193982185|0.184908264|0,-0.116398881|-0.141159492|-0.150815924|-0.139488077|-0.133569794|0,1.04630704|0.963189664|1.16838235|1.55504846|1.39574456|1.35640609,0.258632839|0.506639957|0.290200859,0.0124797234|-0.151803002|0.0100211231,0.006104235537350178,0.002206590957939625,0.0014862706884741783,0.0023769326508045197
15,0.8,-0.002424417761776848,0.09003857523202896,0.2668941617012024,0.4247148633003235,0.0849054604768753,0.35,1,0,0,0,0,,,nan,0,0.8705646991729736,0.1851198524236679,3.6529085636138916,0.8797033429145813,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.11108596281442791,0,1,12,workspace_z_lower,workspace_z_lower,2,0,0,inaccurate_solution,,0.0,valid,0.25822348121451966,0.284877466|0.258223481|0.295683799|0.377740807|0.338551313|0.341551313,0.434877466|0.408223481|0.445683799|0.527740807|0.488551313|0.491551313,0.404877466|0.378223481|0.415683799|0.497740807|0.458551313|0.461551313,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0510941064|0.12560192|0.186974306|0.177883862|0,-0.115553807|-0.140400262|-0.150587863|-0.140197964|-0.134243201|0,1.02395606|0.943587769|1.15774925|1.55773957|1.39784591|1.36620525,0.259256899|0.499049664|0.290701896,0.0124797234|-0.151803002|0.0100211231,0.004866614006459713,0.0013498850166797638,0.0015068184584379196,0.0019773831591010094
16,0.8500000000000001,0.0027079149068668373,0.09223276376724243,0.2544269263744354,0.420021116733551,0.0868864431977272,0.35,1,0,0,0,0,,,nan,0,0.8639022707939148,0.1853504478931427,1.4528335332870483,0.8729879260063171,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.11308421207531158,0,1,12,workspace_z_lower,workspace_z_lower,2,0,0,inaccurate_solution,,0.0,valid,0.25372859329284236,0.279121344|0.253728593|0.294324885|0.379960495|0.340620112|0.343620109,0.429121344|0.403728593|0.444324885|0.529960495|0.490620112|0.493620109,0.399121344|0.373728593|0.414324885|0.499960495|0.460620112|0.463620109,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0486106524|0.119647429|0.180989846|0.172082474|0,-0.114683091|-0.139621548|-0.150291773|-0.14089042|-0.134901269|0,1.00180228|0.923903477|1.1466552|1.55994141|1.39966165|1.37448044,0.25988096|0.49145937|0.291202933,0.0124797234|-0.151803002|0.0100211231,0.005052552558481693,0.0014692600816488266,0.0014384342357516289,0.002110942266881466
17,0.9,0.007829105987816262,0.09450209885835648,0.24222248792648315,0.4152638912200928,0.08893732726573944,0.35,1,0,0,0,0,,,nan,0,0.8585450649261475,0.2284710556268692,2.9002082347869873,0.8673758506774902,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.11327493516971762,0,1,12,workspace_z_lower,workspace_z_lower,2,0,0,inaccurate_solution,,0.0,valid,0.24915176169115238,0.273409417|0.249151762|0.292689687|0.381849464|0.342369821|0.345369821,0.423409417|0.399151762|0.442689687|0.531849464|0.492369821|0.495369821,0.393409417|0.369151762|0.412689687|0.501849464|0.462369821|0.465369821,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0465336257|0.114793617|0.176885876|0.167737098|0,-0.113785891|-0.138823999|-0.149930593|-0.141565666|-0.135542459|0,0.979851778|0.904316673|1.13562177|1.56271806|1.40167392|1.38147928,0.260505021|0.483869076|0.291703969,0.0124797234|-0.151803002|0.0100211231,0.005400082096457481,0.0015473999083042145,0.0014616400003433228,0.002359035424888134
18,0.9500000000000001,0.012336856257370452,0.09684716910123825,0.2302650511264801,0.4104551672935486,0.09105892479419708,0.35,1,0,0,0,0,,,nan,0,0.8538877964019775,0.2418574094772339,0.9650179147720337,0.8624534010887146,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.11300157970426049,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,9.988021972637956e-07,valid,0.24451406930765052,0.267743032|0.244514069|0.29083537|0.383502282|0.34387354|0.346873534,0.417743032|0.394514069|0.44083537|0.533502282|0.49387354|0.496873534,0.387743032|0.364514069|0.41083537|0.503502282|0.46387354|0.466873534,0.15|0.15|0.15|0.15|0.15|0.15,0|0.044678876|0.110460565|0.1736872|0.164373688|0,-0.112861341|-0.138007517|-0.149505223|-0.142224209|-0.136169183|0,0.958110786|0.884727637|1.12429682|1.56547212|1.40369867|1.38749413,0.261129081|0.476278782|0.292205006,0.0124797234|-0.151803002|0.0100211231,0.004735051654279232,0.0013932539150118828,0.0013741767033934593,0.001937132328748703
19,1.0,0.015849998430880696,0.09926830232143402,0.21856147050857544,0.40560442209243774,0.0932517871260643,0.35,1,0,0,0,0,,,nan,0,0.850228488445282,0.28138208389282227,1.7691072225570679,0.8585814237594604,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.11280272318518421,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,9.758315530437184e-07,valid,0.23982754308318088,0.262123577|0.239827543|0.288790848|0.384965168|0.34518109|0.34818109,0.412123577|0.389827543|0.438790848|0.534965168|0.49518109|0.49818109,0.382123577|0.359827543|0.408790848|0.504965168|0.46518109|0.46818109,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0429951251|0.106447265|0.17098073|0.161657495|0,-0.111908556|-0.137172605|-0.149016667|-0.142865101|-0.136780607|0,0.936585753|0.865132693|1.11259399|1.5679763|1.40560125|1.39272436,0.261753142|0.468688488|0.292706043,0.0124797234|-0.151803002|0.0100211231,0.004703453741967678,0.001658276654779911,0.0012093205004930496,0.0018042614683508873
20,1.05,0.017774458918871527,0.10195883363485336,0.20714177191257477,0.40071243047714233,0.09551634639501572,0.35,1,0,0,0,0,,,nan,0,0.8459777235984802,0.2419675886631012,2.6756582260131836,0.8538720607757568,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.11046059141677596,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,9.358880356208181e-07,valid,0.23510157343814875,0.256552488|0.235101573|0.28657508|0.386263587|0.346325856|0.349325833,0.406552488|0.385101573|0.43657508|0.536263587|0.496325856|0.499325833,0.376552488|0.355101573|0.40657508|0.506263587|0.466325856|0.469325833,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0412979292|0.102280738|0.167971396|0.159164201|0,-0.110926626|-0.136319432|-0.148466063|-0.143487748|-0.137374333|0,0.915283325|0.845384791|1.100115|1.56953799|1.40709329|1.39730333,0.262377203|0.461098194|0.293207079,0.0124797234|-0.151803002|0.0100211231,0.004691639915108681,0.0015933774411678314,0.001285584643483162,0.0017805807292461395
21,1.1,0.01661369273176204,0.10581278800964355,0.19606857001781464,0.3957783579826355,0.09785278886556625,0.35,1,0,0,0,0,,,nan,0,0.8421884179115295,0.23205745220184326,1.1249449253082275,0.8497827053070068,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.10902018459582831,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,9.04092640269076e-07,valid,0.2303365371031837,0.251031244|0.230336537|0.284184043|0.387383983|0.34732026|0.350320257,0.401031244|0.380336537|0.434184043|0.537383983|0.49732026|0.500320257,0.371031244|0.350336537|0.404184043|0.507383983|0.46732026|0.470320257,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0395674055|0.0978392937|0.164140257|0.155929487|0,-0.109914622|-0.135450068|-0.147856478|-0.144088906|-0.137946966|0,0.894210354|0.825463486|1.08671899|1.56958728|1.40726356|1.40128103,0.263001263|0.4535079|0.293708116,0.0124797234|-0.151803002|0.0100211231,0.004092643968760967,0.001512172631919384,0.0012087104842066765,0.0013396348804235458
22,1.1500000000000001,0.013388951897999976,0.10982157289981842,0.18540380895137787,0.39080482721328735,0.10026821494102478,0.35,1,0,0,0,0,,,nan,0,0.8396546244621277,0.24555346369743347,2.0550544261932373,0.8472933173179626,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.11002943385500284,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,8.915768412044028e-07,valid,0.22553154049902557,0.245561373|0.22553154|0.281607539|0.388286583|0.348128647|0.351128647,0.395561373|0.37553154|0.431607539|0.538286583|0.498128647|0.501128647,0.365561373|0.34553154|0.401607539|0.508286583|0.468128647|0.471128647,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0378793262|0.0933289142|0.159670734|0.15182056|0,-0.108871596|-0.134565726|-0.147192633|-0.14466709|-0.138496467|0,0.873373897|0.805439762|1.07256644|1.56814998|1.40583868|1.40451459,0.263625324|0.445917606|0.294209152,0.0124797234|-0.151803002|0.0100211231,0.003061932511627674,0.0008518267422914505,0.0008323639631271362,0.0013585221022367477
23,1.2000000000000002,0.009023624634803301,0.11390287429094315,0.1751651167869568,0.3857995867729187,0.1040143147110939,0.35,1,0,0,0,0,,,nan,0,0.8372713923454285,0.20793642103672028,1.2595574855804443,0.8449251055717468,1.0,nan,0,0,0,0,0.2778313040334618,0.0,filtered,0.11066798699896825,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,8.7604532794704e-07,valid,0.22068919812143495,0.240144451|0.220689198|0.278844842|0.388940418|0.348708271|0.351708271,0.390144451|0.370689198|0.428844842|0.538940418|0.498708271|0.501708271,0.360144451|0.340689198|0.398844842|0.508940418|0.468708271|0.471708271,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0363357095|0.0891175184|0.155454219|0.147816804|0,-0.107796579|-0.133666083|-0.146479072|-0.145222909|-0.139022891|0,0.852781224|0.785426419|1.05801781|1.56599298|1.403627|1.40683308,0.264249384|0.438327312|0.294710189,0.0124797234|-0.151803002|0.0100211231,0.003223382867872715,0.0009871218353509903,0.0009063398465514183,0.0013100281357765198
